,Report_Date,UAE_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,88.75118226827918,5869.7438024946105,False,1,0.13365591833908505,11739.487604989226
1,2020-01-23,0,88.75118226827918,5869.7438024946105,False,2,0.15216848280073997,11739.487604989226
2,2020-01-24,0,88.75118226827918,5869.7438024946105,False,3,0.17324516854890593,11739.487604989226
3,2020-01-25,0,88.75118226827918,5869.7438024946105,False,4,0.19724111333268338,11739.487604989226
4,2020-01-26,0,88.75118226827918,5869.7438024946105,False,5,0.2245606391221689,11739.487604989226
5,2020-01-27,0,88.75118226827918,5869.7438024946105,False,6,0.25566406281322085,11739.487604989226
6,2020-01-28,0,88.75118226827918,5869.7438024946105,False,7,0.2910754497421738,11739.487604989226
7,2020-01-29,4,88.75118226827918,5869.7438024946105,False,8,0.33139144043796404,11739.487604989226
8,2020-01-30,4,88.75118226827918,5869.7438024946105,False,9,0.3772912990567794,11739.487604989226
9,2020-01-31,4,88.75118226827918,5869.7438024946105,False,10,0.4295483524434317,11739.487604989226
10,2020-02-01,4,88.75118226827918,5869.7438024946105,False,11,0.489043012083676,11739.487604989226
11,2020-02-02,5,88.75118226827918,5869.7438024946105,False,12,0.5567775977379409,11739.487604989226
12,2020-02-03,5,88.75118226827918,5869.7438024946105,False,13,0.6338932117164314,11739.487604989226
13,2020-02-04,5,88.75118226827918,5869.7438024946105,False,14,0.7216889470637923,11739.487604989226
14,2020-02-05,5,88.75118226827918,5869.7438024946105,False,15,0.8216437519298856,11739.487604989226
15,2020-02-06,5,88.75118226827918,5869.7438024946105,False,16,0.9354413167473996,11739.487604989226
16,2020-02-07,5,88.75118226827918,5869.7438024946105,False,17,1.0649984012361169,11739.487604989226
17,2020-02-08,7,88.75118226827918,5869.7438024946105,False,18,1.2124970755206474,11739.487604989226
18,2020-02-09,7,88.75118226827918,5869.7438024946105,False,19,1.380421414701106,11739.487604989226
19,2020-02-10,8,88.75118226827918,5869.7438024946105,False,20,1.571599260089776,11739.487604989226
20,2020-02-11,8,88.75118226827918,5869.7438024946105,False,21,1.7892497441869262,11739.487604989226
21,2020-02-12,8,88.75118226827918,5869.7438024946105,False,22,2.037037371626401,11739.487604989226
22,2020-02-13,8,88.75118226827918,5869.7438024946105,False,23,2.3191335562470976,11739.487604989226
23,2020-02-14,8,88.75118226827918,5869.7438024946105,False,24,2.640286636786928,11739.487604989226
24,2020-02-15,8,88.75118226827918,5869.7438024946105,False,25,3.0059015322903506,11739.487604989226
25,2020-02-16,9,88.75118226827918,5869.7438024946105,False,26,3.42213035521662,11739.487604989226
26,2020-02-17,9,88.75118226827918,5869.7438024946105,False,27,3.8959754777046256,11739.487604989226
27,2020-02-18,9,88.75118226827918,5869.7438024946105,False,28,4.435406746999869,11739.487604989226
28,2020-02-19,9,88.75118226827918,5869.7438024946105,False,29,5.0494947724352865,11739.487604989226
29,2020-02-20,9,88.75118226827918,5869.7438024946105,False,30,5.7485624615881035,11739.487604989226
30,2020-02-21,9,88.75118226827918,5869.7438024946105,False,31,6.544357270567345,11739.487604989226
31,2020-02-22,13,88.75118226827918,5869.7438024946105,False,32,7.450246956314329,11739.487604989226
32,2020-02-23,13,88.75118226827918,5869.7438024946105,False,33,8.481441981020867,11739.487604989226
33,2020-02-24,13,88.75118226827918,5869.7438024946105,False,34,9.65524812414114,11739.487604989226
34,2020-02-25,13,88.75118226827918,5869.7438024946105,False,35,10.991353309920402,11739.487604989226
35,2020-02-26,13,88.75118226827918,5869.7438024946105,False,36,12.512153161765355,11739.487604989226
36,2020-02-27,13,88.75118226827918,5869.7438024946105,False,37,14.243120352792433,11739.487604989226
37,2020-02-28,19,88.75118226827918,5869.7438024946105,False,38,16.213223437695376,11739.487604989226
38,2020-02-29,21,88.75118226827918,5869.7438024946105,False,39,18.45540152704795,11739.487604989226
39,2020-03-01,21,88.75118226827918,5869.7438024946105,False,40,21.00710190240521,11739.487604989226
40,2020-03-02,21,88.75118226827918,5869.7438024946105,False,41,23.910888468303565,11739.487604989226
41,2020-03-03,27,88.75118226827918,5869.7438024946105,False,42,27.215129791993423,11739.487604989226
42,2020-03-04,27,88.75118226827918,5869.7438024946105,False,43,30.974776386191785,11739.487604989226
43,2020-03-05,29,88.75118226827918,5869.7438024946105,False,44,35.25223783185153,11739.487604989226
44,2020-03-06,29,88.75118226827918,5869.7438024946105,False,45,40.11837129744867,11739.487604989226
45,2020-03-07,45,88.75118226827918,5869.7438024946105,False,46,45.65359395981162,11739.487604989226
46,2020-03-08,45,88.75118226827918,5869.7438024946105,False,47,51.94913272802528,11739.487604989226
47,2020-03-09,45,88.75118226827918,5869.7438024946105,False,48,59.10842545944686,11739.487604989226
