,Report_Date,Montenegro_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
63,2020-03-25,52,80.68629891681256,324.70198499822345,False,64,54.96476480337346,649.4039699964467
64,2020-03-26,69,80.68629891681256,324.70198499822345,False,65,62.58229238148517,649.4039699964467
65,2020-03-27,82,80.68629891681256,324.70198499822345,False,66,71.1292041623884,649.4039699964467
66,2020-03-28,84,80.68629891681256,324.70198499822345,False,67,80.68288637089822,649.4039699964467
67,2020-03-29,85,80.68629891681256,324.70198499822345,False,68,91.31713276383975,649.4039699964467
68,2020-03-30,91,80.68629891681256,324.70198499822345,False,69,103.09891518906362,649.4039699964467
69,2020-03-31,109,80.68629891681256,324.70198499822345,False,70,116.08460315942285,649.4039699964467
70,2020-04-01,123,80.68629891681256,324.70198499822345,False,71,130.31573109084178,649.4039699964467
71,2020-04-02,144,80.68629891681256,324.70198499822345,False,72,145.81449290498188,649.4039699964467
72,2020-04-03,174,80.68629891681256,324.70198499822345,False,73,162.57923365184482,649.4039699964467
73,2020-04-04,201,80.68629891681256,324.70198499822345,False,74,180.5802953037463,649.4039699964467
74,2020-04-05,214,80.68629891681256,324.70198499822345,False,75,199.75664266252147,649.4039699964467
75,2020-04-06,233,80.68629891681256,324.70198499822345,False,76,220.01372603507312,649.4039699964467
76,2020-04-07,241,80.68629891681256,324.70198499822345,False,77,241.22301114572508,649.4039699964467
77,2020-04-08,248,80.68629891681256,324.70198499822345,False,78,263.223510676324,649.4039699964467
