,Report_Date,Canada_new brunswick_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,71.99288965143863,78.81220031036582,True,1,0.001849565241453636,146.3117461868334
1,2020-01-23,0,71.99288965143863,78.81220031036582,True,2,0.0021703015200094187,146.3117461868334
2,2020-01-24,0,71.99288965143863,78.81220031036582,True,3,0.0025466563277257975,146.3117461868334
3,2020-01-25,0,71.99288965143863,78.81220031036582,True,4,0.0029882740745563632,146.3117461868334
4,2020-01-26,0,71.99288965143863,78.81220031036582,True,5,0.0035064714107172624,146.3117461868334
5,2020-01-27,0,71.99288965143863,78.81220031036582,True,6,0.0041145271276274405,146.3117461868334
6,2020-01-28,0,71.99288965143863,78.81220031036582,True,7,0.0048280222981810315,146.3117461868334
7,2020-01-29,0,71.99288965143863,78.81220031036582,True,8,0.005665239355906984,146.3117461868334
8,2020-01-30,0,71.99288965143863,78.81220031036582,True,9,0.00664763031642888,146.3117461868334
9,2020-01-31,0,71.99288965143863,78.81220031036582,True,10,0.00780036610748989,146.3117461868334
10,2020-02-01,0,71.99288965143863,78.81220031036582,True,11,0.009152981039890755,146.3117461868334
11,2020-02-02,0,71.99288965143863,78.81220031036582,True,12,0.010740128872656239,146.3117461868334
12,2020-02-03,0,71.99288965143863,78.81220031036582,True,13,0.012602469761858278,146.3117461868334
13,2020-02-04,0,71.99288965143863,78.81220031036582,True,14,0.014787710704010767,146.3117461868334
14,2020-02-05,0,71.99288965143863,78.81220031036582,True,15,0.01735182597355601,146.3117461868334
15,2020-02-06,0,71.99288965143863,78.81220031036582,True,16,0.020360488604693677,146.3117461868334
16,2020-02-07,0,71.99288965143863,78.81220031036582,True,17,0.02389074929088843,146.3117461868334
17,2020-02-08,0,71.99288965143863,78.81220031036582,True,18,0.02803300529845121,146.3117461868334
18,2020-02-09,0,71.99288965143863,78.81220031036582,True,19,0.03289330926099897,146.3117461868334
19,2020-02-10,0,71.99288965143863,78.81220031036582,True,20,0.0385960762090351,146.3117461868334
20,2020-02-11,0,71.99288965143863,78.81220031036582,True,21,0.04528725708797914,146.3117461868334
21,2020-02-12,0,71.99288965143863,78.81220031036582,True,22,0.05313805855093161,146.3117461868334
22,2020-02-13,0,71.99288965143863,78.81220031036582,True,23,0.06234930223160259,146.3117461868334
23,2020-02-14,0,71.99288965143863,78.81220031036582,True,24,0.07315653229264586,146.3117461868334
24,2020-02-15,0,71.99288965143863,78.81220031036582,True,25,0.0858359981230571,146.3117461868334
25,2020-02-16,0,71.99288965143863,78.81220031036582,True,26,0.10071165997661524,146.3117461868334
26,2020-02-17,0,71.99288965143863,78.81220031036582,True,27,0.11816338948399562,146.3117461868334
27,2020-02-18,0,71.99288965143863,78.81220031036582,True,28,0.13863656474214053,146.3117461868334
28,2020-02-19,0,71.99288965143863,78.81220031036582,True,29,0.16265329150880753,146.3117461868334
29,2020-02-20,0,71.99288965143863,78.81220031036582,True,30,0.19082551832840602,146.3117461868334
