,Report_Date,Egypt_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,86.49496913487918,2788.248833584004,False,1,0.35606534368080656,5576.497667168007
1,2020-01-23,0,86.49496913487918,2788.248833584004,False,2,0.3986495807871705,5576.497667168007
2,2020-01-24,0,86.49496913487918,2788.248833584004,False,3,0.4463263441174485,5576.497667168007
3,2020-01-25,0,86.49496913487918,2788.248833584004,False,4,0.4997045308749698,5576.497667168007
4,2020-01-26,0,86.49496913487918,2788.248833584004,False,5,0.5594658159757169,5576.497667168007
5,2020-01-27,0,86.49496913487918,2788.248833584004,False,6,0.6263733440778114,5576.497667168007
6,2020-01-28,0,86.49496913487918,2788.248833584004,False,7,0.7012814580391334,5576.497667168007
7,2020-01-29,0,86.49496913487918,2788.248833584004,False,8,0.7851465869587354,5576.497667168007
8,2020-01-30,0,86.49496913487918,2788.248833584004,False,9,0.8790394314835633,5576.497667168007
9,2020-01-31,0,86.49496913487918,2788.248833584004,False,10,0.9841586002735495,5576.497667168007
10,2020-02-01,0,86.49496913487918,2788.248833584004,False,11,1.1018458696039648,5576.497667168007
11,2020-02-02,0,86.49496913487918,2788.248833584004,False,12,1.233603258251825,5576.497667168007
12,2020-02-03,0,86.49496913487918,2788.248833584004,False,13,1.3811121322917315,5576.497667168007
13,2020-02-04,0,86.49496913487918,2788.248833584004,False,14,1.546254579466487,5576.497667168007
14,2020-02-05,0,86.49496913487918,2788.248833584004,False,15,1.7311373206734968,5576.497667168007
15,2020-02-06,0,86.49496913487918,2788.248833584004,False,16,1.9381184571183747,5576.497667168007
16,2020-02-07,0,86.49496913487918,2788.248833584004,False,17,2.169837386156983,5576.497667168007
17,2020-02-08,0,86.49496913487918,2788.248833584004,False,18,2.429248257127412,5576.497667168007
18,2020-02-09,0,86.49496913487918,2788.248833584004,False,19,2.71965738094125,5576.497667168007
19,2020-02-10,0,86.49496913487918,2788.248833584004,False,20,3.044765054261635,5576.497667168007
20,2020-02-11,0,86.49496913487918,2788.248833584004,False,21,3.4087123111702917,5576.497667168007
21,2020-02-12,0,86.49496913487918,2788.248833584004,False,22,3.8161331727637218,5576.497667168007
22,2020-02-13,0,86.49496913487918,2788.248833584004,False,23,4.272213028581947,5576.497667168007
23,2020-02-14,1,86.49496913487918,2788.248833584004,False,24,4.782753853631193,5576.497667168007
24,2020-02-15,1,86.49496913487918,2788.248833584004,False,25,5.354247041481589,5576.497667168007
25,2020-02-16,1,86.49496913487918,2788.248833584004,False,26,5.993954717950889,5576.497667168007
26,2020-02-17,1,86.49496913487918,2788.248833584004,False,27,6.710000491636485,5576.497667168007
27,2020-02-18,1,86.49496913487918,2788.248833584004,False,28,7.51147069737722,5576.497667168007
28,2020-02-19,1,86.49496913487918,2788.248833584004,False,29,8.408527296860534,5576.497667168007
29,2020-02-20,1,86.49496913487918,2788.248833584004,False,30,9.412533717141693,5576.497667168007
30,2020-02-21,1,86.49496913487918,2788.248833584004,False,31,10.536195032708584,5576.497667168007
31,2020-02-22,1,86.49496913487918,2788.248833584004,False,32,11.793714029528276,5576.497667168007
