,Report_Date,Diamond Princess_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,25.470870423968087,355.3542325409458,True,1,0.05438044934506321,710.7084650603271
1,2020-01-23,0,25.470870423968087,355.3542325409458,True,2,0.08010061708458745,710.7084650603271
2,2020-01-24,0,25.470870423968087,355.3542325409458,True,3,0.11798356040029286,710.7084650603271
3,2020-01-25,0,25.470870423968087,355.3542325409458,True,4,0.17377855608030623,710.7084650603271
4,2020-01-26,0,25.470870423968087,355.3542325409458,True,5,0.2559497708027012,710.7084650603271
5,2020-01-27,0,25.470870423968087,355.3542325409458,True,6,0.3769550426828436,710.7084650603271
6,2020-01-28,0,25.470870423968087,355.3542325409458,True,7,0.5551232290081212,710.7084650603271
7,2020-01-29,0,25.470870423968087,355.3542325409458,True,8,0.8174058854802916,710.7084650603271
8,2020-01-30,0,25.470870423968087,355.3542325409458,True,9,1.2034009277139912,710.7084650603271
9,2020-01-31,0,25.470870423968087,355.3542325409458,True,10,1.7712155921804613,710.7084650603271
10,2020-02-01,0,25.470870423968087,355.3542325409458,True,11,2.6059648106383912,710.7084650603271
11,2020-02-02,0,25.470870423968087,355.3542325409458,True,12,3.8319932379939066,710.7084650603271
12,2020-02-03,0,25.470870423968087,355.3542325409458,True,13,5.630245023096626,710.7084650603271
13,2020-02-04,0,25.470870423968087,355.3542325409458,True,14,8.262504399834043,710.7084650603271
14,2020-02-05,0,25.470870423968087,355.3542325409458,True,15,12.1042743642647,710.7084650603271
15,2020-02-06,0,25.470870423968087,355.3542325409458,True,16,17.687352311807725,710.7084650603271
16,2020-02-07,61,25.470870423968087,355.3542325409458,True,17,25.750694490690808,710.7084650603271
17,2020-02-08,61,25.470870423968087,355.3542325409458,True,18,37.292162152956486,710.7084650603271
18,2020-02-09,64,25.470870423968087,355.3542325409458,True,19,53.60171150664384,710.7084650603271
19,2020-02-10,135,25.470870423968087,355.3542325409458,True,20,76.23665700375254,710.7084650603271
20,2020-02-11,135,25.470870423968087,355.3542325409458,True,21,106.87528302057756,710.7084650603271
21,2020-02-12,175,25.470870423968087,355.3542325409458,True,22,146.97484946718657,710.7084650603271
22,2020-02-13,175,25.470870423968087,355.3542325409458,True,23,197.20609457917442,710.7084650603271
23,2020-02-14,218,25.470870423968087,355.3542325409458,True,24,256.78486814047227,710.7084650603271
24,2020-02-15,285,25.470870423968087,355.3542325409458,True,25,323.0398497275494,710.7084650603271
25,2020-02-16,355,25.470870423968087,355.3542325409458,True,26,391.6404397076009,710.7084650603271
26,2020-02-17,454,25.470870423968087,355.3542325409458,True,27,457.6126410343446,710.7084650603271
27,2020-02-18,542,25.470870423968087,355.3542325409458,True,28,516.7013120326047,710.7084650603271
28,2020-02-19,621,25.470870423968087,355.3542325409458,True,29,566.3468110373472,710.7084650603271
29,2020-02-20,634,25.470870423968087,355.3542325409458,True,30,605.8660083599178,710.7084650603271
30,2020-02-21,634,25.470870423968087,355.3542325409458,True,31,635.9939784106987,710.7084650603271
31,2020-02-22,634,25.470870423968087,355.3542325409458,True,32,658.2143777522425,710.7084650603271
32,2020-02-23,691,25.470870423968087,355.3542325409458,True,33,674.2056288104257,710.7084650603271
33,2020-02-24,691,25.470870423968087,355.3542325409458,True,34,685.5119499956029,710.7084650603271
34,2020-02-25,691,25.470870423968087,355.3542325409458,True,35,693.406144852199,710.7084650603271
35,2020-02-26,705,25.470870423968087,355.3542325409458,True,36,698.8697621859906,710.7084650603271
