,Report_Date,Zimbabwe_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,70.19746159055516,7.183581052992657,True,1,0.00016927527259344462,13.6317694081192
1,2020-01-23,0,70.19746159055516,7.183581052992657,True,2,0.0001994436698070168,13.6317694081192
2,2020-01-24,0,70.19746159055516,7.183581052992657,True,3,0.0002349886190133162,13.6317694081192
3,2020-01-25,0,70.19746159055516,7.183581052992657,True,4,0.00027686828451950555,13.6317694081192
4,2020-01-26,0,70.19746159055516,7.183581052992657,True,5,0.00032621157344094417,13.6317694081192
5,2020-01-27,0,70.19746159055516,7.183581052992657,True,6,0.00038434855655581404,13.6317694081192
6,2020-01-28,0,70.19746159055516,7.183581052992657,True,7,0.00045284630717646555,13.6317694081192
7,2020-01-29,0,70.19746159055516,7.183581052992657,True,8,0.0005335511222220174,13.6317694081192
8,2020-01-30,0,70.19746159055516,7.183581052992657,True,9,0.000628638260960921,13.6317694081192
9,2020-01-31,0,70.19746159055516,7.183581052992657,True,10,0.0007406705384874573,13.6317694081192
10,2020-02-01,0,70.19746159055516,7.183581052992657,True,11,0.0008726673482209298,13.6317694081192
11,2020-02-02,0,70.19746159055516,7.183581052992657,True,12,0.0010281859668045405,13.6317694081192
12,2020-02-03,0,70.19746159055516,7.183581052992657,True,13,0.0012114173230324567,13.6317694081192
13,2020-02-04,0,70.19746159055516,7.183581052992657,True,14,0.001427298798386893,13.6317694081192
14,2020-02-05,0,70.19746159055516,7.183581052992657,True,15,0.0016816470803957464,13.6317694081192
15,2020-02-06,0,70.19746159055516,7.183581052992657,True,16,0.0019813146229564716,13.6317694081192
16,2020-02-07,0,70.19746159055516,7.183581052992657,True,17,0.002334373893550983,13.6317694081192
17,2020-02-08,0,70.19746159055516,7.183581052992657,True,18,0.002750334321618681,13.6317694081192
18,2020-02-09,0,70.19746159055516,7.183581052992657,True,19,0.0032403977234613116,13.6317694081192
19,2020-02-10,0,70.19746159055516,7.183581052992657,True,20,0.0038177589879258094,13.6317694081192
20,2020-02-11,0,70.19746159055516,7.183581052992657,True,21,0.004497959987880623,13.6317694081192
21,2020-02-12,0,70.19746159055516,7.183581052992657,True,22,0.0052993060627488766,13.6317694081192
22,2020-02-13,0,70.19746159055516,7.183581052992657,True,23,0.0062433560284104565,13.6317694081192
23,2020-02-14,0,70.19746159055516,7.183581052992657,True,24,0.007355498547912999,13.6317694081192
24,2020-02-15,0,70.19746159055516,7.183581052992657,True,25,0.00866562987895882,13.6317694081192
25,2020-02-16,0,70.19746159055516,7.183581052992657,True,26,0.01020895054528657,13.6317694081192
26,2020-02-17,0,70.19746159055516,7.183581052992657,True,27,0.01202690140549461,13.6317694081192
27,2020-02-18,0,70.19746159055516,7.183581052992657,True,28,0.01416826296362939,13.6317694081192
28,2020-02-19,0,70.19746159055516,7.183581052992657,True,29,0.016690445630695844,13.6317694081192
29,2020-02-20,0,70.19746159055516,7.183581052992657,True,30,0.019661003052567544,13.6317694081192
30,2020-02-21,0,70.19746159055516,7.183581052992657,True,31,0.023159405608199908,13.6317694081192
31,2020-02-22,0,70.19746159055516,7.183581052992657,True,32,0.02727911677955508,13.6317694081192
32,2020-02-23,0,70.19746159055516,7.183581052992657,True,33,0.03213002130454445,13.6317694081192
33,2020-02-24,0,70.19746159055516,7.183581052992657,True,34,0.037841260811789394,13.6317694081192
34,2020-02-25,0,70.19746159055516,7.183581052992657,True,35,0.044564539907721946,13.6317694081192
35,2020-02-26,0,70.19746159055516,7.183581052992657,True,36,0.052477973261945095,13.6317694081192
36,2020-02-27,0,70.19746159055516,7.183581052992657,True,37,0.06179055180869701,13.6317694081192
37,2020-02-28,0,70.19746159055516,7.183581052992657,True,38,0.07274731326336815,13.6317694081192
38,2020-02-29,0,70.19746159055516,7.183581052992657,True,39,0.08563530800395516,13.6317694081192
39,2020-03-01,0,70.19746159055516,7.183581052992657,True,40,0.1007904549021186,13.6317694081192
40,2020-03-02,0,70.19746159055516,7.183581052992657,True,41,0.11860538135219124,13.6317694081192
41,2020-03-03,0,70.19746159055516,7.183581052992657,True,42,0.13953833536080534,13.6317694081192
42,2020-03-04,0,70.19746159055516,7.183581052992657,True,43,0.1641232421344583,13.6317694081192
43,2020-03-05,0,70.19746159055516,7.183581052992657,True,44,0.19298094911413383,13.6317694081192
44,2020-03-06,0,70.19746159055516,7.183581052992657,True,45,0.22683165655719126,13.6317694081192
45,2020-03-07,0,70.19746159055516,7.183581052992657,True,46,0.26650845874895207,13.6317694081192
46,2020-03-08,0,70.19746159055516,7.183581052992657,True,47,0.3129718152446164,13.6317694081192
47,2020-03-09,0,70.19746159055516,7.183581052992657,True,48,0.3673246219903761,13.6317694081192
48,2020-03-10,0,70.19746159055516,7.183581052992657,True,49,0.4308273471157952,13.6317694081192
49,2020-03-11,0,70.19746159055516,7.183581052992657,True,50,0.5049124233852265,13.6317694081192
50,2020-03-12,0,70.19746159055516,7.183581052992657,True,51,0.5911967375909614,13.6317694081192
51,2020-03-13,0,70.19746159055516,7.183581052992657,True,52,0.6914906195146764,13.6317694081192
52,2020-03-14,0,70.19746159055516,7.183581052992657,True,53,0.8078012113788536,13.6317694081192
53,2020-03-15,0,70.19746159055516,7.183581052992657,True,54,0.9423275109891772,13.6317694081192
54,2020-03-16,0,70.19746159055516,7.183581052992657,True,55,1.0974437719380497,13.6317694081192
55,2020-03-17,0,70.19746159055516,7.183581052992657,True,56,1.2756673939405188,13.6317694081192
56,2020-03-18,0,70.19746159055516,7.183581052992657,True,57,1.4796070771989893,13.6317694081192
57,2020-03-19,0,70.19746159055516,7.183581052992657,True,58,1.7118870368009753,13.6317694081192
58,2020-03-20,1,70.19746159055516,7.183581052992657,True,59,1.9750437233823563,13.6317694081192
59,2020-03-21,3,70.19746159055516,7.183581052992657,True,60,2.2713930557503903,13.6317694081192
60,2020-03-22,3,70.19746159055516,7.183581052992657,True,61,2.6028689007485246,13.6317694081192
61,2020-03-23,3,70.19746159055516,7.183581052992657,True,62,2.9708375808310774,13.6317694081192
62,2020-03-24,3,70.19746159055516,7.183581052992657,True,63,3.375898447485959,13.6317694081192
63,2020-03-25,3,70.19746159055516,7.183581052992657,True,64,3.8176865311438504,13.6317694081192
64,2020-03-26,3,70.19746159055516,7.183581052992657,True,65,4.294698970955543,13.6317694081192
65,2020-03-27,5,70.19746159055516,7.183581052992657,True,66,4.804170874427939,13.6317694081192
66,2020-03-28,7,70.19746159055516,7.183581052992657,True,67,5.342026756318515,13.6317694081192
67,2020-03-29,7,70.19746159055516,7.183581052992657,True,68,5.902929302461447,13.6317694081192
68,2020-03-30,7,70.19746159055516,7.183581052992657,True,69,6.480437323225789,13.6317694081192
