,Report_Date,South Sudan_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,89.07651548030302,0.9223771212157825,False,1,0.004070756533424263,0.00808840644256705
1,2020-01-23,0,89.07651548030302,0.9223771212157825,False,2,0.004362685841743588,0.00808840644256705
2,2020-01-24,0,89.07651548030302,0.9223771212157825,False,3,0.004675497324464554,0.00808840644256705
3,2020-01-25,0,89.07651548030302,0.9223771212157825,False,4,0.005010676820066017,0.00808840644256705
4,2020-01-26,0,89.07651548030302,0.9223771212157825,False,5,0.005369814717211239,0.00808840644256705
5,2020-01-27,0,89.07651548030302,0.9223771212157825,False,6,0.005754613137194923,0.00808840644256705
6,2020-01-28,0,89.07651548030302,0.9223771212157825,False,7,0.0061668935838307,0.00808840644256705
7,2020-01-29,0,89.07651548030302,0.9223771212157825,False,8,0.006608605087272188,0.00808840644256705
8,2020-01-30,0,89.07651548030302,0.9223771212157825,False,9,0.007081832869145091,0.00808840644256705
9,2020-01-31,0,89.07651548030302,0.9223771212157825,False,10,0.00758880755717241,0.00808840644256705
10,2020-02-01,0,89.07651548030302,0.9223771212157825,False,11,0.008131914978174982,0.00808840644256705
11,2020-02-02,0,89.07651548030302,0.9223771212157825,False,12,0.00871370655889549,0.00808840644256705
12,2020-02-03,0,89.07651548030302,0.9223771212157825,False,13,0.00933691036449205,0.00808840644256705
13,2020-02-04,0,89.07651548030302,0.9223771212157825,False,14,0.010004442804737572,0.00808840644256705
14,2020-02-05,0,89.07651548030302,0.9223771212157825,False,15,0.010719421037897959,0.00808840644256705
15,2020-02-06,0,89.07651548030302,0.9223771212157825,False,16,0.011485176101892737,0.00808840644256705
16,2020-02-07,0,89.07651548030302,0.9223771212157825,False,17,0.012305266801606034,0.00808840644256705
17,2020-02-08,0,89.07651548030302,0.9223771212157825,False,18,0.013183494380044613,0.00808840644256705
18,2020-02-09,0,89.07651548030302,0.9223771212157825,False,19,0.014123917999354502,0.00808840644256705
19,2020-02-10,0,89.07651548030302,0.9223771212157825,False,20,0.01513087105541945,0.00808840644256705
20,2020-02-11,0,89.07651548030302,0.9223771212157825,False,21,0.016208978346772318,0.00808840644256705
21,2020-02-12,0,89.07651548030302,0.9223771212157825,False,22,0.017363174114740785,0.00808840644256705
22,2020-02-13,0,89.07651548030302,0.9223771212157825,False,23,0.018598720966994553,0.00808840644256705
23,2020-02-14,0,89.07651548030302,0.9223771212157825,False,24,0.01992122969081982,0.00808840644256705
24,2020-02-15,0,89.07651548030302,0.9223771212157825,False,25,0.02133667995536036,0.00808840644256705
25,2020-02-16,0,89.07651548030302,0.9223771212157825,False,26,0.02285144189355813,0.00808840644256705
26,2020-02-17,0,89.07651548030302,0.9223771212157825,False,27,0.02447229854440716,0.00808840644256705
27,2020-02-18,0,89.07651548030302,0.9223771212157825,False,28,0.02620646912419202,0.00808840644256705
28,2020-02-19,0,89.07651548030302,0.9223771212157825,False,29,0.028061633081387562,0.00808840644256705
