,Report_Date,Vietnam_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,65.45427789864864,158.0155529418224,True,1,0.08145833130024131,299.39887627568373
1,2020-01-23,2,65.45427789864864,158.0155529418224,True,2,0.0925972635226529,299.39887627568373
2,2020-01-24,2,65.45427789864864,158.0155529418224,True,3,0.10525886964622529,299.39887627568373
3,2020-01-25,2,65.45427789864864,158.0155529418224,True,4,0.11965114846037299,299.39887627568373
4,2020-01-26,2,65.45427789864864,158.0155529418224,True,5,0.13601046828974034,299.39887627568373
5,2020-01-27,2,65.45427789864864,158.0155529418224,True,6,0.15460542374225045,299.39887627568373
6,2020-01-28,2,65.45427789864864,158.0155529418224,True,7,0.17574121307215804,299.39887627568373
7,2020-01-29,2,65.45427789864864,158.0155529418224,True,8,0.1997646053526471,299.39887627568373
8,2020-01-30,2,65.45427789864864,158.0155529418224,True,9,0.2270695755309834,299.39887627568373
9,2020-01-31,2,65.45427789864864,158.0155529418224,True,10,0.25810369536235594,299.39887627568373
10,2020-02-01,6,65.45427789864864,158.0155529418224,True,11,0.29337537928033264,299.39887627568373
11,2020-02-02,6,65.45427789864864,158.0155529418224,True,12,0.33346209655522596,299.39887627568373
12,2020-02-03,8,65.45427789864864,158.0155529418224,True,13,0.3790196747043822,299.39887627568373
13,2020-02-04,8,65.45427789864864,158.0155529418224,True,14,0.43079283412737956,299.39887627568373
14,2020-02-05,8,65.45427789864864,158.0155529418224,True,15,0.48962711040259516,299.39887627568373
15,2020-02-06,10,65.45427789864864,158.0155529418224,True,16,0.5564823386285532,299.39887627568373
16,2020-02-07,10,65.45427789864864,158.0155529418224,True,17,0.6324478936094518,299.39887627568373
17,2020-02-08,13,65.45427789864864,158.0155529418224,True,18,0.7187599004926941,299.39887627568373
18,2020-02-09,13,65.45427789864864,158.0155529418224,True,19,0.816820652503802,299.39887627568373
19,2020-02-10,14,65.45427789864864,158.0155529418224,True,20,0.9282204954088639,299.39887627568373
20,2020-02-11,15,65.45427789864864,158.0155529418224,True,21,1.0547624618250382,299.39887627568373
21,2020-02-12,15,65.45427789864864,158.0155529418224,True,22,1.1984899618417115,299.39887627568373
22,2020-02-13,16,65.45427789864864,158.0155529418224,True,23,1.3617178586760261,299.39887627568373
23,2020-02-14,16,65.45427789864864,158.0155529418224,True,24,1.5470672779715329,299.39887627568373
24,2020-02-15,16,65.45427789864864,158.0155529418224,True,25,1.7575045150962536,299.39887627568373
25,2020-02-16,16,65.45427789864864,158.0155529418224,True,26,1.9963844140508649,299.39887627568373
26,2020-02-17,16,65.45427789864864,158.0155529418224,True,27,2.267498591254285,299.39887627568373
27,2020-02-18,16,65.45427789864864,158.0155529418224,True,28,2.575128863493511,299.39887627568373
28,2020-02-19,16,65.45427789864864,158.0155529418224,True,29,2.924106206516767,299.39887627568373
29,2020-02-20,16,65.45427789864864,158.0155529418224,True,30,3.319875512524656,299.39887627568373
30,2020-02-21,16,65.45427789864864,158.0155529418224,True,31,3.7685663229121453,299.39887627568373
31,2020-02-22,16,65.45427789864864,158.0155529418224,True,32,4.277069576815488,299.39887627568373
32,2020-02-23,16,65.45427789864864,158.0155529418224,True,33,4.8531202238680695,299.39887627568373
33,2020-02-24,16,65.45427789864864,158.0155529418224,True,34,5.505385286147538,299.39887627568373
34,2020-02-25,16,65.45427789864864,158.0155529418224,True,35,6.2435566020951905,299.39887627568373
35,2020-02-26,16,65.45427789864864,158.0155529418224,True,36,7.078447024183927,299.39887627568373
36,2020-02-27,16,65.45427789864864,158.0155529418224,True,37,8.022088250164263,299.39887627568373
37,2020-02-28,16,65.45427789864864,158.0155529418224,True,38,9.08782772147616,299.39887627568373
38,2020-02-29,16,65.45427789864864,158.0155529418224,True,39,10.290421098954585,299.39887627568373
39,2020-03-01,16,65.45427789864864,158.0155529418224,True,40,11.646115705466784,299.39887627568373
40,2020-03-02,16,65.45427789864864,158.0155529418224,True,41,13.172718994976234,299.39887627568373
41,2020-03-03,16,65.45427789864864,158.0155529418224,True,42,14.889644568161376,299.39887627568373
42,2020-03-04,16,65.45427789864864,158.0155529418224,True,43,16.817926527621946,299.39887627568373
43,2020-03-05,16,65.45427789864864,158.0155529418224,True,44,18.980191103854967,299.39887627568373
44,2020-03-06,16,65.45427789864864,158.0155529418224,True,45,21.400572583771304,299.39887627568373
45,2020-03-07,18,65.45427789864864,158.0155529418224,True,46,24.104558792462683,299.39887627568373
46,2020-03-08,30,65.45427789864864,158.0155529418224,True,47,27.118749945585456,299.39887627568373
47,2020-03-09,30,65.45427789864864,158.0155529418224,True,48,30.470513919161235,299.39887627568373
48,2020-03-10,31,65.45427789864864,158.0155529418224,True,49,34.18752128182236,299.39887627568373
49,2020-03-11,38,65.45427789864864,158.0155529418224,True,50,38.29714529046942,299.39887627568373
50,2020-03-12,39,65.45427789864864,158.0155529418224,True,51,42.8257160063228,299.39887627568373
51,2020-03-13,47,65.45427789864864,158.0155529418224,True,52,47.79762428057037,299.39887627568373
52,2020-03-14,53,65.45427789864864,158.0155529418224,True,53,53.23428101982271,299.39887627568373
53,2020-03-15,56,65.45427789864864,158.0155529418224,True,54,59.152950063096824,299.39887627568373
54,2020-03-16,61,65.45427789864864,158.0155529418224,True,55,65.56548896523695,299.39887627568373
55,2020-03-17,66,65.45427789864864,158.0155529418224,True,56,72.47705017833789,299.39887627568373
56,2020-03-18,75,65.45427789864864,158.0155529418224,True,57,79.88481400976542,299.39887627568373
57,2020-03-19,85,65.45427789864864,158.0155529418224,True,58,87.77684198355757,299.39887627568373
58,2020-03-20,91,65.45427789864864,158.0155529418224,True,59,96.13115183890318,299.39887627568373
59,2020-03-21,94,65.45427789864864,158.0155529418224,True,60,104.91512002456444,299.39887627568373
60,2020-03-22,113,65.45427789864864,158.0155529418224,True,61,114.08531108715898,299.39887627568373
61,2020-03-23,123,65.45427789864864,158.0155529418224,True,62,123.58781369243788,299.39887627568373
62,2020-03-24,134,65.45427789864864,158.0155529418224,True,63,133.35912983476098,299.39887627568373
63,2020-03-25,141,65.45427789864864,158.0155529418224,True,64,143.32761913937819,299.39887627568373
64,2020-03-26,153,65.45427789864864,158.0155529418224,True,65,153.41544865212364,299.39887627568373
65,2020-03-27,163,65.45427789864864,158.0155529418224,True,66,163.5409468407652,299.39887627568373
66,2020-03-28,174,65.45427789864864,158.0155529418224,True,67,173.62121639655786,299.39887627568373
67,2020-03-29,188,65.45427789864864,158.0155529418224,True,68,183.5748309770914,299.39887627568373
68,2020-03-30,203,65.45427789864864,158.0155529418224,True,69,193.3244312921148,299.39887627568373
69,2020-03-31,212,65.45427789864864,158.0155529418224,True,70,202.7990476020836,299.39887627568373
70,2020-04-01,218,65.45427789864864,158.0155529418224,True,71,211.9360067409967,299.39887627568373
71,2020-04-02,233,65.45427789864864,158.0155529418224,True,72,220.6823269171255,299.39887627568373
