,Report_Date,Croatia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,71.08320078397229,907.73285922839,True,1,0.021346321875619457,1705.341728061358
1,2020-01-23,0,71.08320078397229,907.73285922839,True,2,0.025099337805520837,1705.341728061358
2,2020-01-24,0,71.08320078397229,907.73285922839,True,3,0.029512181675891126,1705.341728061358
3,2020-01-25,0,71.08320078397229,907.73285922839,True,4,0.03470085552866807,1705.341728061358
4,2020-01-26,0,71.08320078397229,907.73285922839,True,5,0.04080175374930898,1705.341728061358
5,2020-01-27,0,71.08320078397229,907.73285922839,True,6,0.047975247296976505,1705.341728061358
6,2020-01-28,0,71.08320078397229,907.73285922839,True,7,0.05640989768195739,1705.341728061358
7,2020-01-29,0,71.08320078397229,907.73285922839,True,8,0.06632741124867403,1705.341728061358
8,2020-01-30,0,71.08320078397229,907.73285922839,True,9,0.07798846369863657,1705.341728061358
9,2020-01-31,0,71.08320078397229,907.73285922839,True,10,0.09169954754655216,1705.341728061358
10,2020-02-01,0,71.08320078397229,907.73285922839,True,11,0.10782102193024277,1705.341728061358
11,2020-02-02,0,71.08320078397229,907.73285922839,True,12,0.12677657557621355,1705.341728061358
12,2020-02-03,0,71.08320078397229,907.73285922839,True,13,0.14906435055852463,1705.341728061358
13,2020-02-04,0,71.08320078397229,907.73285922839,True,14,0.17527001771409473,1705.341728061358
14,2020-02-05,0,71.08320078397229,907.73285922839,True,15,0.2060821452829932,1705.341728061358
15,2020-02-06,0,71.08320078397229,907.73285922839,True,16,0.2423102617970078,1705.341728061358
16,2020-02-07,0,71.08320078397229,907.73285922839,True,17,0.28490608391886224,1705.341728061358
17,2020-02-08,0,71.08320078397229,907.73285922839,True,18,0.3349884615482178,1705.341728061358
18,2020-02-09,0,71.08320078397229,907.73285922839,True,19,0.3938726880367648,1705.341728061358
19,2020-02-10,0,71.08320078397229,907.73285922839,True,20,0.46310493507287087,1705.341728061358
20,2020-02-11,0,71.08320078397229,907.73285922839,True,21,0.5445027023234519,1705.341728061358
21,2020-02-12,0,71.08320078397229,907.73285922839,True,22,0.6402023242468402,1705.341728061358
22,2020-02-13,0,71.08320078397229,907.73285922839,True,23,0.7527147540106713,1705.341728061358
23,2020-02-14,0,71.08320078397229,907.73285922839,True,24,0.8849910509896373,1705.341728061358
24,2020-02-15,0,71.08320078397229,907.73285922839,True,25,1.040499238150423,1705.341728061358
25,2020-02-16,0,71.08320078397229,907.73285922839,True,26,1.2233144734634462,1705.341728061358
26,2020-02-17,0,71.08320078397229,907.73285922839,True,27,1.438224800417956,1705.341728061358
27,2020-02-18,0,71.08320078397229,907.73285922839,True,28,1.6908551121689714,1705.341728061358
28,2020-02-19,0,71.08320078397229,907.73285922839,True,29,1.9878123873616251,1705.341728061358
29,2020-02-20,0,71.08320078397229,907.73285922839,True,30,2.3368557386759026,1705.341728061358
30,2020-02-21,0,71.08320078397229,907.73285922839,True,31,2.747095362462229,1705.341728061358
31,2020-02-22,0,71.08320078397229,907.73285922839,True,32,3.2292250931289996,1705.341728061358
32,2020-02-23,0,71.08320078397229,907.73285922839,True,33,3.795793950655417,1705.341728061358
33,2020-02-24,0,71.08320078397229,907.73285922839,True,34,4.461522821637426,1705.341728061358
34,2020-02-25,1,71.08320078397229,907.73285922839,True,35,5.243673226011483,1705.341728061358
35,2020-02-26,3,71.08320078397229,907.73285922839,True,36,6.162475977155227,1705.341728061358
36,2020-02-27,3,71.08320078397229,907.73285922839,True,37,7.241628414497535,1705.341728061358
37,2020-02-28,5,71.08320078397229,907.73285922839,True,38,8.50886972993257,1705.341728061358
38,2020-02-29,6,71.08320078397229,907.73285922839,True,39,9.99664465293323,1705.341728061358
39,2020-03-01,7,71.08320078397229,907.73285922839,True,40,11.742866301702863,1705.341728061358
40,2020-03-02,7,71.08320078397229,907.73285922839,True,41,13.791789201174026,1705.341728061358
41,2020-03-03,9,71.08320078397229,907.73285922839,True,42,16.195003104959493,1705.341728061358
42,2020-03-04,10,71.08320078397229,907.73285922839,True,43,19.012557050114832,1705.341728061358
43,2020-03-05,10,71.08320078397229,907.73285922839,True,44,22.31422063180558,1705.341728061358
44,2020-03-06,11,71.08320078397229,907.73285922839,True,45,26.180885293658406,1705.341728061358
45,2020-03-07,12,71.08320078397229,907.73285922839,True,46,30.706101819124694,1705.341728061358
46,2020-03-08,12,71.08320078397229,907.73285922839,True,47,35.99774033292001,1705.341728061358
47,2020-03-09,12,71.08320078397229,907.73285922839,True,48,42.17974494270558,1705.341728061358
48,2020-03-10,14,71.08320078397229,907.73285922839,True,49,49.3939354527152,1705.341728061358
49,2020-03-11,19,71.08320078397229,907.73285922839,True,50,57.80178201895925,1705.341728061358
50,2020-03-12,19,71.08320078397229,907.73285922839,True,51,67.5860438442055,1705.341728061358
51,2020-03-13,32,71.08320078397229,907.73285922839,True,52,78.95211892107844,1705.341728061358
52,2020-03-14,38,71.08320078397229,907.73285922839,True,53,92.12889795349905,1705.341728061358
53,2020-03-15,49,71.08320078397229,907.73285922839,True,54,107.36885271239017,1705.341728061358
54,2020-03-16,57,71.08320078397229,907.73285922839,True,55,124.94702015360656,1705.341728061358
55,2020-03-17,65,71.08320078397229,907.73285922839,True,56,145.15847489601083,1705.341728061358
56,2020-03-18,81,71.08320078397229,907.73285922839,True,57,168.31382502561388,1705.341728061358
57,2020-03-19,105,71.08320078397229,907.73285922839,True,58,194.7322364669233,1705.341728061358
58,2020-03-20,128,71.08320078397229,907.73285922839,True,59,224.7315127250541,1705.341728061358
59,2020-03-21,206,71.08320078397229,907.73285922839,True,60,258.6148588165141,1705.341728061358
60,2020-03-22,254,71.08320078397229,907.73285922839,True,61,296.6541722391189,1705.341728061358
61,2020-03-23,315,71.08320078397229,907.73285922839,True,62,339.0700566619253,1705.341728061358
62,2020-03-24,382,71.08320078397229,907.73285922839,True,63,386.00925596858656,1705.341728061358
63,2020-03-25,442,71.08320078397229,907.73285922839,True,64,437.52083591761493,1705.341728061358
64,2020-03-26,495,71.08320078397229,907.73285922839,True,65,493.53312933367744,1705.341728061358
65,2020-03-27,586,71.08320078397229,907.73285922839,True,66,553.8340838522951,1705.341728061358
66,2020-03-28,657,71.08320078397229,907.73285922839,True,67,618.058035752331,1705.341728061358
67,2020-03-29,713,71.08320078397229,907.73285922839,True,68,685.6818895970315,1705.341728061358
68,2020-03-30,790,71.08320078397229,907.73285922839,True,69,756.0330621666474,1705.341728061358
69,2020-03-31,867,71.08320078397229,907.73285922839,True,70,828.3103124858951,1705.341728061358
70,2020-04-01,963,71.08320078397229,907.73285922839,True,71,901.6168571326485,1705.341728061358
71,2020-04-02,1011,71.08320078397229,907.73285922839,True,72,975.0032673532892,1705.341728061358
72,2020-04-03,1079,71.08320078397229,907.73285922839,True,73,1047.5159833034231,1705.341728061358
73,2020-04-04,1126,71.08320078397229,907.73285922839,True,74,1118.2462757089556,1705.341728061358
74,2020-04-05,1182,71.08320078397229,907.73285922839,True,75,1186.3744036934543,1705.341728061358
75,2020-04-06,1222,71.08320078397229,907.73285922839,True,76,1251.2045816103307,1705.341728061358
76,2020-04-07,1282,71.08320078397229,907.73285922839,True,77,1312.1879461897015,1705.341728061358
77,2020-04-08,1343,71.08320078397229,907.73285922839,True,78,1368.9326085993707,1705.341728061358
