,Report_Date,El Salvador_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,86.82126906280178,173.07837372368272,False,1,0.003952472039608615,346.15575689242394
1,2020-01-23,0,86.82126906280178,173.07837372368272,False,2,0.004512919072565595,346.15575689242394
2,2020-01-24,0,86.82126906280178,173.07837372368272,False,3,0.005152834397238108,346.15575689242394
3,2020-01-25,0,86.82126906280178,173.07837372368272,False,4,0.005883485818905196,346.15575689242394
4,2020-01-26,0,86.82126906280178,173.07837372368272,False,5,0.006717738695308195,346.15575689242394
5,2020-01-27,0,86.82126906280178,173.07837372368272,False,6,0.007670282404932358,346.15575689242394
6,2020-01-28,0,86.82126906280178,173.07837372368272,False,7,0.008757888909261529,346.15575689242394
7,2020-01-29,0,86.82126906280178,173.07837372368272,False,8,0.009999707954149617,346.15575689242394
8,2020-01-30,0,86.82126906280178,173.07837372368272,False,9,0.011417604098206776,346.15575689242394
9,2020-01-31,0,86.82126906280178,173.07837372368272,False,10,0.01303654148946554,346.15575689242394
10,2020-02-01,0,86.82126906280178,173.07837372368272,False,11,0.014885023148261227,346.15575689242394
11,2020-02-02,0,86.82126906280178,173.07837372368272,False,12,0.016995592468670852,346.15575689242394
12,2020-02-03,0,86.82126906280178,173.07837372368272,False,13,0.019405405739428463,346.15575689242394
13,2020-02-04,0,86.82126906280178,173.07837372368272,False,14,0.022156885726641828,346.15575689242394
14,2020-02-05,0,86.82126906280178,173.07837372368272,False,15,0.025298467776084334,346.15575689242394
15,2020-02-06,0,86.82126906280178,173.07837372368272,False,16,0.028885451506403002,346.15575689242394
16,2020-02-07,0,86.82126906280178,173.07837372368272,False,17,0.0329809730035762,346.15575689242394
17,2020-02-08,0,86.82126906280178,173.07837372368272,False,18,0.03765711452231399,346.15575689242394
18,2020-02-09,0,86.82126906280178,173.07837372368272,False,19,0.04299617108683924,346.15575689242394
19,2020-02-10,0,86.82126906280178,173.07837372368272,False,20,0.04909209610119976,346.15575689242394
20,2020-02-11,0,86.82126906280178,173.07837372368272,False,21,0.05605215117260713,346.15575689242394
21,2020-02-12,0,86.82126906280178,173.07837372368272,False,22,0.0639987888705956,346.15575689242394
22,2020-02-13,0,86.82126906280178,173.07837372368272,False,23,0.07307180114660217,346.15575689242394
23,2020-02-14,0,86.82126906280178,173.07837372368272,False,24,0.08343077068631144,346.15575689242394
24,2020-02-15,0,86.82126906280178,173.07837372368272,False,25,0.09525786763168814,346.15575689242394
25,2020-02-16,0,86.82126906280178,173.07837372368272,False,26,0.10876103997003667,346.15575689242394
26,2020-02-17,0,86.82126906280178,173.07837372368272,False,27,0.12417765253132584,346.15575689242394
27,2020-02-18,0,86.82126906280178,173.07837372368272,False,28,0.14177863705915777,346.15575689242394
28,2020-02-19,0,86.82126906280178,173.07837372368272,False,29,0.1618732243313115,346.15575689242394
29,2020-02-20,0,86.82126906280178,173.07837372368272,False,30,0.18481433891837856,346.15575689242394
30,2020-02-21,0,86.82126906280178,173.07837372368272,False,31,0.21100474800839555,346.15575689242394
31,2020-02-22,0,86.82126906280178,173.07837372368272,False,32,0.2409040679245824,346.15575689242394
32,2020-02-23,0,86.82126906280178,173.07837372368272,False,33,0.27503674566200975,346.15575689242394
33,2020-02-24,0,86.82126906280178,173.07837372368272,False,34,0.31400114811089463,346.15575689242394
34,2020-02-25,0,86.82126906280178,173.07837372368272,False,35,0.35847990876286706,346.15575689242394
35,2020-02-26,0,86.82126906280178,173.07837372368272,False,36,0.4092517007494464,346.15575689242394
36,2020-02-27,0,86.82126906280178,173.07837372368272,False,37,0.46720462616199715,346.15575689242394
37,2020-02-28,0,86.82126906280178,173.07837372368272,False,38,0.5333514348459482,346.15575689242394
38,2020-02-29,0,86.82126906280178,173.07837372368272,False,39,0.6088468113024417,346.15575689242394
