,Report_Date,China_tibet_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,8.452131274511164,0.5015547764000372,True,1,3.916500441610879e-05,1.003109552800074
1,2020-01-23,0,8.452131274511164,0.5015547764000372,True,2,0.00015290289308053827,1.003109552800074
2,2020-01-24,0,8.452131274511164,0.5015547764000372,True,3,0.0005967469936046447,1.003109552800074
3,2020-01-25,0,8.452131274511164,0.5015547764000372,True,4,0.002325986802542901,1.003109552800074
4,2020-01-26,0,8.452131274511164,0.5015547764000372,True,5,0.009021087308287781,1.003109552800074
5,2020-01-27,0,8.452131274511164,0.5015547764000372,True,6,0.03432631912389499,1.003109552800074
6,2020-01-28,0,8.452131274511164,0.5015547764000372,True,7,0.12191057425187515,1.003109552800074
7,2020-01-29,0,8.452131274511164,0.5015547764000372,True,8,0.3518135567383391,1.003109552800074
8,2020-01-30,1,8.452131274511164,0.5015547764000372,True,9,0.6804748159826465,1.003109552800074
9,2020-01-31,1,8.452131274511164,0.5015547764000372,True,10,0.8944900498339584,1.003109552800074
10,2020-02-01,1,8.452131274511164,0.5015547764000372,True,11,0.9728534524824572,1.003109552800074
11,2020-02-02,1,8.452131274511164,0.5015547764000372,True,12,0.995182685858534,1.003109552800074
12,2020-02-03,1,8.452131274511164,0.5015547764000372,True,13,1.0010673668182006,1.003109552800074
13,2020-02-04,1,8.452131274511164,0.5015547764000372,True,14,1.0025857271822687,1.003109552800074
14,2020-02-05,1,8.452131274511164,0.5015547764000372,True,15,1.002975341617887,1.003109552800074
15,2020-02-06,1,8.452131274511164,0.5015547764000372,True,16,1.0030751760229635,1.003109552800074
16,2020-02-07,1,8.452131274511164,0.5015547764000372,True,17,1.0031007482035346,1.003109552800074
17,2020-02-08,1,8.452131274511164,0.5015547764000372,True,18,1.003107297805376,1.003109552800074
18,2020-02-09,1,8.452131274511164,0.5015547764000372,True,19,1.0031089752635147,1.003109552800074
19,2020-02-10,1,8.452131274511164,0.5015547764000372,True,20,1.0031094048848428,1.003109552800074
20,2020-02-11,1,8.452131274511164,0.5015547764000372,True,21,1.003109514916916,1.003109552800074
21,2020-02-12,1,8.452131274511164,0.5015547764000372,True,22,1.0031095430976684,1.003109552800074
22,2020-02-13,1,8.452131274511164,0.5015547764000372,True,23,1.0031095503151526,1.003109552800074
23,2020-02-14,1,8.452131274511164,0.5015547764000372,True,24,1.0031095521636508,1.003109552800074
24,2020-02-15,1,8.452131274511164,0.5015547764000372,True,25,1.003109552637077,1.003109552800074
25,2020-02-16,1,8.452131274511164,0.5015547764000372,True,26,1.0031095527583282,1.003109552800074
26,2020-02-17,1,8.452131274511164,0.5015547764000372,True,27,1.0031095527893823,1.003109552800074
27,2020-02-18,1,8.452131274511164,0.5015547764000372,True,28,1.0031095527973357,1.003109552800074
28,2020-02-19,1,8.452131274511164,0.5015547764000372,True,29,1.0031095527993725,1.003109552800074
29,2020-02-20,1,8.452131274511164,0.5015547764000372,True,30,1.0031095527998943,1.003109552800074
30,2020-02-21,1,8.452131274511164,0.5015547764000372,True,31,1.0031095528000278,1.003109552800074
31,2020-02-22,1,8.452131274511164,0.5015547764000372,True,32,1.0031095528000622,1.003109552800074
32,2020-02-23,1,8.452131274511164,0.5015547764000372,True,33,1.0031095528000709,1.003109552800074
33,2020-02-24,1,8.452131274511164,0.5015547764000372,True,34,1.0031095528000733,1.003109552800074
34,2020-02-25,1,8.452131274511164,0.5015547764000372,True,35,1.0031095528000737,1.003109552800074
35,2020-02-26,1,8.452131274511164,0.5015547764000372,True,36,1.003109552800074,1.003109552800074
36,2020-02-27,1,8.452131274511164,0.5015547764000372,True,37,1.003109552800074,1.003109552800074
37,2020-02-28,1,8.452131274511164,0.5015547764000372,True,38,1.003109552800074,1.003109552800074
38,2020-02-29,1,8.452131274511164,0.5015547764000372,True,39,1.003109552800074,1.003109552800074
39,2020-03-01,1,8.452131274511164,0.5015547764000372,True,40,1.003109552800074,1.003109552800074
40,2020-03-02,1,8.452131274511164,0.5015547764000372,True,41,1.003109552800074,1.003109552800074
41,2020-03-03,1,8.452131274511164,0.5015547764000372,True,42,1.003109552800074,1.003109552800074
42,2020-03-04,1,8.452131274511164,0.5015547764000372,True,43,1.003109552800074,1.003109552800074
43,2020-03-05,1,8.452131274511164,0.5015547764000372,True,44,1.003109552800074,1.003109552800074
44,2020-03-06,1,8.452131274511164,0.5015547764000372,True,45,1.003109552800074,1.003109552800074
45,2020-03-07,1,8.452131274511164,0.5015547764000372,True,46,1.003109552800074,1.003109552800074
46,2020-03-08,1,8.452131274511164,0.5015547764000372,True,47,1.003109552800074,1.003109552800074
47,2020-03-09,1,8.452131274511164,0.5015547764000372,True,48,1.003109552800074,1.003109552800074
48,2020-03-10,1,8.452131274511164,0.5015547764000372,True,49,1.003109552800074,1.003109552800074
49,2020-03-11,1,8.452131274511164,0.5015547764000372,True,50,1.003109552800074,1.003109552800074
50,2020-03-12,1,8.452131274511164,0.5015547764000372,True,51,1.003109552800074,1.003109552800074
51,2020-03-13,1,8.452131274511164,0.5015547764000372,True,52,1.003109552800074,1.003109552800074
52,2020-03-14,1,8.452131274511164,0.5015547764000372,True,53,1.003109552800074,1.003109552800074
53,2020-03-15,1,8.452131274511164,0.5015547764000372,True,54,1.003109552800074,1.003109552800074
54,2020-03-16,1,8.452131274511164,0.5015547764000372,True,55,1.003109552800074,1.003109552800074
55,2020-03-17,1,8.452131274511164,0.5015547764000372,True,56,1.003109552800074,1.003109552800074
56,2020-03-18,1,8.452131274511164,0.5015547764000372,True,57,1.003109552800074,1.003109552800074
57,2020-03-19,1,8.452131274511164,0.5015547764000372,True,58,1.003109552800074,1.003109552800074
58,2020-03-20,1,8.452131274511164,0.5015547764000372,True,59,1.003109552800074,1.003109552800074
59,2020-03-21,1,8.452131274511164,0.5015547764000372,True,60,1.003109552800074,1.003109552800074
60,2020-03-22,1,8.452131274511164,0.5015547764000372,True,61,1.003109552800074,1.003109552800074
61,2020-03-23,1,8.452131274511164,0.5015547764000372,True,62,1.003109552800074,1.003109552800074
62,2020-03-24,1,8.452131274511164,0.5015547764000372,True,63,1.003109552800074,1.003109552800074
63,2020-03-25,1,8.452131274511164,0.5015547764000372,True,64,1.003109552800074,1.003109552800074
64,2020-03-26,1,8.452131274511164,0.5015547764000372,True,65,1.003109552800074,1.003109552800074
65,2020-03-27,1,8.452131274511164,0.5015547764000372,True,66,1.003109552800074,1.003109552800074
66,2020-03-28,1,8.452131274511164,0.5015547764000372,True,67,1.003109552800074,1.003109552800074
67,2020-03-29,1,8.452131274511164,0.5015547764000372,True,68,1.003109552800074,1.003109552800074
68,2020-03-30,1,8.452131274511164,0.5015547764000372,True,69,1.003109552800074,1.003109552800074
69,2020-03-31,1,8.452131274511164,0.5015547764000372,True,70,1.003109552800074,1.003109552800074
70,2020-04-01,1,8.452131274511164,0.5015547764000372,True,71,1.003109552800074,1.003109552800074
71,2020-04-02,1,8.452131274511164,0.5015547764000372,True,72,1.003109552800074,1.003109552800074
72,2020-04-03,1,8.452131274511164,0.5015547764000372,True,73,1.003109552800074,1.003109552800074
73,2020-04-04,1,8.452131274511164,0.5015547764000372,True,74,1.003109552800074,1.003109552800074
74,2020-04-05,1,8.452131274511164,0.5015547764000372,True,75,1.003109552800074,1.003109552800074
75,2020-04-06,1,8.452131274511164,0.5015547764000372,True,76,1.003109552800074,1.003109552800074
76,2020-04-07,1,8.452131274511164,0.5015547764000372,True,77,1.003109552800074,1.003109552800074
77,2020-04-08,1,8.452131274511164,0.5015547764000372,True,78,1.003109552800074,1.003109552800074
