,Report_Date,Sao Tome and Principe_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
25,2020-02-16,0,90.63672330466586,3.633796691016527,False,26,0.014725226048096726,0.004503585642521758
26,2020-02-17,0,90.63672330466586,3.633796691016527,False,27,0.01620423298532061,0.004503585642521758
27,2020-02-18,0,90.63672330466586,3.633796691016527,False,28,0.017831426684743166,0.004503585642521758
28,2020-02-19,0,90.63672330466586,3.633796691016527,False,29,0.019621577480001946,0.004503585642521758
29,2020-02-20,0,90.63672330466586,3.633796691016527,False,30,0.02159091169189835,0.004503585642521758
30,2020-02-21,0,90.63672330466586,3.633796691016527,False,31,0.02375725173094348,0.004503585642521758
31,2020-02-22,0,90.63672330466586,3.633796691016527,False,32,0.026140168957163805,0.004503585642521758
32,2020-02-23,0,90.63672330466586,3.633796691016527,False,33,0.028761150303573388,0.004503585642521758
33,2020-02-24,0,90.63672330466586,3.633796691016527,False,34,0.031643779714538106,0.004503585642521758
34,2020-02-25,0,90.63672330466586,3.633796691016527,False,35,0.03481393548837682,0.004503585642521758
35,2020-02-26,0,90.63672330466586,3.633796691016527,False,36,0.038300004642158506,0.004503585642521758
36,2020-02-27,0,90.63672330466586,3.633796691016527,False,37,0.0421331154322999,0.004503585642521758
37,2020-02-28,0,90.63672330466586,3.633796691016527,False,38,0.04634738916300002,0.004503585642521758
38,2020-02-29,0,90.63672330466586,3.633796691016527,False,39,0.05098021239060852,0.004503585642521758
39,2020-03-01,0,90.63672330466586,3.633796691016527,False,40,0.056072530579480424,0.004503585642521758
40,2020-03-02,0,90.63672330466586,3.633796691016527,False,41,0.061669164176242554,0.004503585642521758
41,2020-03-03,0,90.63672330466586,3.633796691016527,False,42,0.06781914793578103,0.004503585642521758
42,2020-03-04,0,90.63672330466586,3.633796691016527,False,43,0.07457609414311046,0.004503585642521758
43,2020-03-05,0,90.63672330466586,3.633796691016527,False,44,0.0819985801182285,0.004503585642521758
44,2020-03-06,0,90.63672330466586,3.633796691016527,False,45,0.0901505600516721,0.004503585642521758
45,2020-03-07,0,90.63672330466586,3.633796691016527,False,46,0.09910180078012813,0.004503585642521758
46,2020-03-08,0,90.63672330466586,3.633796691016527,False,47,0.10892834055506687,0.004503585642521758
47,2020-03-09,0,90.63672330466586,3.633796691016527,False,48,0.11971296916146315,0.004503585642521758
48,2020-03-10,0,90.63672330466586,3.633796691016527,False,49,0.13154572688424196,0.004503585642521758
49,2020-03-11,0,90.63672330466586,3.633796691016527,False,50,0.1445244187708209,0.004503585642521758
50,2020-03-12,0,90.63672330466586,3.633796691016527,False,51,0.15875513937071023,0.004503585642521758
51,2020-03-13,0,90.63672330466586,3.633796691016527,False,52,0.17435280161790853,0.004503585642521758
52,2020-03-14,0,90.63672330466586,3.633796691016527,False,53,0.19144166172877664,0.004503585642521758
53,2020-03-15,0,90.63672330466586,3.633796691016527,False,54,0.21015582988829798,0.004503585642521758
54,2020-03-16,0,90.63672330466586,3.633796691016527,False,55,0.23063975406549306,0.004503585642521758
55,2020-03-17,0,90.63672330466586,3.633796691016527,False,56,0.2530486615147192,0.004503585642521758
56,2020-03-18,0,90.63672330466586,3.633796691016527,False,57,0.277548939374075,0.004503585642521758
57,2020-03-19,0,90.63672330466586,3.633796691016527,False,58,0.30431843227036487,0.004503585642521758
58,2020-03-20,0,90.63672330466586,3.633796691016527,False,59,0.3335466310082672,0.004503585642521758
59,2020-03-21,0,90.63672330466586,3.633796691016527,False,60,0.3654347223140728,0.004503585642521758
60,2020-03-22,0,90.63672330466586,3.633796691016527,False,61,0.4001954653133598,0.004503585642521758
61,2020-03-23,0,90.63672330466586,3.633796691016527,False,62,0.4380528560860429,0.004503585642521758
62,2020-03-24,0,90.63672330466586,3.633796691016527,False,63,0.4792415374579391,0.004503585642521758
63,2020-03-25,0,90.63672330466586,3.633796691016527,False,64,0.5240059074205218,0.004503585642521758
64,2020-03-26,0,90.63672330466586,3.633796691016527,False,65,0.5725988765634975,0.004503585642521758
65,2020-03-27,0,90.63672330466586,3.633796691016527,False,66,0.6252802230877164,0.004503585642521758
66,2020-03-28,0,90.63672330466586,3.633796691016527,False,67,0.6823144938566365,0.004503585642521758
67,2020-03-29,0,90.63672330466586,3.633796691016527,False,68,0.7439684021447639,0.004503585642521758
68,2020-03-30,0,90.63672330466586,3.633796691016527,False,69,0.8105076779210271,0.004503585642521758
69,2020-03-31,0,90.63672330466586,3.633796691016527,False,70,0.8821933353720675,0.004503585642521758
70,2020-04-01,0,90.63672330466586,3.633796691016527,False,71,0.9592773356234805,0.004503585642521758
71,2020-04-02,0,90.63672330466586,3.633796691016527,False,72,1.0419976408760105,0.004503585642521758
72,2020-04-03,0,90.63672330466586,3.633796691016527,False,73,1.1305726798887,0.004503585642521758
73,2020-04-04,0,90.63672330466586,3.633796691016527,False,74,1.22519527407964,0.004503585642521758
74,2020-04-05,0,90.63672330466586,3.633796691016527,False,75,1.3260261082346165,0.004503585642521758
75,2020-04-06,4,90.63672330466586,3.633796691016527,False,76,1.4331868691283753,0.004503585642521758
76,2020-04-07,4,90.63672330466586,3.633796691016527,False,77,1.5467532178218064,0.004503585642521758
77,2020-04-08,4,90.63672330466586,3.633796691016527,False,78,1.6667478048001685,0.004503585642521758
