,Report_Date,Sao Tome and Principe_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,90.63672330466586,3.633796691016527,False,1,0.0013411757169715778,0.004503585642521758
1,2020-01-23,0,90.63672330466586,3.633796691016527,False,2,0.0014761574842520532,0.004503585642521758
2,2020-01-24,0,90.63672330466586,3.633796691016527,False,3,0.001624721367052503,0.004503585642521758
3,2020-01-25,0,90.63672330466586,3.633796691016527,False,4,0.0017882333808293192,0.004503585642521758
4,2020-01-26,0,90.63672330466586,3.633796691016527,False,5,0.001968196791705778,0.004503585642521758
5,2020-01-27,0,90.63672330466586,3.633796691016527,False,6,0.0021662658780603216,0.004503585642521758
6,2020-01-28,0,90.63672330466586,3.633796691016527,False,7,0.002384261065866501,0.004503585642521758
7,2020-01-29,0,90.63672330466586,3.633796691016527,False,8,0.0026241855736346942,0.004503585642521758
8,2020-01-30,0,90.63672330466586,3.633796691016527,False,9,0.0028882437159672035,0.004503585642521758
9,2020-01-31,0,90.63672330466586,3.633796691016527,False,10,0.0031788610291166503,0.004503585642521758
10,2020-02-01,0,90.63672330466586,3.633796691016527,False,11,0.0034987063976325587,0.004503585642521758
11,2020-02-02,0,90.63672330466586,3.633796691016527,False,12,0.003850716378297836,0.004503585642521758
12,2020-02-03,0,90.63672330466586,3.633796691016527,False,13,0.004238121936205525,0.004503585642521758
13,2020-02-04,0,90.63672330466586,3.633796691016527,False,14,0.004664477828120985,0.004503585642521758
14,2020-02-05,0,90.63672330466586,3.633796691016527,False,15,0.005133694890332999,0.004503585642521758
15,2020-02-06,0,90.63672330466586,3.633796691016527,False,16,0.005650075512138427,0.004503585642521758
16,2020-02-07,0,90.63672330466586,3.633796691016527,False,17,0.006218352602048249,0.004503585642521758
17,2020-02-08,0,90.63672330466586,3.633796691016527,False,18,0.006843732381864697,0.004503585642521758
18,2020-02-09,0,90.63672330466586,3.633796691016527,False,19,0.007531941374070918,0.004503585642521758
19,2020-02-10,0,90.63672330466586,3.633796691016527,False,20,0.008289277980597266,0.004503585642521758
20,2020-02-11,0,90.63672330466586,3.633796691016527,False,21,0.009122669086068048,0.004503585642521758
21,2020-02-12,0,90.63672330466586,3.633796691016527,False,22,0.010039732156154167,0.004503585642521758
22,2020-02-13,0,90.63672330466586,3.633796691016527,False,23,0.01104884334169508,0.004503585642521758
23,2020-02-14,0,90.63672330466586,3.633796691016527,False,24,0.012159212141803122,0.004503585642521758
24,2020-02-15,0,90.63672330466586,3.633796691016527,False,25,0.013380963224166235,0.004503585642521758
