,Report_Date,China_tianjin_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,4,16.443464540709684,74.70175297783818,True,1,11.61288598791409,149.40193293336287
1,2020-01-23,4,16.443464540709684,74.70175297783818,True,2,13.448611094857547,149.40193293336287
2,2020-01-24,8,16.443464540709684,74.70175297783818,True,3,15.541790524665377,149.40193293336287
3,2020-01-25,10,16.443464540709684,74.70175297783818,True,4,17.91782183132513,149.40193293336287
4,2020-01-26,14,16.443464540709684,74.70175297783818,True,5,20.601197621722623,149.40193293336287
5,2020-01-27,23,16.443464540709684,74.70175297783818,True,6,23.614263362446334,149.40193293336287
6,2020-01-28,24,16.443464540709684,74.70175297783818,True,7,26.975716398258292,149.40193293336287
7,2020-01-29,27,16.443464540709684,74.70175297783818,True,8,30.698889541452548,149.40193293336287
8,2020-01-30,31,16.443464540709684,74.70175297783818,True,9,34.78990809478286,149.40193293336287
9,2020-01-31,32,16.443464540709684,74.70175297783818,True,10,39.24586069481064,149.40193293336287
10,2020-02-01,41,16.443464540709684,74.70175297783818,True,11,44.05317374922721,149.40193293336287
11,2020-02-02,48,16.443464540709684,74.70175297783818,True,12,49.18641450140487,149.40193293336287
12,2020-02-03,60,16.443464540709684,74.70175297783818,True,13,54.607754868445525,149.40193293336287
13,2020-02-04,67,16.443464540709684,74.70175297783818,True,14,60.26729479947557,149.40193293336287
14,2020-02-05,69,16.443464540709684,74.70175297783818,True,15,66.10436426093268,149.40193293336287
15,2020-02-06,79,16.443464540709684,74.70175297783818,True,16,72.04980261647812,149.40193293336287
16,2020-02-07,81,16.443464540709684,74.70175297783818,True,17,78.02907186578895,149.40193293336287
17,2020-02-08,88,16.443464540709684,74.70175297783818,True,18,83.9659251135591,149.40193293336287
18,2020-02-09,91,16.443464540709684,74.70175297783818,True,19,89.7862557341685,149.40193293336287
19,2020-02-10,95,16.443464540709684,74.70175297783818,True,20,95.42172054805732,149.40193293336287
20,2020-02-11,106,16.443464540709684,74.70175297783818,True,21,100.81277046351758,149.40193293336287
21,2020-02-12,112,16.443464540709684,74.70175297783818,True,22,105.91082383395215,149.40193293336287
22,2020-02-13,119,16.443464540709684,74.70175297783818,True,23,110.67945532676538,149.40193293336287
23,2020-02-14,120,16.443464540709684,74.70175297783818,True,24,115.09461423960147,149.40193293336287
24,2020-02-15,122,16.443464540709684,74.70175297783818,True,25,119.14400263539535,149.40193293336287
25,2020-02-16,124,16.443464540709684,74.70175297783818,True,26,122.82581811615707,149.40193293336287
26,2020-02-17,125,16.443464540709684,74.70175297783818,True,27,126.147094417531,149.40193293336287
27,2020-02-18,128,16.443464540709684,74.70175297783818,True,28,129.12186201872757,149.40193293336287
28,2020-02-19,130,16.443464540709684,74.70175297783818,True,29,131.7693134145954,149.40193293336287
29,2020-02-20,131,16.443464540709684,74.70175297783818,True,30,134.11210752946545,149.40193293336287
30,2020-02-21,132,16.443464540709684,74.70175297783818,True,31,136.17489657784955,149.40193293336287
31,2020-02-22,135,16.443464540709684,74.70175297783818,True,32,137.9831141844513,149.40193293336287
32,2020-02-23,135,16.443464540709684,74.70175297783818,True,33,139.56202949984845,149.40193293336287
33,2020-02-24,135,16.443464540709684,74.70175297783818,True,34,140.936049040002,149.40193293336287
34,2020-02-25,135,16.443464540709684,74.70175297783818,True,35,142.1282347620994,149.40193293336287
35,2020-02-26,135,16.443464540709684,74.70175297783818,True,36,143.16000130067812,149.40193293336287
36,2020-02-27,136,16.443464540709684,74.70175297783818,True,37,144.05095501017792,149.40193293336287
37,2020-02-28,136,16.443464540709684,74.70175297783818,True,38,144.81884045216907,149.40193293336287
38,2020-02-29,136,16.443464540709684,74.70175297783818,True,39,145.4795646410773,149.40193293336287
39,2020-03-01,136,16.443464540709684,74.70175297783818,True,40,146.04727460840004,149.40193293336287
40,2020-03-02,136,16.443464540709684,74.70175297783818,True,41,146.53446895806076,149.40193293336287
41,2020-03-03,136,16.443464540709684,74.70175297783818,True,42,146.95212867402995,149.40193293336287
42,2020-03-04,136,16.443464540709684,74.70175297783818,True,43,147.30985633389633,149.40193293336287
43,2020-03-05,136,16.443464540709684,74.70175297783818,True,44,147.61601604668695,149.40193293336287
44,2020-03-06,136,16.443464540709684,74.70175297783818,True,45,147.87786891813164,149.40193293336287
45,2020-03-07,136,16.443464540709684,74.70175297783818,True,46,148.10170073910305,149.40193293336287
46,2020-03-08,136,16.443464540709684,74.70175297783818,True,47,148.2929399933988,149.40193293336287
47,2020-03-09,136,16.443464540709684,74.70175297783818,True,48,148.4562652872084,149.40193293336287
48,2020-03-10,136,16.443464540709684,74.70175297783818,True,49,148.5957020020962,149.40193293336287
