,Report_Date,Honduras_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,80.7416082110539,416.7769813749634,False,1,0.009612905164852994,833.5539627499265
1,2020-01-23,0,80.7416082110539,416.7769813749634,False,2,0.011086126512791178,833.5539627499265
2,2020-01-24,0,80.7416082110539,416.7769813749634,False,3,0.01278512225597461,833.5539627499265
3,2020-01-25,0,80.7416082110539,416.7769813749634,False,4,0.014744491671726445,833.5539627499265
4,2020-01-26,0,80.7416082110539,416.7769813749634,False,5,0.017004135900090863,833.5539627499265
5,2020-01-27,0,80.7416082110539,416.7769813749634,False,6,0.019610070256830106,833.5539627499265
6,2020-01-28,0,80.7416082110539,416.7769813749634,False,7,0.022615360962068058,833.5539627499265
7,2020-01-29,0,80.7416082110539,416.7769813749634,False,8,0.026081205326801814,833.5539627499265
8,2020-01-30,0,80.7416082110539,416.7769813749634,False,9,0.0300781773495038,833.5539627499265
9,2020-01-31,0,80.7416082110539,416.7769813749634,False,10,0.034687664028261504,833.5539627499265
10,2020-02-01,0,80.7416082110539,416.7769813749634,False,11,0.04000352155737071,833.5539627499265
11,2020-02-02,0,80.7416082110539,416.7769813749634,False,12,0.04613398502800082,833.5539627499265
12,2020-02-03,0,80.7416082110539,416.7769813749634,False,13,0.05320387037888205,833.5539627499265
13,2020-02-04,0,80.7416082110539,416.7769813749634,False,14,0.06135711324633333,833.5539627499265
14,2020-02-05,0,80.7416082110539,416.7769813749634,False,15,0.07075969615960818,833.5539627499265
15,2020-02-06,0,80.7416082110539,416.7769813749634,False,16,0.08160302335061585,833.5539627499265
16,2020-02-07,0,80.7416082110539,416.7769813749634,False,17,0.09410781144886844,833.5539627499265
17,2020-02-08,0,80.7416082110539,416.7769813749634,False,18,0.10852857468700317,833.5539627499265
18,2020-02-09,0,80.7416082110539,416.7769813749634,False,19,0.12515879514788328,833.5539627499265
19,2020-02-10,0,80.7416082110539,416.7769813749634,False,20,0.1443368822670607,833.5539627499265
20,2020-02-11,0,80.7416082110539,416.7769813749634,False,21,0.16645304152101786,833.5539627499265
21,2020-02-12,0,80.7416082110539,416.7769813749634,False,22,0.19195719027302957,833.5539627499265
22,2020-02-13,0,80.7416082110539,416.7769813749634,False,23,0.22136807944343193,833.5539627499265
23,2020-02-14,0,80.7416082110539,416.7769813749634,False,24,0.255283803389597,833.5539627499265
24,2020-02-15,0,80.7416082110539,416.7769813749634,False,25,0.2943939075377802,833.5539627499265
25,2020-02-16,0,80.7416082110539,416.7769813749634,False,26,0.33949333436668194,833.5539627499265
26,2020-02-17,0,80.7416082110539,416.7769813749634,False,27,0.39149848381328245,833.5539627499265
27,2020-02-18,0,80.7416082110539,416.7769813749634,False,28,0.4514657046181211,833.5539627499265
28,2020-02-19,0,80.7416082110539,416.7769813749634,False,29,0.5206125791618306,833.5539627499265
29,2020-02-20,0,80.7416082110539,416.7769813749634,False,30,0.6003424166244736,833.5539627499265
30,2020-02-21,0,80.7416082110539,416.7769813749634,False,31,0.6922724285172098,833.5539627499265
31,2020-02-22,0,80.7416082110539,416.7769813749634,False,32,0.7982661275061185,833.5539627499265
32,2020-02-23,0,80.7416082110539,416.7769813749634,False,33,0.9204705656815549,833.5539627499265
33,2020-02-24,0,80.7416082110539,416.7769813749634,False,34,1.0613591126949011,833.5539627499265
34,2020-02-25,0,80.7416082110539,416.7769813749634,False,35,1.2237805680676668,833.5539627499265
35,2020-02-26,0,80.7416082110539,416.7769813749634,False,36,1.4110155058881733,833.5539627499265
36,2020-02-27,0,80.7416082110539,416.7769813749634,False,37,1.6268408641889311,833.5539627499265
37,2020-02-28,0,80.7416082110539,416.7769813749634,False,38,1.8756039152673436,833.5539627499265
38,2020-02-29,0,80.7416082110539,416.7769813749634,False,39,2.1623068861840764,833.5539627499265
39,2020-03-01,0,80.7416082110539,416.7769813749634,False,40,2.4927036388803674,833.5539627499265
40,2020-03-02,0,80.7416082110539,416.7769813749634,False,41,2.8734099638013846,833.5539627499265
41,2020-03-03,0,80.7416082110539,416.7769813749634,False,42,3.3120291849077397,833.5539627499265
42,2020-03-04,0,80.7416082110539,416.7769813749634,False,43,3.817294910514773,833.5539627499265
43,2020-03-05,0,80.7416082110539,416.7769813749634,False,44,4.3992328834555625,833.5539627499265
44,2020-03-06,0,80.7416082110539,416.7769813749634,False,45,5.069343971487027,833.5539627499265
45,2020-03-07,0,80.7416082110539,416.7769813749634,False,46,5.840810375202049,833.5539627499265
46,2020-03-08,0,80.7416082110539,416.7769813749634,False,47,6.728727089674621,833.5539627499265
47,2020-03-09,0,80.7416082110539,416.7769813749634,False,48,7.750360502637931,833.5539627499265
48,2020-03-10,0,80.7416082110539,416.7769813749634,False,49,8.925435700263888,833.5539627499265
49,2020-03-11,2,80.7416082110539,416.7769813749634,False,50,10.276453522281448,833.5539627499265
50,2020-03-12,2,80.7416082110539,416.7769813749634,False,51,11.829037585898673,833.5539627499265
51,2020-03-13,2,80.7416082110539,416.7769813749634,False,52,13.612310288770113,833.5539627499265
52,2020-03-14,2,80.7416082110539,416.7769813749634,False,53,15.6592950902436,833.5539627499265
53,2020-03-15,3,80.7416082110539,416.7769813749634,False,54,18.007340020663513,833.5539627499265
54,2020-03-16,6,80.7416082110539,416.7769813749634,False,55,20.698554223324575,833.5539627499265
55,2020-03-17,8,80.7416082110539,416.7769813749634,False,56,23.780245219927064,833.5539627499265
56,2020-03-18,9,80.7416082110539,416.7769813749634,False,57,27.305339330842756,833.5539627499265
57,2020-03-19,12,80.7416082110539,416.7769813749634,False,58,31.332761114806253,833.5539627499265
58,2020-03-20,24,80.7416082110539,416.7769813749634,False,59,35.927739706581335,833.5539627499265
59,2020-03-21,24,80.7416082110539,416.7769813749634,False,60,41.16200051324439,833.5539627499265
60,2020-03-22,26,80.7416082110539,416.7769813749634,False,61,47.11379003950493,833.5539627499265
61,2020-03-23,30,80.7416082110539,416.7769813749634,False,62,53.86767007837565,833.5539627499265
62,2020-03-24,30,80.7416082110539,416.7769813749634,False,63,61.51400594360891,833.5539627499265
63,2020-03-25,36,80.7416082110539,416.7769813749634,False,64,70.1480631790867,833.5539627499265
64,2020-03-26,52,80.7416082110539,416.7769813749634,False,65,79.86862026114197,833.5539627499265
65,2020-03-27,68,80.7416082110539,416.7769813749634,False,66,90.77600396524906,833.5539627499265
66,2020-03-28,95,80.7416082110539,416.7769813749634,False,67,102.96946278820396,833.5539627499265
67,2020-03-29,110,80.7416082110539,416.7769813749634,False,68,116.54381612789638,833.5539627499265
68,2020-03-30,139,80.7416082110539,416.7769813749634,False,69,131.58535690397278,833.5539627499265
69,2020-03-31,141,80.7416082110539,416.7769813749634,False,70,148.16704622336024,833.5539627499265
70,2020-04-01,172,80.7416082110539,416.7769813749634,False,71,166.3431217437006,833.5539627499265
71,2020-04-02,219,80.7416082110539,416.7769813749634,False,72,186.14334408448164,833.5539627499265
72,2020-04-03,222,80.7416082110539,416.7769813749634,False,73,207.56722021089305,833.5539627499265
73,2020-04-04,264,80.7416082110539,416.7769813749634,False,74,230.5786549972167,833.5539627499265
74,2020-04-05,268,80.7416082110539,416.7769813749634,False,75,255.1015717182086,833.5539627499265
75,2020-04-06,298,80.7416082110539,416.7769813749634,False,76,281.01708442612806,833.5539627499265
76,2020-04-07,305,80.7416082110539,416.7769813749634,False,77,308.16277586912463,833.5539627499265
77,2020-04-08,312,80.7416082110539,416.7769813749634,False,78,336.33451667917666,833.5539627499265
