,Report_Date,China_gansu_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,22.05491780937385,69.17140391556386,True,1,22.400949846547224,137.54437165983515
1,2020-01-23,2,22.05491780937385,69.17140391556386,True,2,23.90577559769391,137.54437165983515
2,2020-01-24,2,22.05491780937385,69.17140391556386,True,3,25.489466618490553,137.54437165983515
3,2020-01-25,4,22.05491780937385,69.17140391556386,True,4,27.15317890098985,137.54437165983515
4,2020-01-26,7,22.05491780937385,69.17140391556386,True,5,28.897676286283133,137.54437165983515
5,2020-01-27,14,22.05491780937385,69.17140391556386,True,6,30.723282842956397,137.54437165983515
6,2020-01-28,19,22.05491780937385,69.17140391556386,True,7,32.6298367627108,137.54437165983515
7,2020-01-29,24,22.05491780937385,69.17140391556386,True,8,34.616647045656556,137.54437165983515
8,2020-01-30,26,22.05491780937385,69.17140391556386,True,9,36.68245435471497,137.54437165983515
9,2020-01-31,29,22.05491780937385,69.17140391556386,True,10,38.82539748725009,137.54437165983515
10,2020-02-01,40,22.05491780937385,69.17140391556386,True,11,41.04298693189407,137.54437165983515
11,2020-02-02,51,22.05491780937385,69.17140391556386,True,12,43.33208693993984,137.54437165983515
12,2020-02-03,55,22.05491780937385,69.17140391556386,True,13,45.68890743603446,137.54437165983515
13,2020-02-04,57,22.05491780937385,69.17140391556386,True,14,48.10900691756585,137.54437165983515
14,2020-02-05,62,22.05491780937385,69.17140391556386,True,15,50.58730724533617,137.54437165983515
15,2020-02-06,62,22.05491780937385,69.17140391556386,True,16,53.11812091372876,137.54437165983515
16,2020-02-07,67,22.05491780937385,69.17140391556386,True,17,55.69519101554235,137.54437165983515
17,2020-02-08,79,22.05491780937385,69.17140391556386,True,18,58.3117436990217,137.54437165983515
18,2020-02-09,83,22.05491780937385,69.17140391556386,True,19,60.96055247102681,137.54437165983515
19,2020-02-10,83,22.05491780937385,69.17140391556386,True,20,63.63401325309671,137.54437165983515
20,2020-02-11,86,22.05491780937385,69.17140391556386,True,21,66.32422867095065,137.54437165983515
21,2020-02-12,87,22.05491780937385,69.17140391556386,True,22,69.02309967773444,137.54437165983515
22,2020-02-13,90,22.05491780937385,69.17140391556386,True,23,71.72242230049244,137.54437165983515
23,2020-02-14,90,22.05491780937385,69.17140391556386,True,24,74.41398707777715,137.54437165983515
24,2020-02-15,90,22.05491780937385,69.17140391556386,True,25,77.08967863850715,137.54437165983515
25,2020-02-16,90,22.05491780937385,69.17140391556386,True,26,79.74157286597442,137.54437165983515
26,2020-02-17,91,22.05491780937385,69.17140391556386,True,27,82.3620291966993,137.54437165983515
27,2020-02-18,91,22.05491780937385,69.17140391556386,True,28,84.9437758146,137.54437165983515
28,2020-02-19,91,22.05491780937385,69.17140391556386,True,29,87.47998580285503,137.54437165983515
29,2020-02-20,91,22.05491780937385,69.17140391556386,True,30,89.96434268954569,137.54437165983515
30,2020-02-21,91,22.05491780937385,69.17140391556386,True,31,92.39109424554043,137.54437165983515
31,2020-02-22,91,22.05491780937385,69.17140391556386,True,32,94.75509383919096,137.54437165983515
32,2020-02-23,91,22.05491780937385,69.17140391556386,True,33,97.05182909753846,137.54437165983515
33,2020-02-24,91,22.05491780937385,69.17140391556386,True,34,99.27743804521205,137.54437165983515
34,2020-02-25,91,22.05491780937385,69.17140391556386,True,35,101.42871327090958,137.54437165983515
35,2020-02-26,91,22.05491780937385,69.17140391556386,True,36,103.50309499271002,137.54437165983515
36,2020-02-27,91,22.05491780937385,69.17140391556386,True,37,105.49865414796771,137.54437165983515
37,2020-02-28,91,22.05491780937385,69.17140391556386,True,38,107.41406681676969,137.54437165983515
38,2020-02-29,91,22.05491780937385,69.17140391556386,True,39,109.24858140017804,137.54437165983515
39,2020-03-01,91,22.05491780937385,69.17140391556386,True,40,111.00198001999787,137.54437165983515
40,2020-03-02,91,22.05491780937385,69.17140391556386,True,41,112.6745355929448,137.54437165983515
41,2020-03-03,91,22.05491780937385,69.17140391556386,True,42,114.26696596825622,137.54437165983515
42,2020-03-04,91,22.05491780937385,69.17140391556386,True,43,115.78038641453529,137.54437165983515
43,2020-03-05,102,22.05491780937385,69.17140391556386,True,44,117.21626160972002,137.54437165983515
44,2020-03-06,119,22.05491780937385,69.17140391556386,True,45,118.57635813786038,137.54437165983515
45,2020-03-07,120,22.05491780937385,69.17140391556386,True,46,119.86269833719408,137.54437165983515
46,2020-03-08,124,22.05491780937385,69.17140391556386,True,47,121.0775161838309,137.54437165983515
47,2020-03-09,124,22.05491780937385,69.17140391556386,True,48,122.22321574065663,137.54437165983515
48,2020-03-10,125,22.05491780937385,69.17140391556386,True,49,123.30233255676322,137.54437165983515
49,2020-03-11,127,22.05491780937385,69.17140391556386,True,50,124.31749827222623,137.54437165983515
50,2020-03-12,127,22.05491780937385,69.17140391556386,True,51,125.27140856847133,137.54437165983515
51,2020-03-13,127,22.05491780937385,69.17140391556386,True,52,126.16679450674371,137.54437165983515
52,2020-03-14,129,22.05491780937385,69.17140391556386,True,53,127.00639721633854,137.54437165983515
53,2020-03-15,133,22.05491780937385,69.17140391556386,True,54,127.79294582957814,137.54437165983515
54,2020-03-16,133,22.05491780937385,69.17140391556386,True,55,128.52913851084293,137.54437165983515
55,2020-03-17,133,22.05491780937385,69.17140391556386,True,56,129.21762639075718,137.54437165983515
56,2020-03-18,133,22.05491780937385,69.17140391556386,True,57,129.86100019220567,137.54437165983515
57,2020-03-19,134,22.05491780937385,69.17140391556386,True,58,130.46177932046353,137.54437165983515
58,2020-03-20,134,22.05491780937385,69.17140391556386,True,59,131.0224031836438,137.54437165983515
59,2020-03-21,134,22.05491780937385,69.17140391556386,True,60,131.545224510296,137.54437165983515
60,2020-03-22,136,22.05491780937385,69.17140391556386,True,61,132.032504436852,137.54437165983515
61,2020-03-23,136,22.05491780937385,69.17140391556386,True,62,132.48640914740955,137.54437165983515
62,2020-03-24,136,22.05491780937385,69.17140391556386,True,63,132.90900786094844,137.54437165983515
63,2020-03-25,136,22.05491780937385,69.17140391556386,True,64,133.30227197553305,137.54437165983515
64,2020-03-26,136,22.05491780937385,69.17140391556386,True,65,133.66807519458996,137.54437165983515
65,2020-03-27,136,22.05491780937385,69.17140391556386,True,66,134.00819447632932,137.54437165983515
66,2020-03-28,136,22.05491780937385,69.17140391556386,True,67,134.32431166330878,137.54437165983515
67,2020-03-29,138,22.05491780937385,69.17140391556386,True,68,134.61801566465,137.54437165983515
68,2020-03-30,138,22.05491780937385,69.17140391556386,True,69,134.89080507822965,137.54437165983515
69,2020-03-31,138,22.05491780937385,69.17140391556386,True,70,135.14409115410055,137.54437165983515
70,2020-04-01,138,22.05491780937385,69.17140391556386,True,71,135.37920101332662,137.54437165983515
71,2020-04-02,138,22.05491780937385,69.17140391556386,True,72,135.59738104827855,137.54437165983515
72,2020-04-03,138,22.05491780937385,69.17140391556386,True,73,135.79980044121413,137.54437165983515
73,2020-04-04,138,22.05491780937385,69.17140391556386,True,74,135.98755474766546,137.54437165983515
74,2020-04-05,138,22.05491780937385,69.17140391556386,True,75,136.16166949981772,137.54437165983515
75,2020-04-06,139,22.05491780937385,69.17140391556386,True,76,136.3231037927357,137.54437165983515
76,2020-04-07,139,22.05491780937385,69.17140391556386,True,77,136.47275382304304,137.54437165983515
77,2020-04-08,139,22.05491780937385,69.17140391556386,True,78,136.61145635555621,137.54437165983515
