,Report_Date,China_jiangsu_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,1,14.560366174842684,318.6692238477796,True,1,19.51541261089809,637.3384429301283
1,2020-01-23,5,14.560366174842684,318.6692238477796,True,2,24.956759015737262,637.3384429301283
2,2020-01-24,9,14.560366174842684,318.6692238477796,True,3,31.837096525978698,637.3384429301283
3,2020-01-25,18,14.560366174842684,318.6692238477796,True,4,40.48886304529237,637.3384429301283
4,2020-01-26,33,14.560366174842684,318.6692238477796,True,5,51.29259057033261,637.3384429301283
5,2020-01-27,47,14.560366174842684,318.6692238477796,True,6,64.66675899312028,637.3384429301283
6,2020-01-28,70,14.560366174842684,318.6692238477796,True,7,81.0458874064498,637.3384429301283
7,2020-01-29,99,14.560366174842684,318.6692238477796,True,8,100.84307081216143,637.3384429301283
8,2020-01-30,129,14.560366174842684,318.6692238477796,True,9,124.39476680425454,637.3384429301283
9,2020-01-31,168,14.560366174842684,318.6692238477796,True,10,151.88965609794877,637.3384429301283
10,2020-02-01,202,14.560366174842684,318.6692238477796,True,11,183.29016434245398,637.3384429301283
11,2020-02-02,236,14.560366174842684,318.6692238477796,True,12,218.2635181915514,637.3384429301283
12,2020-02-03,271,14.560366174842684,318.6692238477796,True,13,256.1454808130938,637.3384429301283
13,2020-02-04,308,14.560366174842684,318.6692238477796,True,14,295.9589953052136,637.3384429301283
14,2020-02-05,341,14.560366174842684,318.6692238477796,True,15,336.49809291944484,637.3384429301283
15,2020-02-06,373,14.560366174842684,318.6692238477796,True,16,376.4664671688478,637.3384429301283
16,2020-02-07,408,14.560366174842684,318.6692238477796,True,17,414.6390676750578,637.3384429301283
17,2020-02-08,439,14.560366174842684,318.6692238477796,True,18,450.00547091011924,637.3384429301283
18,2020-02-09,468,14.560366174842684,318.6692238477796,True,19,481.8614148433507,637.3384429301283
19,2020-02-10,492,14.560366174842684,318.6692238477796,True,20,509.83512626524106,637.3384429301283
20,2020-02-11,515,14.560366174842684,318.6692238477796,True,21,533.8566323658023,637.3384429301283
21,2020-02-12,543,14.560366174842684,318.6692238477796,True,22,554.091463801105,637.3384429301283
22,2020-02-13,570,14.560366174842684,318.6692238477796,True,23,570.862270000711,637.3384429301283
23,2020-02-14,593,14.560366174842684,318.6692238477796,True,24,584.5761784685601,637.3384429301283
24,2020-02-15,604,14.560366174842684,318.6692238477796,True,25,595.6674523293303,637.3384429301283
25,2020-02-16,617,14.560366174842684,318.6692238477796,True,26,604.5579464869185,637.3384429301283
26,2020-02-17,626,14.560366174842684,318.6692238477796,True,27,611.6335086787391,637.3384429301283
27,2020-02-18,629,14.560366174842684,318.6692238477796,True,28,617.2326257010989,637.3384429301283
28,2020-02-19,631,14.560366174842684,318.6692238477796,True,29,621.6434247291245,637.3384429301283
29,2020-02-20,631,14.560366174842684,318.6692238477796,True,30,625.1057634383121,637.3384429301283
30,2020-02-21,631,14.560366174842684,318.6692238477796,True,31,627.8160065094144,637.3384429301283
31,2020-02-22,631,14.560366174842684,318.6692238477796,True,32,629.9328886304232,637.3384429301283
32,2020-02-23,631,14.560366174842684,318.6692238477796,True,33,631.5834919446904,637.3384429301283
33,2020-02-24,631,14.560366174842684,318.6692238477796,True,34,632.8688075258334,637.3384429301283
34,2020-02-25,631,14.560366174842684,318.6692238477796,True,35,633.8686369603032,637.3384429301283
35,2020-02-26,631,14.560366174842684,318.6692238477796,True,36,634.6457626461768,637.3384429301283
36,2020-02-27,631,14.560366174842684,318.6692238477796,True,37,635.249410863682,637.3384429301283
37,2020-02-28,631,14.560366174842684,318.6692238477796,True,38,635.7180782702249,637.3384429301283
38,2020-02-29,631,14.560366174842684,318.6692238477796,True,39,636.0818099336299,637.3384429301283
39,2020-03-01,631,14.560366174842684,318.6692238477796,True,40,636.3640182541542,637.3384429301283
40,2020-03-02,631,14.560366174842684,318.6692238477796,True,41,636.5829251665082,637.3384429301283
41,2020-03-03,631,14.560366174842684,318.6692238477796,True,42,636.7526996065185,637.3384429301283
42,2020-03-04,631,14.560366174842684,318.6692238477796,True,43,636.8843510274643,637.3384429301283
43,2020-03-05,631,14.560366174842684,318.6692238477796,True,44,636.9864291297972,637.3384429301283
44,2020-03-06,631,14.560366174842684,318.6692238477796,True,45,637.065570542173,637.3384429301283
45,2020-03-07,631,14.560366174842684,318.6692238477796,True,46,637.1269251560614,637.3384429301283
46,2020-03-08,631,14.560366174842684,318.6692238477796,True,47,637.1744881433152,637.3384429301283
47,2020-03-09,631,14.560366174842684,318.6692238477796,True,48,637.2113582440942,637.3384429301283
48,2020-03-10,631,14.560366174842684,318.6692238477796,True,49,637.2399385310458,637.3384429301283
49,2020-03-11,631,14.560366174842684,318.6692238477796,True,50,637.2620923607744,637.3384429301283
50,2020-03-12,631,14.560366174842684,318.6692238477796,True,51,637.2792644551278,637.3384429301283
51,2020-03-13,631,14.560366174842684,318.6692238477796,True,52,637.2925748730372,637.3384429301283
52,2020-03-14,631,14.560366174842684,318.6692238477796,True,53,637.3028919208822,637.3384429301283
53,2020-03-15,631,14.560366174842684,318.6692238477796,True,54,637.3108887087684,637.3384429301283
54,2020-03-16,631,14.560366174842684,318.6692238477796,True,55,637.3170870131821,637.3384429301283
55,2020-03-17,631,14.560366174842684,318.6692238477796,True,56,637.3218912903105,637.3384429301283
56,2020-03-18,631,14.560366174842684,318.6692238477796,True,57,637.3256150488689,637.3384429301283
57,2020-03-19,631,14.560366174842684,318.6692238477796,True,58,637.3285012970387,637.3384429301283
58,2020-03-20,631,14.560366174842684,318.6692238477796,True,59,637.3307383940294,637.3384429301283
59,2020-03-21,631,14.560366174842684,318.6692238477796,True,60,637.3324723384452,637.3384429301283
60,2020-03-22,633,14.560366174842684,318.6692238477796,True,61,637.3338162940436,637.3384429301283
61,2020-03-23,633,14.560366174842684,318.6692238477796,True,62,637.3348579737373,637.3384429301283
62,2020-03-24,636,14.560366174842684,318.6692238477796,True,63,637.3356653632612,637.3384429301283
63,2020-03-25,638,14.560366174842684,318.6692238477796,True,64,637.3362911577562,637.3384429301283
64,2020-03-26,640,14.560366174842684,318.6692238477796,True,65,637.3367762006513,637.3384429301283
65,2020-03-27,641,14.560366174842684,318.6692238477796,True,66,637.337152149177,637.3384429301283
66,2020-03-28,641,14.560366174842684,318.6692238477796,True,67,637.3374435404176,637.3384429301283
67,2020-03-29,644,14.560366174842684,318.6692238477796,True,68,637.3376693927067,637.3384429301283
68,2020-03-30,645,14.560366174842684,318.6692238477796,True,69,637.3378444468611,637.3384429301283
69,2020-03-31,646,14.560366174842684,318.6692238477796,True,70,637.3379801282516,637.3384429301283
70,2020-04-01,646,14.560366174842684,318.6692238477796,True,71,637.338085292495,637.3384429301283
71,2020-04-02,647,14.560366174842684,318.6692238477796,True,72,637.338166803431,637.3384429301283
72,2020-04-03,651,14.560366174842684,318.6692238477796,True,73,637.3382299811049,637.3384429301283
73,2020-04-04,651,14.560366174842684,318.6692238477796,True,74,637.3382789489913,637.3384429301283
74,2020-04-05,651,14.560366174842684,318.6692238477796,True,75,637.3383169031239,637.3384429301283
75,2020-04-06,651,14.560366174842684,318.6692238477796,True,76,637.338346320692,637.3384429301283
76,2020-04-07,651,14.560366174842684,318.6692238477796,True,77,637.3383691217214,637.3384429301283
77,2020-04-08,651,14.560366174842684,318.6692238477796,True,78,637.3383867943902,637.3384429301283
