,Report_Date,Ethiopia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,79.59145787744495,61.49432638169513,False,1,0.0019193476030836046,29.795890044885972
1,2020-01-23,0,79.59145787744495,61.49432638169513,False,2,0.0022095979562052584,29.795890044885972
2,2020-01-24,0,79.59145787744495,61.49432638169513,False,3,0.0025437400592649116,29.795890044885972
3,2020-01-25,0,79.59145787744495,61.49432638169513,False,4,0.002928410941200565,29.795890044885972
4,2020-01-26,0,79.59145787744495,61.49432638169513,False,5,0.0033712511438273615,29.795890044885972
5,2020-01-27,0,79.59145787744495,61.49432638169513,False,6,0.003881056420838839,29.795890044885972
6,2020-01-28,0,79.59145787744495,61.49432638169513,False,7,0.004467952358670259,29.795890044885972
7,2020-01-29,0,79.59145787744495,61.49432638169513,False,8,0.005143595379431008,29.795890044885972
8,2020-01-30,0,79.59145787744495,61.49432638169513,False,9,0.0059214041073777125,29.795890044885972
9,2020-01-31,0,79.59145787744495,61.49432638169513,False,10,0.006816825679839981,29.795890044885972
10,2020-02-01,0,79.59145787744495,61.49432638169513,False,11,0.007847642272736493,29.795890044885972
11,2020-02-02,0,79.59145787744495,61.49432638169513,False,12,0.009034323903127075,29.795890044885972
12,2020-02-03,0,79.59145787744495,61.49432638169513,False,13,0.010400434481852624,29.795890044885972
13,2020-02-04,0,79.59145787744495,61.49432638169513,False,14,0.011973099135615513,29.795890044885972
14,2020-02-05,0,79.59145787744495,61.49432638169513,False,15,0.013783542019715034,29.795890044885972
15,2020-02-06,0,79.59145787744495,61.49432638169513,False,16,0.015867705222734937,29.795890044885972
16,2020-02-07,0,79.59145787744495,61.49432638169513,False,17,0.018266960948587697,29.795890044885972
17,2020-02-08,0,79.59145787744495,61.49432638169513,False,18,0.021028930978788933,29.795890044885972
18,2020-02-09,0,79.59145787744495,61.49432638169513,False,19,0.02420842950194485,29.795890044885972
19,2020-02-10,0,79.59145787744495,61.49432638169513,False,20,0.02786854778584843,29.795890044885972
20,2020-02-11,0,79.59145787744495,61.49432638169513,False,21,0.032081901902792365,29.795890044885972
21,2020-02-12,0,79.59145787744495,61.49432638169513,False,22,0.03693206784850394,29.795890044885972
22,2020-02-13,0,79.59145787744495,61.49432638169513,False,23,0.04251523197299438,29.795890044885972
23,2020-02-14,0,79.59145787744495,61.49432638169513,False,24,0.0489420887272032,29.795890044885972
24,2020-02-15,0,79.59145787744495,61.49432638169513,False,25,0.05634002238860144,29.795890044885972
25,2020-02-16,0,79.59145787744495,61.49432638169513,False,26,0.06485561473440779,29.795890044885972
26,2020-02-17,0,79.59145787744495,61.49432638169513,False,27,0.07465752666166628,29.795890044885972
27,2020-02-18,0,79.59145787744495,61.49432638169513,False,28,0.08593980859393377,29.795890044885972
28,2020-02-19,0,79.59145787744495,61.49432638169513,False,29,0.09892570225440465,29.795890044885972
29,2020-02-20,0,79.59145787744495,61.49432638169513,False,30,0.11387200511773865,29.795890044885972
30,2020-02-21,0,79.59145787744495,61.49432638169513,False,31,0.13107407867071247,29.795890044885972
31,2020-02-22,0,79.59145787744495,61.49432638169513,False,32,0.15087159260416094,29.795890044885972
32,2020-02-23,0,79.59145787744495,61.49432638169513,False,33,0.17365510930438374,29.795890044885972
33,2020-02-24,0,79.59145787744495,61.49432638169513,False,34,0.19987362657106703,29.795890044885972
34,2020-02-25,0,79.59145787744495,61.49432638169513,False,35,0.2300432113891926,29.795890044885972
35,2020-02-26,0,79.59145787744495,61.49432638169513,False,36,0.26475687380427293,29.795890044885972
36,2020-02-27,0,79.59145787744495,61.49432638169513,False,37,0.3046958474018398,29.795890044885972
37,2020-02-28,0,79.59145787744495,61.49432638169513,False,38,0.35064246137902727,29.795890044885972
38,2020-02-29,0,79.59145787744495,61.49432638169513,False,39,0.40349480837978213,29.795890044885972
39,2020-03-01,0,79.59145787744495,61.49432638169513,False,40,0.46428343160871743,29.795890044885972
40,2020-03-02,0,79.59145787744495,61.49432638169513,False,41,0.5341902734353278,29.795890044885972
41,2020-03-03,0,79.59145787744495,61.49432638169513,False,42,0.6145701445825922,29.795890044885972
42,2020-03-04,0,79.59145787744495,61.49432638169513,False,43,0.7069749864165438,29.795890044885972
43,2020-03-05,0,79.59145787744495,61.49432638169513,False,44,0.8131812065460571,29.795890044885972
44,2020-03-06,0,79.59145787744495,61.49432638169513,False,45,0.9352203668282342,29.795890044885972
45,2020-03-07,0,79.59145787744495,61.49432638169513,False,46,1.075413488849614,29.795890044885972
46,2020-03-08,0,79.59145787744495,61.49432638169513,False,47,1.2364092096215877,29.795890044885972
47,2020-03-09,0,79.59145787744495,61.49432638169513,False,48,1.4212259626016799,29.795890044885972
48,2020-03-10,0,79.59145787744495,61.49432638169513,False,49,1.6332982673173515,29.795890044885972
49,2020-03-11,0,79.59145787744495,61.49432638169513,False,50,1.8765270736469168,29.795890044885972
50,2020-03-12,0,79.59145787744495,61.49432638169513,False,51,2.155333910450062,29.795890044885972
51,2020-03-13,1,79.59145787744495,61.49432638169513,False,52,2.4747183162051396,29.795890044885972
52,2020-03-14,1,79.59145787744495,61.49432638169513,False,53,2.8403176622937725,29.795890044885972
53,2020-03-15,1,79.59145787744495,61.49432638169513,False,54,3.258467995877721,29.795890044885972
54,2020-03-16,5,79.59145787744495,61.49432638169513,False,55,3.7362639058570193,29.795890044885972
55,2020-03-17,5,79.59145787744495,61.49432638169513,False,56,4.28161462967272,29.795890044885972
56,2020-03-18,6,79.59145787744495,61.49432638169513,False,57,4.9032926521209745,29.795890044885972
57,2020-03-19,6,79.59145787744495,61.49432638169513,False,58,5.610969890414175,29.795890044885972
58,2020-03-20,9,79.59145787744495,61.49432638169513,False,59,6.415235219814409,29.795890044885972
59,2020-03-21,9,79.59145787744495,61.49432638169513,False,60,7.327585606062218,29.795890044885972
60,2020-03-22,11,79.59145787744495,61.49432638169513,False,61,8.360381550501543,29.795890044885972
61,2020-03-23,11,79.59145787744495,61.49432638169513,False,62,9.526756054877085,29.795890044885972
62,2020-03-24,12,79.59145787744495,61.49432638169513,False,63,10.840465084133216,29.795890044885972
63,2020-03-25,12,79.59145787744495,61.49432638169513,False,64,12.3156668467401,29.795890044885972
64,2020-03-26,12,79.59145787744495,61.49432638169513,False,65,13.966617520783025,29.795890044885972
65,2020-03-27,16,79.59145787744495,61.49432638169513,False,66,15.807272816724835,29.795890044885972
66,2020-03-28,16,79.59145787744495,61.49432638169513,False,67,17.850788522121462,29.795890044885972
67,2020-03-29,21,79.59145787744495,61.49432638169513,False,68,20.10891943060825,29.795890044885972
68,2020-03-30,23,79.59145787744495,61.49432638169513,False,69,22.59132517331025,29.795890044885972
69,2020-03-31,26,79.59145787744495,61.49432638169513,False,70,25.304803468762092,29.795890044885972
70,2020-04-01,29,79.59145787744495,61.49432638169513,False,71,28.252485668591895,29.795890044885972
71,2020-04-02,29,79.59145787744495,61.49432638169513,False,72,31.433044944453023,29.795890044885972
72,2020-04-03,35,79.59145787744495,61.49432638169513,False,73,34.83998193816896,29.795890044885972
73,2020-04-04,38,79.59145787744495,61.49432638169513,False,74,38.461063320942166,29.795890044885972
74,2020-04-05,43,79.59145787744495,61.49432638169513,False,75,42.277992210451515,29.795890044885972
75,2020-04-06,44,79.59145787744495,61.49432638169513,False,76,46.26638276225822,29.795890044885972
76,2020-04-07,52,79.59145787744495,61.49432638169513,False,77,50.39609261623288,29.795890044885972
77,2020-04-08,55,79.59145787744495,61.49432638169513,False,78,54.631936428951036,29.795890044885972
