,Report_Date,Gambia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
37,2020-02-28,0,63.86701345956478,2.389461587005666,True,38,0.04468703810709634,4.718047068722157
38,2020-02-29,0,63.86701345956478,2.389461587005666,True,39,0.05341556130693048,4.718047068722157
39,2020-03-01,0,63.86701345956478,2.389461587005666,True,40,0.06382600349934466,4.718047068722157
40,2020-03-02,0,63.86701345956478,2.389461587005666,True,41,0.07623266072008587,4.718047068722157
41,2020-03-03,0,63.86701345956478,2.389461587005666,True,42,0.09100440866917182,4.718047068722157
42,2020-03-04,0,63.86701345956478,2.389461587005666,True,43,0.10857242244496075,4.718047068722157
43,2020-03-05,0,63.86701345956478,2.389461587005666,True,44,0.12943822565559765,4.718047068722157
44,2020-03-06,0,63.86701345956478,2.389461587005666,True,45,0.15418170361316275,4.718047068722157
45,2020-03-07,0,63.86701345956478,2.389461587005666,True,46,0.18346851288824068,4.718047068722157
46,2020-03-08,0,63.86701345956478,2.389461587005666,True,47,0.21805605439244855,4.718047068722157
47,2020-03-09,0,63.86701345956478,2.389461587005666,True,48,0.2587968452620722,4.718047068722157
48,2020-03-10,0,63.86701345956478,2.389461587005666,True,49,0.306637732530164,4.718047068722157
49,2020-03-11,0,63.86701345956478,2.389461587005666,True,50,0.36261296416883565,4.718047068722157
50,2020-03-12,0,63.86701345956478,2.389461587005666,True,51,0.42782872581347897,4.718047068722157
51,2020-03-13,0,63.86701345956478,2.389461587005666,True,52,0.5034364620979114,4.718047068722157
52,2020-03-14,0,63.86701345956478,2.389461587005666,True,53,0.5905922804720383,4.718047068722157
53,2020-03-15,0,63.86701345956478,2.389461587005666,True,54,0.6904001862765864,4.718047068722157
54,2020-03-16,0,63.86701345956478,2.389461587005666,True,55,0.8038380568841714,4.718047068722157
55,2020-03-17,1,63.86701345956478,2.389461587005666,True,56,0.9316673429403478,4.718047068722157
56,2020-03-18,1,63.86701345956478,2.389461587005666,True,57,1.0743305756030186,4.718047068722157
57,2020-03-19,1,63.86701345956478,2.389461587005666,True,58,1.2318446870014872,4.718047068722157
58,2020-03-20,1,63.86701345956478,2.389461587005666,True,59,1.4037023417194001,4.718047068722157
59,2020-03-21,1,63.86701345956478,2.389461587005666,True,60,1.5887968922567601,4.718047068722157
60,2020-03-22,1,63.86701345956478,2.389461587005666,True,61,1.7853878345536607,4.718047068722157
61,2020-03-23,2,63.86701345956478,2.389461587005666,True,62,1.9911214184773296,4.718047068722157
62,2020-03-24,3,63.86701345956478,2.389461587005666,True,63,2.2031146762810594,4.718047068722157
63,2020-03-25,3,63.86701345956478,2.389461587005666,True,64,2.418101126636643,4.718047068722157
64,2020-03-26,3,63.86701345956478,2.389461587005666,True,65,2.632624828844582,4.718047068722157
65,2020-03-27,3,63.86701345956478,2.389461587005666,True,66,2.8432593893161546,4.718047068722157
66,2020-03-28,3,63.86701345956478,2.389461587005666,True,67,3.046823031463904,4.718047068722157
67,2020-03-29,4,63.86701345956478,2.389461587005666,True,68,3.2405617187873776,4.718047068722157
68,2020-03-30,4,63.86701345956478,2.389461587005666,True,69,3.4222792782989173,4.718047068722157
69,2020-03-31,4,63.86701345956478,2.389461587005666,True,70,3.590404269578042,4.718047068722157
70,2020-04-01,4,63.86701345956478,2.389461587005666,True,71,3.7439947810828844,4.718047068722157
71,2020-04-02,4,63.86701345956478,2.389461587005666,True,72,3.882691519078944,4.718047068722157
72,2020-04-03,4,63.86701345956478,2.389461587005666,True,73,4.006634831750669,4.718047068722157
73,2020-04-04,4,63.86701345956478,2.389461587005666,True,74,4.116362500006085,4.718047068722157
74,2020-04-05,4,63.86701345956478,2.389461587005666,True,75,4.212703149637724,4.718047068722157
75,2020-04-06,4,63.86701345956478,2.389461587005666,True,76,4.2966763930731835,4.718047068722157
76,2020-04-07,4,63.86701345956478,2.389461587005666,True,77,4.36940660555169,4.718047068722157
77,2020-04-08,4,63.86701345956478,2.389461587005666,True,78,4.432053497482659,4.718047068722157
