,Report_Date,Gambia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,63.86701345956478,2.389461587005666,True,1,5.722852112184846e-05,4.718047068722157
1,2020-01-23,0,63.86701345956478,2.389461587005666,True,2,6.853290968828751e-05,4.718047068722157
2,2020-01-24,0,63.86701345956478,2.389461587005666,True,3,8.207022344234841e-05,4.718047068722157
3,2020-01-25,0,63.86701345956478,2.389461587005666,True,4,9.828150938909058e-05,4.718047068722157
4,2020-01-26,0,63.86701345956478,2.389461587005666,True,5,0.0001176949228377919,4.718047068722157
5,2020-01-27,0,63.86701345956478,2.389461587005666,True,6,0.00014094292845596786,4.718047068722157
6,2020-01-28,0,63.86701345956478,2.389461587005666,True,7,0.0001687828966100799,4.718047068722157
7,2020-01-29,0,63.86701345956478,2.389461587005666,True,8,0.00020212176459175865,4.718047068722157
8,2020-01-30,0,63.86701345956478,2.389461587005666,True,9,0.00024204556412615665,4.718047068722157
9,2020-01-31,0,63.86701345956478,2.389461587005666,True,10,0.0002898547741872322,4.718047068722157
10,2020-02-01,0,63.86701345956478,2.389461587005666,True,11,0.0003471066466172116,4.718047068722157
11,2020-02-02,0,63.86701345956478,2.389461587005666,True,12,0.0004156658773300933,4.718047068722157
12,2020-02-03,0,63.86701345956478,2.389461587005666,True,13,0.0004977652650612627,4.718047068722157
13,2020-02-04,0,63.86701345956478,2.389461587005666,True,14,0.000596078321118131,4.718047068722157
14,2020-02-05,0,63.86701345956478,2.389461587005666,True,15,0.0007138061773499235,4.718047068722157
15,2020-02-06,0,63.86701345956478,2.389461587005666,True,16,0.0008547815973538586,4.718047068722157
16,2020-02-07,0,63.86701345956478,2.389461587005666,True,17,0.001023593441628308,4.718047068722157
17,2020-02-08,0,63.86701345956478,2.389461587005666,True,18,0.0012257355872358567,4.718047068722157
18,2020-02-09,0,63.86701345956478,2.389461587005666,True,19,0.0014677850755544027,4.718047068722157
19,2020-02-10,0,63.86701345956478,2.389461587005666,True,20,0.0017576151799530198,4.718047068722157
20,2020-02-11,0,63.86701345956478,2.389461587005666,True,21,0.0021046501742052024,4.718047068722157
21,2020-02-12,0,63.86701345956478,2.389461587005666,True,22,0.0025201698712685183,4.718047068722157
22,2020-02-13,0,63.86701345956478,2.389461587005666,True,23,0.0030176735236191105,4.718047068722157
23,2020-02-14,0,63.86701345956478,2.389461587005666,True,24,0.0036133144672203274,4.718047068722157
24,2020-02-15,0,63.86701345956478,2.389461587005666,True,25,0.004326418991236042,4.718047068722157
25,2020-02-16,0,63.86701345956478,2.389461587005666,True,26,0.005180105366746088,4.718047068722157
26,2020-02-17,0,63.86701345956478,2.389461587005666,True,27,0.006202021812161312,4.718047068722157
27,2020-02-18,0,63.86701345956478,2.389461587005666,True,28,0.00742522544982043,4.718047068722157
28,2020-02-19,0,63.86701345956478,2.389461587005666,True,29,0.008889228047951723,4.718047068722157
29,2020-02-20,0,63.86701345956478,2.389461587005666,True,30,0.010641238558600998,4.718047068722157
30,2020-02-21,0,63.86701345956478,2.389461587005666,True,31,0.012737637139773769,4.718047068722157
31,2020-02-22,0,63.86701345956478,2.389461587005666,True,32,0.015245720425639004,4.718047068722157
32,2020-02-23,0,63.86701345956478,2.389461587005666,True,33,0.01824576314428847,4.718047068722157
33,2020-02-24,0,63.86701345956478,2.389461587005666,True,34,0.02183344652738568,4.718047068722157
34,2020-02-25,0,63.86701345956478,2.389461587005666,True,35,0.02612270889248962,4.718047068722157
35,2020-02-26,0,63.86701345956478,2.389461587005666,True,36,0.031249077648402297,4.718047068722157
36,2020-02-27,0,63.86701345956478,2.389461587005666,True,37,0.037373543776865845,4.718047068722157
