,Report_Date,West Bank and Gaza_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
56,2020-03-18,41,91.96275560317059,773.4338966139088,False,57,36.48960120569533,1546.8677932278172
57,2020-03-19,44,91.96275560317059,773.4338966139088,False,58,40.48240762936534,1546.8677932278172
58,2020-03-20,47,91.96275560317059,773.4338966139088,False,59,44.89913151387233,1546.8677932278172
59,2020-03-21,48,91.96275560317059,773.4338966139088,False,60,49.781805537093746,1546.8677932278172
60,2020-03-22,52,91.96275560317059,773.4338966139088,False,61,55.17595285318435,1546.8677932278172
61,2020-03-23,59,91.96275560317059,773.4338966139088,False,62,61.130720866808794,1546.8677932278172
62,2020-03-24,59,91.96275560317059,773.4338966139088,False,63,67.69898037978898,1546.8677932278172
63,2020-03-25,59,91.96275560317059,773.4338966139088,False,64,74.93737826531057,1546.8677932278172
64,2020-03-26,84,91.96275560317059,773.4338966139088,False,65,82.9063297819609,1546.8677932278172
65,2020-03-27,91,91.96275560317059,773.4338966139088,False,66,91.66993452004738,1546.8677932278172
66,2020-03-28,98,91.96275560317059,773.4338966139088,False,67,101.29579787278878,1546.8677932278172
67,2020-03-29,109,91.96275560317059,773.4338966139088,False,68,111.854737983943,1546.8677932278172
68,2020-03-30,116,91.96275560317059,773.4338966139088,False,69,123.4203565297976,1546.8677932278172
69,2020-03-31,119,91.96275560317059,773.4338966139088,False,70,136.06845069173852,1546.8677932278172
70,2020-04-01,134,91.96275560317059,773.4338966139088,False,71,149.8762435692996,1546.8677932278172
71,2020-04-02,161,91.96275560317059,773.4338966139088,False,72,164.92141143252172,1546.8677932278172
72,2020-04-03,194,91.96275560317059,773.4338966139088,False,73,181.28088902160215,1546.8677932278172
73,2020-04-04,217,91.96275560317059,773.4338966139088,False,74,199.02943899832138,1546.8677932278172
74,2020-04-05,237,91.96275560317059,773.4338966139088,False,75,218.23797904869627,1546.8677932278172
75,2020-04-06,254,91.96275560317059,773.4338966139088,False,76,238.97167036908056,1546.8677932278172
76,2020-04-07,261,91.96275560317059,773.4338966139088,False,77,261.2877845321668,1546.8677932278172
77,2020-04-08,263,91.96275560317059,773.4338966139088,False,78,285.2333819835197,1546.8677932278172
