,Report_Date,Tunisia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,74.18705997807572,522.4770529191653,True,1,0.012203638747099947,935.3061971584702
1,2020-01-23,0,74.18705997807572,522.4770529191653,True,2,0.014252324112021268,935.3061971584702
2,2020-01-24,0,74.18705997807572,522.4770529191653,True,3,0.01664492697199767,935.3061971584702
3,2020-01-25,0,74.18705997807572,522.4770529191653,True,4,0.01943917954930464,935.3061971584702
4,2020-01-26,0,74.18705997807572,522.4770529191653,True,5,0.022702504646075525,935.3061971584702
5,2020-01-27,0,74.18705997807572,522.4770529191653,True,6,0.02651364198206706,935.3061971584702
6,2020-01-28,0,74.18705997807572,522.4770529191653,True,7,0.030964547379180144,935.3061971584702
7,2020-01-29,0,74.18705997807572,522.4770529191653,True,8,0.03616261053260018,935.3061971584702
8,2020-01-30,0,74.18705997807572,522.4770529191653,True,9,0.04223324476349216,935.3061971584702
9,2020-01-31,0,74.18705997807572,522.4770529191653,True,10,0.04932291107977926,935.3061971584702
10,2020-02-01,0,74.18705997807572,522.4770529191653,True,11,0.057602649290826625,935.3061971584702
11,2020-02-02,0,74.18705997807572,522.4770529191653,True,12,0.0672722010743359,935.3061971584702
12,2020-02-03,0,74.18705997807572,522.4770529191653,True,13,0.07856482406458756,935.3061971584702
13,2020-02-04,0,74.18705997807572,522.4770529191653,True,14,0.09175291255126733,935.3061971584702
14,2020-02-05,0,74.18705997807572,522.4770529191653,True,15,0.1071545596310775,935.3061971584702
15,2020-02-06,0,74.18705997807572,522.4770529191653,True,16,0.1251412180842412,935.3061971584702
16,2020-02-07,0,74.18705997807572,522.4770529191653,True,17,0.14614664336814784,935.3061971584702
17,2020-02-08,0,74.18705997807572,522.4770529191653,True,18,0.1706773325229518,935.3061971584702
18,2020-02-09,0,74.18705997807572,522.4770529191653,True,19,0.19932470815062067,935.3061971584702
19,2020-02-10,0,74.18705997807572,522.4770529191653,True,20,0.2327793377423912,935.3061971584702
20,2020-02-11,0,74.18705997807572,522.4770529191653,True,21,0.2718475263855231,935.3061971584702
21,2020-02-12,0,74.18705997807572,522.4770529191653,True,22,0.317470676299704,935.3061971584702
22,2020-02-13,0,74.18705997807572,522.4770529191653,True,23,0.37074787089497163,935.3061971584702
23,2020-02-14,0,74.18705997807572,522.4770529191653,True,24,0.4329622154133573,935.3061971584702
24,2020-02-15,0,74.18705997807572,522.4770529191653,True,25,0.5056115521789818,935.3061971584702
25,2020-02-16,0,74.18705997807572,522.4770529191653,True,26,0.5904442676598298,935.3061971584702
26,2020-02-17,0,74.18705997807572,522.4770529191653,True,27,0.689501022719475,935.3061971584702
27,2020-02-18,0,74.18705997807572,522.4770529191653,True,28,0.8051633685312465,935.3061971584702
28,2020-02-19,0,74.18705997807572,522.4770529191653,True,29,0.9402103606734793,935.3061971584702
