,Report_Date,Bhutan_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,68.6145992218243,3.5794889059260733,True,1,0.0015310487761404927,6.575789167910824
1,2020-01-23,0,68.6145992218243,3.5794889059260733,True,2,0.001734808201347877,6.575789167910824
2,2020-01-24,0,68.6145992218243,3.5794889059260733,True,3,0.0019656774755582463,6.575789167910824
3,2020-01-25,0,68.6145992218243,3.5794889059260733,True,4,0.0022272614046338164,6.575789167910824
4,2020-01-26,0,68.6145992218243,3.5794889059260733,True,5,0.002523643526681065,6.575789167910824
5,2020-01-27,0,68.6145992218243,3.5794889059260733,True,6,0.0028594495192452306,6.575789167910824
6,2020-01-28,0,68.6145992218243,3.5794889059260733,True,7,0.003239918956311814,6.575789167910824
7,2020-01-29,0,68.6145992218243,3.5794889059260733,True,8,0.003670986500915722,6.575789167910824
8,2020-01-30,0,68.6145992218243,3.5794889059260733,True,9,0.004159373756433157,6.575789167910824
9,2020-01-31,0,68.6145992218243,3.5794889059260733,True,10,0.004712693153132143,6.575789167910824
10,2020-02-01,0,68.6145992218243,3.5794889059260733,True,11,0.0053395654178702324,6.575789167910824
11,2020-02-02,0,68.6145992218243,3.5794889059260733,True,12,0.006049752365589239,6.575789167910824
12,2020-02-03,0,68.6145992218243,3.5794889059260733,True,13,0.006854306963117663,6.575789167910824
13,2020-02-04,0,68.6145992218243,3.5794889059260733,True,14,0.007765742850362182,6.575789167910824
14,2020-02-05,0,68.6145992218243,3.5794889059260733,True,15,0.008798225762745093,6.575789167910824
15,2020-02-06,0,68.6145992218243,3.5794889059260733,True,16,0.009967789582998062,6.575789167910824
16,2020-02-07,0,68.6145992218243,3.5794889059260733,True,17,0.011292580061064109,6.575789167910824
17,2020-02-08,0,68.6145992218243,3.5794889059260733,True,18,0.012793129578244817,6.575789167910824
18,2020-02-09,0,68.6145992218243,3.5794889059260733,True,19,0.014492666695407708,6.575789167910824
19,2020-02-10,0,68.6145992218243,3.5794889059260733,True,20,0.016417464613450766,6.575789167910824
20,2020-02-11,0,68.6145992218243,3.5794889059260733,True,21,0.018597233084150993,6.575789167910824
21,2020-02-12,0,68.6145992218243,3.5794889059260733,True,22,0.021065558735724417,6.575789167910824
22,2020-02-13,0,68.6145992218243,3.5794889059260733,True,23,0.023860399211785826,6.575789167910824
23,2020-02-14,0,68.6145992218243,3.5794889059260733,True,24,0.02702463695308003,6.575789167910824
