,Report_Date,San Marino_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
44,2020-03-06,21,58.43552947881194,138.53663867487913,True,45,25.996595085063586,275.20074399549793
45,2020-03-07,23,58.43552947881194,138.53663867487913,True,46,30.254697828570734,275.20074399549793
46,2020-03-08,36,58.43552947881194,138.53663867487913,True,47,35.11271694452646,275.20074399549793
47,2020-03-09,36,58.43552947881194,138.53663867487913,True,48,40.622407023055956,275.20074399549793
48,2020-03-10,51,58.43552947881194,138.53663867487913,True,49,46.82932077884414,275.20074399549793
49,2020-03-11,62,58.43552947881194,138.53663867487913,True,50,53.768958505628746,275.20074399549793
50,2020-03-12,69,58.43552947881194,138.53663867487913,True,51,61.462459072163256,275.20074399549793
51,2020-03-13,80,58.43552947881194,138.53663867487913,True,52,69.91213489812853,275.20074399549793
52,2020-03-14,80,58.43552947881194,138.53663867487913,True,53,79.0972981974562,275.20074399549793
53,2020-03-15,101,58.43552947881194,138.53663867487913,True,54,88.97094629495581,275.20074399549793
54,2020-03-16,109,58.43552947881194,138.53663867487913,True,55,99.45792826713463,275.20074399549793
55,2020-03-17,109,58.43552947881194,138.53663867487913,True,56,110.45516173144703,275.20074399549793
56,2020-03-18,119,58.43552947881194,138.53663867487913,True,57,121.83428126085097,275.20074399549793
57,2020-03-19,119,58.43552947881194,138.53663867487913,True,58,133.44678527111492,275.20074399549793
58,2020-03-20,144,58.43552947881194,138.53663867487913,True,59,145.13135541410824,275.20074399549793
59,2020-03-21,144,58.43552947881194,138.53663867487913,True,60,156.7226374464235,275.20074399549793
60,2020-03-22,175,58.43552947881194,138.53663867487913,True,61,168.0604944720207,275.20074399549793
61,2020-03-23,187,58.43552947881194,138.53663867487913,True,62,178.9986506193196,275.20074399549793
62,2020-03-24,187,58.43552947881194,138.53663867487913,True,63,189.4117627513182,275.20074399549793
63,2020-03-25,208,58.43552947881194,138.53663867487913,True,64,199.20025486123964,275.20074399549793
64,2020-03-26,208,58.43552947881194,138.53663867487913,True,65,208.29264148083593,275.20074399549793
65,2020-03-27,223,58.43552947881194,138.53663867487913,True,66,216.64545337111673,275.20074399549793
66,2020-03-28,224,58.43552947881194,138.53663867487913,True,67,224.24117882079096,275.20074399549793
67,2020-03-29,224,58.43552947881194,138.53663867487913,True,68,231.08480349351572,275.20074399549793
68,2020-03-30,230,58.43552947881194,138.53663867487913,True,69,237.19956930980823,275.20074399549793
69,2020-03-31,236,58.43552947881194,138.53663867487913,True,70,242.62250740177154,275.20074399549793
70,2020-04-01,236,58.43552947881194,138.53663867487913,True,71,247.40017432114092,275.20074399549793
71,2020-04-02,245,58.43552947881194,138.53663867487913,True,72,251.58487528070464,275.20074399549793
72,2020-04-03,245,58.43552947881194,138.53663867487913,True,73,255.23152339068488,275.20074399549793
73,2020-04-04,259,58.43552947881194,138.53663867487913,True,74,258.39517643142864,275.20074399549793
74,2020-04-05,266,58.43552947881194,138.53663867487913,True,75,261.1292180492651,275.20074399549793
75,2020-04-06,266,58.43552947881194,138.53663867487913,True,76,263.4841060622755,275.20074399549793
76,2020-04-07,279,58.43552947881194,138.53663867487913,True,77,265.5065906189896,275.20074399549793
77,2020-04-08,279,58.43552947881194,138.53663867487913,True,78,267.23930203816195,275.20074399549793
