,Report_Date,Mali_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
58,2020-03-20,0,85.79224612581997,89.29026792770738,False,59,8.570464470040644,146.139310490943
59,2020-03-21,0,85.79224612581997,89.29026792770738,False,60,9.527516771029394,146.139310490943
60,2020-03-22,0,85.79224612581997,89.29026792770738,False,61,10.584787949194475,146.139310490943
61,2020-03-23,0,85.79224612581997,89.29026792770738,False,62,11.751229249858127,146.139310490943
62,2020-03-24,0,85.79224612581997,89.29026792770738,False,63,13.036237476710417,146.139310490943
63,2020-03-25,2,85.79224612581997,89.29026792770738,False,64,14.4495919962547,146.139310490943
64,2020-03-26,4,85.79224612581997,89.29026792770738,False,65,16.001367400803726,146.139310490943
65,2020-03-27,11,85.79224612581997,89.29026792770738,False,66,17.701818215728714,146.139310490943
66,2020-03-28,18,85.79224612581997,89.29026792770738,False,67,19.561232254182546,146.139310490943
67,2020-03-29,18,85.79224612581997,89.29026792770738,False,68,21.589749739125846,146.139310490943
68,2020-03-30,25,85.79224612581997,89.29026792770738,False,69,23.79714620612717,146.139310490943
69,2020-03-31,28,85.79224612581997,89.29026792770738,False,70,26.192578544272045,146.139310490943
70,2020-04-01,31,85.79224612581997,89.29026792770738,False,71,28.784295383136193,146.139310490943
71,2020-04-02,36,85.79224612581997,89.29026792770738,False,72,31.57931541542963,146.139310490943
72,2020-04-03,39,85.79224612581997,89.29026792770738,False,73,34.58308013105341,146.139310490943
73,2020-04-04,41,85.79224612581997,89.29026792770738,False,74,37.79909073207065,146.139310490943
74,2020-04-05,45,85.79224612581997,89.29026792770738,False,75,41.228542515208595,146.139310490943
75,2020-04-06,47,85.79224612581997,89.29026792770738,False,76,44.86997346740659,146.139310490943
76,2020-04-07,56,85.79224612581997,89.29026792770738,False,77,48.71894684475266,146.139310490943
77,2020-04-08,59,85.79224612581997,89.29026792770738,False,78,52.76778964728917,146.139310490943
