,Report_Date,Lithuania_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,73.54928710658326,710.9778709493978,True,1,0.016628865656703337,1287.8402182654797
1,2020-01-23,0,73.54928710658326,710.9778709493978,True,2,0.01944658688564748,1287.8402182654797
2,2020-01-24,0,73.54928710658326,710.9778709493978,True,3,0.022741756553159718,1287.8402182654797
3,2020-01-25,0,73.54928710658326,710.9778709493978,True,4,0.026595273046034797,1287.8402182654797
4,2020-01-26,0,73.54928710658326,710.9778709493978,True,5,0.03110174106106537,1287.8402182654797
5,2020-01-27,0,73.54928710658326,710.9778709493978,True,6,0.03637179343436475,1287.8402182654797
6,2020-01-28,0,73.54928710658326,710.9778709493978,True,7,0.0425348061458135,1287.8402182654797
7,2020-01-29,0,73.54928710658326,710.9778709493978,True,8,0.04974207302705539,1287.8402182654797
8,2020-01-30,0,73.54928710658326,710.9778709493978,True,9,0.05817051793976864,1287.8402182654797
9,2020-01-31,0,73.54928710658326,710.9778709493978,True,10,0.06802703532072997,1287.8402182654797
10,2020-02-01,0,73.54928710658326,710.9778709493978,True,11,0.07955356532727169,1287.8402182654797
11,2020-02-02,0,73.54928710658326,710.9778709493978,True,12,0.09303302772868369,1287.8402182654797
12,2020-02-03,0,73.54928710658326,710.9778709493978,True,13,0.10879625960343205,1287.8402182654797
13,2020-02-04,0,73.54928710658326,710.9778709493978,True,14,0.12723012631545969,1287.8402182654797
14,2020-02-05,0,73.54928710658326,710.9778709493978,True,15,0.14878700373175333,1287.8402182654797
15,2020-02-06,0,73.54928710658326,710.9778709493978,True,16,0.17399586287590044,1287.8402182654797
16,2020-02-07,0,73.54928710658326,710.9778709493978,True,17,0.20347522696157322,1287.8402182654797
17,2020-02-08,0,73.54928710658326,710.9778709493978,True,18,0.23794831590854593,1287.8402182654797
18,2020-02-09,0,73.54928710658326,710.9778709493978,True,19,0.2782607460406498,1287.8402182654797
19,2020-02-10,0,73.54928710658326,710.9778709493978,True,20,0.32540121388198073,1287.8402182654797
20,2020-02-11,0,73.54928710658326,710.9778709493978,True,21,0.38052566415828437,1287.8402182654797
21,2020-02-12,0,73.54928710658326,710.9778709493978,True,22,0.44498552481860015,1287.8402182654797
22,2020-02-13,0,73.54928710658326,710.9778709493978,True,23,0.520360687870035,1287.8402182654797
23,2020-02-14,0,73.54928710658326,710.9778709493978,True,24,0.6084980260422133,1287.8402182654797
24,2020-02-15,0,73.54928710658326,710.9778709493978,True,25,0.7115563639795563,1287.8402182654797
25,2020-02-16,0,73.54928710658326,710.9778709493978,True,26,0.8320589712510126,1287.8402182654797
26,2020-02-17,0,73.54928710658326,710.9778709493978,True,27,0.972954815652075,1287.8402182654797
27,2020-02-18,0,73.54928710658326,710.9778709493978,True,28,1.1376900119419995,1287.8402182654797
28,2020-02-19,0,73.54928710658326,710.9778709493978,True,29,1.3302911263499757,1287.8402182654797
29,2020-02-20,0,73.54928710658326,710.9778709493978,True,30,1.5554622539930625,1287.8402182654797
30,2020-02-21,0,73.54928710658326,710.9778709493978,True,31,1.818698077773909,1287.8402182654797
31,2020-02-22,0,73.54928710658326,710.9778709493978,True,32,2.1264154460320843,1287.8402182654797
32,2020-02-23,0,73.54928710658326,710.9778709493978,True,33,2.4861063741909653,1287.8402182654797
33,2020-02-24,0,73.54928710658326,710.9778709493978,True,34,2.906515783662378,1287.8402182654797
34,2020-02-25,0,73.54928710658326,710.9778709493978,True,35,3.3978477382188266,1287.8402182654797
35,2020-02-26,0,73.54928710658326,710.9778709493978,True,36,3.9720044198624054,1287.8402182654797
36,2020-02-27,0,73.54928710658326,710.9778709493978,True,37,4.64286259451898,1287.8402182654797
37,2020-02-28,1,73.54928710658326,710.9778709493978,True,38,5.426592838019289,1287.8402182654797
38,2020-02-29,1,73.54928710658326,710.9778709493978,True,39,6.3420273013003365,1287.8402182654797
39,2020-03-01,1,73.54928710658326,710.9778709493978,True,40,7.411082254776739,1287.8402182654797
40,2020-03-02,1,73.54928710658326,710.9778709493978,True,41,8.659242012757876,1287.8402182654797
41,2020-03-03,1,73.54928710658326,710.9778709493978,True,42,10.116111024280508,1287.8402182654797
42,2020-03-04,1,73.54928710658326,710.9778709493978,True,43,11.816040821281618,1287.8402182654797
43,2020-03-05,1,73.54928710658326,710.9778709493978,True,44,13.798837993747199,1287.8402182654797
44,2020-03-06,1,73.54928710658326,710.9778709493978,True,45,16.1105582189197,1287.8402182654797
45,2020-03-07,1,73.54928710658326,710.9778709493978,True,46,18.804389349107502,1287.8402182654797
46,2020-03-08,1,73.54928710658326,710.9778709493978,True,47,21.941623324270726,1287.8402182654797
47,2020-03-09,1,73.54928710658326,710.9778709493978,True,48,25.592711795081776,1287.8402182654797
48,2020-03-10,1,73.54928710658326,710.9778709493978,True,49,29.838393292862285,1287.8402182654797
49,2020-03-11,3,73.54928710658326,710.9778709493978,True,50,34.77086993574676,1287.8402182654797
50,2020-03-12,3,73.54928710658326,710.9778709493978,True,51,40.494998298663354,1287.8402182654797
51,2020-03-13,6,73.54928710658326,710.9778709493978,True,52,47.12944143526571,1287.8402182654797
52,2020-03-14,8,73.54928710658326,710.9778709493978,True,53,54.807706400232696,1287.8402182654797
53,2020-03-15,12,73.54928710658326,710.9778709493978,True,54,63.67896345122532,1287.8402182654797
54,2020-03-16,17,73.54928710658326,710.9778709493978,True,55,73.90850932154423,1287.8402182654797
55,2020-03-17,25,73.54928710658326,710.9778709493978,True,56,85.67769826285813,1287.8402182654797
56,2020-03-18,27,73.54928710658326,710.9778709493978,True,57,99.18312298775747,1287.8402182654797
57,2020-03-19,36,73.54928710658326,710.9778709493978,True,58,114.63478716563962,1287.8402182654797
58,2020-03-20,49,73.54928710658326,710.9778709493978,True,59,132.2529783681037,1287.8402182654797
59,2020-03-21,83,73.54928710658326,710.9778709493978,True,60,152.2635352336384,1287.8402182654797
60,2020-03-22,143,73.54928710658326,710.9778709493978,True,61,174.89121860025767,1287.8402182654797
61,2020-03-23,179,73.54928710658326,710.9778709493978,True,62,200.35095995664125,1287.8402182654797
62,2020-03-24,209,73.54928710658326,710.9778709493978,True,63,228.8368894583925,1287.8402182654797
63,2020-03-25,274,73.54928710658326,710.9778709493978,True,64,260.5092549201415,1287.8402182654797
64,2020-03-26,299,73.54928710658326,710.9778709493978,True,65,295.47963877047533,1287.8402182654797
65,2020-03-27,358,73.54928710658326,710.9778709493978,True,66,333.7952512507939,1287.8402182654797
66,2020-03-28,394,73.54928710658326,710.9778709493978,True,67,375.42348940702914,1287.8402182654797
67,2020-03-29,460,73.54928710658326,710.9778709493978,True,68,420.23833673916516,1287.8402182654797
68,2020-03-30,491,73.54928710658326,710.9778709493978,True,69,468.0104441356545,1287.8402182654797
69,2020-03-31,537,73.54928710658326,710.9778709493978,True,70,518.4027721242834,1287.8402182654797
70,2020-04-01,581,73.54928710658326,710.9778709493978,True,71,570.97339533929,1287.8402182654797
71,2020-04-02,649,73.54928710658326,710.9778709493978,True,72,625.1864314521631,1287.8402182654797
72,2020-04-03,696,73.54928710658326,710.9778709493978,True,73,680.4311022343068,1287.8402182654797
73,2020-04-04,771,73.54928710658326,710.9778709493978,True,74,736.0478057582749,1287.8402182654797
74,2020-04-05,811,73.54928710658326,710.9778709493978,True,75,791.3589963481498,1287.8402182654797
75,2020-04-06,843,73.54928710658326,710.9778709493978,True,76,845.7018768183152,1287.8402182654797
76,2020-04-07,880,73.54928710658326,710.9778709493978,True,77,898.4595993793996,1287.8402182654797
77,2020-04-08,912,73.54928710658326,710.9778709493978,True,78,949.0879255459065,1287.8402182654797
