,Report_Date,S. Korea_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
43,2020-03-05,6088,42.33822880443742,4725.277463752647,True,44,5622.649955681559,9450.311028297003
44,2020-03-06,6593,42.33822880443742,4725.277463752647,True,45,6136.014147917377,9450.311028297003
45,2020-03-07,7041,42.33822880443742,4725.277463752647,True,46,6615.248096781761,9450.311028297003
46,2020-03-08,7314,42.33822880443742,4725.277463752647,True,47,7052.274145141685,9450.311028297003
47,2020-03-09,7478,42.33822880443742,4725.277463752647,True,48,7442.387083619618,9450.311028297003
48,2020-03-10,7513,42.33822880443742,4725.277463752647,True,49,7784.038361006103,9450.311028297003
49,2020-03-11,7755,42.33822880443742,4725.277463752647,True,50,8078.2817430851055,9450.311028297003
50,2020-03-12,7869,42.33822880443742,4725.277463752647,True,51,8328.064663025172,9450.311028297003
51,2020-03-13,7979,42.33822880443742,4725.277463752647,True,52,8537.520474144992,9450.311028297003
52,2020-03-14,8086,42.33822880443742,4725.277463752647,True,53,8711.361091065382,9450.311028297003
53,2020-03-15,8162,42.33822880443742,4725.277463752647,True,54,8854.413846111373,9450.311028297003
54,2020-03-16,8236,42.33822880443742,4725.277463752647,True,55,8971.30529990172,9450.311028297003
55,2020-03-17,8320,42.33822880443742,4725.277463752647,True,56,9066.271393114916,9450.311028297003
56,2020-03-18,8413,42.33822880443742,4725.277463752647,True,57,9143.064391948434,9450.311028297003
57,2020-03-19,8565,42.33822880443742,4725.277463752647,True,58,9204.927279486466,9450.311028297003
58,2020-03-20,8652,42.33822880443742,4725.277463752647,True,59,9254.610928811187,9450.311028297003
59,2020-03-21,8799,42.33822880443742,4725.277463752647,True,60,9294.415423879062,9450.311028297003
60,2020-03-22,8961,42.33822880443742,4725.277463752647,True,61,9326.242560887811,9450.311028297003
61,2020-03-23,8961,42.33822880443742,4725.277463752647,True,62,9351.651159074778,9450.311028297003
62,2020-03-24,9037,42.33822880443742,4725.277463752647,True,63,9371.910206963461,9450.311028297003
63,2020-03-25,9137,42.33822880443742,4725.277463752647,True,64,9388.047211131585,9450.311028297003
64,2020-03-26,9241,42.33822880443742,4725.277463752647,True,65,9400.890631749819,9450.311028297003
65,2020-03-27,9332,42.33822880443742,4725.277463752647,True,66,9411.10621174594,9450.311028297003
66,2020-03-28,9478,42.33822880443742,4725.277463752647,True,67,9419.227524389371,9450.311028297003
67,2020-03-29,9583,42.33822880443742,4725.277463752647,True,68,9425.681320196196,9450.311028297003
68,2020-03-30,9661,42.33822880443742,4725.277463752647,True,69,9430.80834909823,9450.311028297003
69,2020-03-31,9786,42.33822880443742,4725.277463752647,True,70,9434.880335537295,9450.311028297003
70,2020-04-01,9887,42.33822880443742,4725.277463752647,True,71,9438.113736204934,9450.311028297003
71,2020-04-02,9976,42.33822880443742,4725.277463752647,True,72,9440.680839572531,9450.311028297003
72,2020-04-03,10062,42.33822880443742,4725.277463752647,True,73,9442.718689108528,9450.311028297003
73,2020-04-04,10156,42.33822880443742,4725.277463752647,True,74,9444.336237018708,9450.311028297003
74,2020-04-05,10237,42.33822880443742,4725.277463752647,True,75,9445.620066922858,9450.311028297003
75,2020-04-06,10284,42.33822880443742,4725.277463752647,True,76,9446.63896390986,9450.311028297003
76,2020-04-07,10331,42.33822880443742,4725.277463752647,True,77,9447.447559201903,9450.311028297003
77,2020-04-08,10384,42.33822880443742,4725.277463752647,True,78,9448.089233716128,9450.311028297003
