,Report_Date,S. Korea_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,1,42.33822880443742,4725.277463752647,True,1,0.6631839488952734,9450.311028297003
1,2020-01-23,1,42.33822880443742,4725.277463752647,True,2,0.8358130723613363,9450.311028297003
2,2020-01-24,2,42.33822880443742,4725.277463752647,True,3,1.0533731572014209,9450.311028297003
3,2020-01-25,2,42.33822880443742,4725.277463752647,True,4,1.3275556406738682,9450.311028297003
4,2020-01-26,3,42.33822880443742,4725.277463752647,True,5,1.6730924427459968,9450.311028297003
5,2020-01-27,4,42.33822880443742,4725.277463752647,True,6,2.1085456561588143,9450.311028297003
6,2020-01-28,4,42.33822880443742,4725.277463752647,True,7,2.6573017389663565,9450.311028297003
7,2020-01-29,4,42.33822880443742,4725.277463752647,True,8,3.3488228155352338,9450.311028297003
8,2020-01-30,4,42.33822880443742,4725.277463752647,True,9,4.220221016181733,9450.311028297003
9,2020-01-31,11,42.33822880443742,4725.277463752647,True,10,5.318238361430431,9450.311028297003
10,2020-02-01,12,42.33822880443742,4725.277463752647,True,11,6.7017352440880735,9450.311028297003
11,2020-02-02,15,42.33822880443742,4725.277463752647,True,12,8.444815914565106,9450.311028297003
12,2020-02-03,15,42.33822880443742,4725.277463752647,True,13,10.640750466973326,9450.311028297003
13,2020-02-04,16,42.33822880443742,4725.277463752647,True,14,13.406890651709277,9450.311028297003
14,2020-02-05,19,42.33822880443742,4725.277463752647,True,15,16.89082237501994,9450.311028297003
15,2020-02-06,23,42.33822880443742,4725.277463752647,True,16,21.27805176573385,9450.311028297003
16,2020-02-07,24,42.33822880443742,4725.277463752647,True,17,26.80158448385417,9450.311028297003
17,2020-02-08,24,42.33822880443742,4725.277463752647,True,18,33.75382881390745,9450.311028297003
18,2020-02-09,25,42.33822880443742,4725.277463752647,True,19,42.5013295111921,9450.311028297003
19,2020-02-10,27,42.33822880443742,4725.277463752647,True,20,53.50291570592743,9450.311028297003
20,2020-02-11,28,42.33822880443742,4725.277463752647,True,21,67.33191160923415,9450.311028297003
21,2020-02-12,28,42.33822880443742,4725.277463752647,True,22,84.70309426999303,9450.311028297003
22,2020-02-13,28,42.33822880443742,4725.277463752647,True,23,106.50505649232693,9450.311028297003
23,2020-02-14,28,42.33822880443742,4725.277463752647,True,24,133.8384946851951,9450.311028297003
24,2020-02-15,28,42.33822880443742,4725.277463752647,True,25,168.0606134853137,9450.311028297003
25,2020-02-16,29,42.33822880443742,4725.277463752647,True,26,210.83520799994707,9450.311028297003
26,2020-02-17,30,42.33822880443742,4725.277463752647,True,27,264.1868925664978,9450.311028297003
27,2020-02-18,31,42.33822880443742,4725.277463752647,True,28,330.5561875471662,9450.311028297003
28,2020-02-19,31,42.33822880443742,4725.277463752647,True,29,412.8495166097345,9450.311028297003
29,2020-02-20,104,42.33822880443742,4725.277463752647,True,30,514.4743891920031,9450.311028297003
30,2020-02-21,204,42.33822880443742,4725.277463752647,True,31,639.34506575873,9450.311028297003
31,2020-02-22,433,42.33822880443742,4725.277463752647,True,32,791.8381027777044,9450.311028297003
32,2020-02-23,602,42.33822880443742,4725.277463752647,True,33,976.6713311627814,9450.311028297003
33,2020-02-24,833,42.33822880443742,4725.277463752647,True,34,1198.6761685331055,9450.311028297003
34,2020-02-25,977,42.33822880443742,4725.277463752647,True,35,1462.4353507958924,9450.311028297003
35,2020-02-26,1261,42.33822880443742,4725.277463752647,True,36,1771.7712123715169,9450.311028297003
36,2020-02-27,1766,42.33822880443742,4725.277463752647,True,37,2129.0985782026096,9450.311028297003
37,2020-02-28,2337,42.33822880443742,4725.277463752647,True,38,2534.70294227026,9450.311028297003
38,2020-02-29,3150,42.33822880443742,4725.277463752647,True,39,2986.0625156483843,9450.311028297003
39,2020-03-01,3736,42.33822880443742,4725.277463752647,True,40,3477.3832082117265,9450.311028297003
40,2020-03-02,4335,42.33822880443742,4725.277463752647,True,41,3999.5291948084714,9450.311028297003
41,2020-03-03,5186,42.33822880443742,4725.277463752647,True,42,4540.480424744771,9450.311028297003
42,2020-03-04,5621,42.33822880443742,4725.277463752647,True,43,5086.326778033967,9450.311028297003
