,Report_Date,Brunei_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
60,2020-03-22,88,58.35094736844664,70.67225248631438,True,61,88.73213854419726,140.93857637112094
61,2020-03-23,91,58.35094736844664,70.67225248631438,True,62,95.06855314790388,140.93857637112094
62,2020-03-24,104,58.35094736844664,70.67225248631438,True,63,100.98891037488194,140.93857637112094
63,2020-03-25,109,58.35094736844664,70.67225248631438,True,64,106.43001054617623,140.93857637112094
64,2020-03-26,114,58.35094736844664,70.67225248631438,True,65,111.35534457997791,140.93857637112094
65,2020-03-27,115,58.35094736844664,70.67225248631438,True,66,115.75293927795782,140.93857637112094
66,2020-03-28,120,58.35094736844664,70.67225248631438,True,67,119.63141393734988,140.93857637112094
67,2020-03-29,126,58.35094736844664,70.67225248631438,True,68,123.01517114623249,140.93857637112094
68,2020-03-30,127,58.35094736844664,70.67225248631438,True,69,125.93950897526351,140.93857637112094
69,2020-03-31,129,58.35094736844664,70.67225248631438,True,70,128.4462053562665,140.93857637112094
70,2020-04-01,131,58.35094736844664,70.67225248631438,True,71,130.5798769815162,140.93857637112094
71,2020-04-02,133,58.35094736844664,70.67225248631438,True,72,132.385210147403,140.93857637112094
72,2020-04-03,134,58.35094736844664,70.67225248631438,True,73,133.9050210511029,140.93857637112094
73,2020-04-04,135,58.35094736844664,70.67225248631438,True,74,135.1790256239576,140.93857637112094
74,2020-04-05,135,58.35094736844664,70.67225248631438,True,75,136.24316975009208,140.93857637112094
75,2020-04-06,135,58.35094736844664,70.67225248631438,True,76,137.12937275496614,140.93857637112094
76,2020-04-07,135,58.35094736844664,70.67225248631438,True,77,137.86555585533472,140.93857637112094
77,2020-04-08,135,58.35094736844664,70.67225248631438,True,78,138.47585251087008,140.93857637112094
