,Report_Date,China_hebei_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,1,15.968641041232772,160.04628743796195,True,1,10.528918502411724,320.09254737952216
1,2020-01-23,1,15.968641041232772,160.04628743796195,True,2,13.088043852442711,320.09254737952216
2,2020-01-24,2,15.968641041232772,160.04628743796195,True,3,16.23655758708077,320.09254737952216
3,2020-01-25,8,15.968641041232772,160.04628743796195,True,4,20.092918953306285,320.09254737952216
4,2020-01-26,13,15.968641041232772,160.04628743796195,True,5,24.790481461263525,320.09254737952216
5,2020-01-27,18,15.968641041232772,160.04628743796195,True,6,30.474732947486213,320.09254737952216
6,2020-01-28,33,15.968641041232772,160.04628743796195,True,7,37.29771807711108,320.09254737952216
7,2020-01-29,48,15.968641041232772,160.04628743796195,True,8,45.408790761293645,320.09254737952216
8,2020-01-30,65,15.968641041232772,160.04628743796195,True,9,54.9410760708528,320.09254737952216
9,2020-01-31,82,15.968641041232772,160.04628743796195,True,10,65.99363950646922,320.09254737952216
10,2020-02-01,96,15.968641041232772,160.04628743796195,True,11,78.61046375954133,320.09254737952216
11,2020-02-02,104,15.968641041232772,160.04628743796195,True,12,92.75886007910997,320.09254737952216
12,2020-02-03,113,15.968641041232772,160.04628743796195,True,13,108.31154815551199,320.09254737952216
13,2020-02-04,126,15.968641041232772,160.04628743796195,True,14,125.03764845023225,320.09254737952216
14,2020-02-05,135,15.968641041232772,160.04628743796195,True,15,142.6074099209945,320.09254737952216
15,2020-02-06,157,15.968641041232772,160.04628743796195,True,16,160.61310477050304,320.09254737952216
16,2020-02-07,172,15.968641041232772,160.04628743796195,True,17,178.60446252440326,320.09254737952216
17,2020-02-08,195,15.968641041232772,160.04628743796195,True,18,196.13263621040943,320.09254737952216
18,2020-02-09,206,15.968641041232772,160.04628743796195,True,19,212.79387653419167,320.09254737952216
19,2020-02-10,218,15.968641041232772,160.04628743796195,True,20,228.2641890249183,320.09254737952216
20,2020-02-11,239,15.968641041232772,160.04628743796195,True,21,242.31921503443965,320.09254737952216
21,2020-02-12,251,15.968641041232772,160.04628743796195,True,22,254.8379914872658,320.09254737952216
22,2020-02-13,265,15.968641041232772,160.04628743796195,True,23,265.79322864875917,320.09254737952216
23,2020-02-14,283,15.968641041232772,160.04628743796195,True,24,275.233010787677,320.09254737952216
24,2020-02-15,291,15.968641041232772,160.04628743796195,True,25,283.2591339893452,320.09254737952216
25,2020-02-16,300,15.968641041232772,160.04628743796195,True,26,290.00622329805543,320.09254737952216
26,2020-02-17,301,15.968641041232772,160.04628743796195,True,27,295.6241528578349,320.09254737952216
27,2020-02-18,306,15.968641041232772,160.04628743796195,True,28,300.2647857551839,320.09254737952216
28,2020-02-19,306,15.968641041232772,160.04628743796195,True,29,304.0729789257406,320.09254737952216
29,2020-02-20,307,15.968641041232772,160.04628743796195,True,30,307.18120824000914,320.09254737952216
30,2020-02-21,308,15.968641041232772,160.04628743796195,True,31,309.70695627339023,320.09254737952216
31,2020-02-22,309,15.968641041232772,160.04628743796195,True,32,311.75202782068715,320.09254737952216
32,2020-02-23,311,15.968641041232772,160.04628743796195,True,33,313.4030947067089,320.09254737952216
33,2020-02-24,311,15.968641041232772,160.04628743796195,True,34,314.73294091776853,320.09254737952216
34,2020-02-25,311,15.968641041232772,160.04628743796195,True,35,315.80203741690946,320.09254737952216
35,2020-02-26,312,15.968641041232772,160.04628743796195,True,36,316.66020486346235,320.09254737952216
36,2020-02-27,317,15.968641041232772,160.04628743796195,True,37,317.3482184481072,320.09254737952216
37,2020-02-28,318,15.968641041232772,160.04628743796195,True,38,317.89927593071246,320.09254737952216
38,2020-02-29,318,15.968641041232772,160.04628743796195,True,39,318.3402939073574,320.09254737952216
39,2020-03-01,318,15.968641041232772,160.04628743796195,True,40,318.6930245192193,320.09254737952216
40,2020-03-02,318,15.968641041232772,160.04628743796195,True,41,318.97500044144215,320.09254737952216
41,2020-03-03,318,15.968641041232772,160.04628743796195,True,42,319.2003240156363,320.09254737952216
42,2020-03-04,318,15.968641041232772,160.04628743796195,True,43,319.38031965187713,320.09254737952216
43,2020-03-05,318,15.968641041232772,160.04628743796195,True,44,319.5240690619901,320.09254737952216
44,2020-03-06,318,15.968641041232772,160.04628743796195,True,45,319.6388477659758,320.09254737952216
45,2020-03-07,318,15.968641041232772,160.04628743796195,True,46,319.7304794393163,320.09254737952216
46,2020-03-08,318,15.968641041232772,160.04628743796195,True,47,319.8036225253688,320.09254737952216
47,2020-03-09,318,15.968641041232772,160.04628743796195,True,48,319.8620014017374,320.09254737952216
48,2020-03-10,318,15.968641041232772,160.04628743796195,True,49,319.9085924088279,320.09254737952216
49,2020-03-11,318,15.968641041232772,160.04628743796195,True,50,319.94577328888505,320.09254737952216
50,2020-03-12,318,15.968641041232772,160.04628743796195,True,51,319.97544306365535,320.09254737952216
51,2020-03-13,318,15.968641041232772,160.04628743796195,True,52,319.99911809125274,320.09254737952216
52,2020-03-14,318,15.968641041232772,160.04628743796195,True,53,320.01800896753895,320.09254737952216
53,2020-03-15,318,15.968641041232772,160.04628743796195,True,54,320.03308204866664,320.09254737952216
