,Report_Date,Australia_new south wales_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
36,2020-02-27,4,68.95193414552062,1762.447184362196,True,37,16.907771153466655,3384.224107139789
37,2020-02-28,4,68.95193414552062,1762.447184362196,True,38,19.962836791203035,3384.224107139789
38,2020-02-29,4,68.95193414552062,1762.447184362196,True,39,23.56621392318062,3384.224107139789
39,2020-03-01,6,68.95193414552062,1762.447184362196,True,40,27.814854266941428,3384.224107139789
40,2020-03-02,6,68.95193414552062,1762.447184362196,True,41,32.82228136309358,3384.224107139789
41,2020-03-03,13,68.95193414552062,1762.447184362196,True,42,38.72119945682129,3384.224107139789
42,2020-03-04,22,68.95193414552062,1762.447184362196,True,43,45.666424627758744,3384.224107139789
43,2020-03-05,22,68.95193414552062,1762.447184362196,True,44,53.83814139138385,3384.224107139789
44,2020-03-06,26,68.95193414552062,1762.447184362196,True,45,63.44546963710869,3384.224107139789
45,2020-03-07,28,68.95193414552062,1762.447184362196,True,46,74.73029936028404,3384.224107139789
46,2020-03-08,38,68.95193414552062,1762.447184362196,True,47,87.97131131120686,3384.224107139789
47,2020-03-09,48,68.95193414552062,1762.447184362196,True,48,103.48804709221456,3384.224107139789
48,2020-03-10,55,68.95193414552062,1762.447184362196,True,49,121.64481880413531,3384.224107139789
49,2020-03-11,65,68.95193414552062,1762.447184362196,True,50,142.85415270137685,3384.224107139789
50,2020-03-12,65,68.95193414552062,1762.447184362196,True,51,167.57934112497105,3384.224107139789
51,2020-03-13,92,68.95193414552062,1762.447184362196,True,52,196.33553231976768,3384.224107139789
52,2020-03-14,112,68.95193414552062,1762.447184362196,True,53,229.6886231616163,3384.224107139789
53,2020-03-15,134,68.95193414552062,1762.447184362196,True,54,268.2510472190818,3384.224107139789
54,2020-03-16,171,68.95193414552062,1762.447184362196,True,55,312.67339273224974,3384.224107139789
55,2020-03-17,210,68.95193414552062,1762.447184362196,True,56,363.63067939663847,3384.224107139789
56,2020-03-18,267,68.95193414552062,1762.447184362196,True,57,421.8021240228197,3384.224107139789
57,2020-03-19,307,68.95193414552062,1762.447184362196,True,58,487.84340491589,3384.224107139789
58,2020-03-20,353,68.95193414552062,1762.447184362196,True,59,562.3508753389647,3384.224107139789
59,2020-03-21,436,68.95193414552062,1762.447184362196,True,60,645.817953940286,3384.224107139789
60,2020-03-22,669,68.95193414552062,1762.447184362196,True,61,738.5850760142989,3384.224107139789
61,2020-03-23,669,68.95193414552062,1762.447184362196,True,62,840.7860901739399,3384.224107139789
62,2020-03-24,818,68.95193414552062,1762.447184362196,True,63,952.2956774613064,3384.224107139789
63,2020-03-25,1029,68.95193414552062,1762.447184362196,True,64,1072.6839524949676,3384.224107139789
64,2020-03-26,1219,68.95193414552062,1762.447184362196,True,65,1201.1854403357975,3384.224107139789
65,2020-03-27,1405,68.95193414552062,1762.447184362196,True,66,1336.689611230653,3384.224107139789
66,2020-03-28,1617,68.95193414552062,1762.447184362196,True,67,1477.7586948170615,3384.224107139789
67,2020-03-29,1791,68.95193414552062,1762.447184362196,True,68,1622.6754700500965,3384.224107139789
68,2020-03-30,2032,68.95193414552062,1762.447184362196,True,69,1769.5194683577292,3384.224107139789
69,2020-03-31,2032,68.95193414552062,1762.447184362196,True,70,1916.2653401103942,3384.224107139789
70,2020-04-01,2182,68.95193414552062,1762.447184362196,True,71,2060.8931254319755,3384.224107139789
71,2020-04-02,2298,68.95193414552062,1762.447184362196,True,72,2201.497905698434,3384.224107139789
72,2020-04-03,2389,68.95193414552062,1762.447184362196,True,73,2336.3864316875997,3384.224107139789
73,2020-04-04,2493,68.95193414552062,1762.447184362196,True,74,2464.150793852354,3384.224107139789
74,2020-04-05,2580,68.95193414552062,1762.447184362196,True,75,2583.7133244735496,3384.224107139789
75,2020-04-06,2637,68.95193414552062,1762.447184362196,True,76,2694.3416131431504,3384.224107139789
76,2020-04-07,2686,68.95193414552062,1762.447184362196,True,77,2795.6366852893552,3384.224107139789
77,2020-04-08,2734,68.95193414552062,1762.447184362196,True,78,2887.50027488991,3384.224107139789
