,Report_Date,Canada_quebec_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
58,2020-03-20,139,85.01547219437523,17692.994309351427,False,59,1014.2797121537336,35385.98861870287
59,2020-03-21,181,85.01547219437523,17692.994309351427,False,60,1156.562367938038,35385.98861870287
60,2020-03-22,219,85.01547219437523,17692.994309351427,False,61,1318.0389909007556,35385.98861870287
61,2020-03-23,628,85.01547219437523,17692.994309351427,False,62,1501.0719430816168,35385.98861870287
62,2020-03-24,1013,85.01547219437523,17692.994309351427,False,63,1708.24776140892,35385.98861870287
63,2020-03-25,1342,85.01547219437523,17692.994309351427,False,64,1942.3785971991606,35385.98861870287
64,2020-03-26,1632,85.01547219437523,17692.994309351427,False,65,2206.496730725766,35385.98861870287
65,2020-03-27,2024,85.01547219437523,17692.994309351427,False,66,2503.8399787323756,35385.98861870287
66,2020-03-28,2498,85.01547219437523,17692.994309351427,False,67,2837.825513710483,35385.98861870287
67,2020-03-29,2840,85.01547219437523,17692.994309351427,False,68,3212.009390842844,35385.98861870287
68,2020-03-30,3430,85.01547219437523,17692.994309351427,False,69,3630.0289972510113,35385.98861870287
69,2020-03-31,4162,85.01547219437523,17692.994309351427,False,70,4095.5257824101473,35385.98861870287
70,2020-04-01,4611,85.01547219437523,17692.994309351427,False,71,4612.046097363204,35385.98861870287
71,2020-04-02,5518,85.01547219437523,17692.994309351427,False,72,5182.918869302493,35385.98861870287
72,2020-04-03,6101,85.01547219437523,17692.994309351427,False,73,5811.110263108529,35385.98861870287
73,2020-04-04,6101,85.01547219437523,17692.994309351427,False,74,6499.057493555751,35385.98861870287
74,2020-04-05,7944,85.01547219437523,17692.994309351427,False,75,7248.486543586441,35385.98861870287
75,2020-04-06,8580,85.01547219437523,17692.994309351427,False,76,8060.22160098847,35385.98861870287
76,2020-04-07,9340,85.01547219437523,17692.994309351427,False,77,8933.997292273374,35385.98861870287
77,2020-04-08,10031,85.01547219437523,17692.994309351427,False,78,9868.287853711741,35385.98861870287
