,Report_Date,Australia_western australia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,68.60370256133659,301.9168101728701,True,1,0.007141583482409669,581.4035977608365
1,2020-01-23,0,68.60370256133659,301.9168101728701,True,2,0.008446483586205126,581.4035977608365
2,2020-01-24,0,68.60370256133659,301.9168101728701,True,3,0.009989809259659447,581.4035977608365
3,2020-01-25,0,68.60370256133659,301.9168101728701,True,4,0.011815122994061913,581.4035977608365
4,2020-01-26,0,68.60370256133659,301.9168101728701,True,5,0.013973945911386816,581.4035977608365
5,2020-01-27,0,68.60370256133659,301.9168101728701,True,6,0.01652721151269205,581.4035977608365
6,2020-01-28,0,68.60370256133659,301.9168101728701,True,7,0.019546984872955978,581.4035977608365
7,2020-01-29,0,68.60370256133659,301.9168101728701,True,8,0.023118495711604344,581.4035977608365
8,2020-01-30,0,68.60370256133659,301.9168101728701,True,9,0.02734254258775191,581.4035977608365
9,2020-01-31,0,68.60370256133659,301.9168101728701,True,10,0.03233833588884647,581.4035977608365
10,2020-02-01,0,68.60370256133659,301.9168101728701,True,11,0.03824685958863785,581.4035977608365
11,2020-02-02,0,68.60370256133659,301.9168101728701,True,12,0.04523484628360041,581.4035977608365
12,2020-02-03,0,68.60370256133659,301.9168101728701,True,13,0.053499477173753925,581.4035977608365
13,2020-02-04,0,68.60370256133659,301.9168101728701,True,14,0.06327393890093494,581.4035977608365
14,2020-02-05,0,68.60370256133659,301.9168101728701,True,15,0.07483399304186357,581.4035977608365
15,2020-02-06,0,68.60370256133659,301.9168101728701,True,16,0.08850574221458692,581.4035977608365
16,2020-02-07,0,68.60370256133659,301.9168101728701,True,17,0.10467480994184553,581.4035977608365
17,2020-02-08,0,68.60370256133659,301.9168101728701,True,18,0.12379719049305313,581.4035977608365
18,2020-02-09,0,68.60370256133659,301.9168101728701,True,19,0.14641207090697206,581.4035977608365
19,2020-02-10,0,68.60370256133659,301.9168101728701,True,20,0.17315698144638406,581.4035977608365
20,2020-02-11,0,68.60370256133659,301.9168101728701,True,21,0.20478569419634765,581.4035977608365
21,2020-02-12,0,68.60370256133659,301.9168101728701,True,22,0.24218936392422602,581.4035977608365
22,2020-02-13,0,68.60370256133659,301.9168101728701,True,23,0.28642149241543946,581.4035977608365
23,2020-02-14,0,68.60370256133659,301.9168101728701,True,24,0.33872739924369144,581.4035977608365
