,Report_Date,Guatemala_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,79.08572458958473,89.16769493956723,False,1,0.004236195871669164,167.5020564414591
1,2020-01-23,0,79.08572458958473,89.16769493956723,False,2,0.004855061238486237,167.5020564414591
2,2020-01-24,0,79.08572458958473,89.16769493956723,False,3,0.005564333754444034,167.5020564414591
3,2020-01-25,0,79.08572458958473,89.16769493956723,False,4,0.006377219693003729,167.5020564414591
4,2020-01-26,0,79.08572458958473,89.16769493956723,False,5,0.007308854163917974,167.5020564414591
5,2020-01-27,0,79.08572458958473,89.16769493956723,False,6,0.008376582741609242,167.5020564414591
6,2020-01-28,0,79.08572458958473,89.16769493956723,False,7,0.009600284186704569,167.5020564414591
7,2020-01-29,0,79.08572458958473,89.16769493956723,False,8,0.011002740248193326,167.5020564414591
8,2020-01-30,0,79.08572458958473,89.16769493956723,False,9,0.0126100594033958,167.5020564414591
9,2020-01-31,0,79.08572458958473,89.16769493956723,False,10,0.014452162388142682,167.5020564414591
10,2020-02-01,0,79.08572458958473,89.16769493956723,False,11,0.01656333850811107,167.5020564414591
11,2020-02-02,0,79.08572458958473,89.16769493956723,False,12,0.018982883024436306,167.5020564414591
12,2020-02-03,0,79.08572458958473,89.16769493956723,False,13,0.021755827395578953,167.5020564414591
13,2020-02-04,0,79.08572458958473,89.16769493956723,False,14,0.024933775859134474,167.5020564414591
14,2020-02-05,0,79.08572458958473,89.16769493956723,False,15,0.02857586378146661,167.5020564414591
15,2020-02-06,0,79.08572458958473,89.16769493956723,False,16,0.032749855423234935,167.5020564414591
16,2020-02-07,0,79.08572458958473,89.16769493956723,False,17,0.03753340130288159,167.5020564414591
17,2020-02-08,0,79.08572458958473,89.16769493956723,False,18,0.04301547823049136,167.5020564414591
18,2020-02-09,0,79.08572458958473,89.16769493956723,False,19,0.04929803837888088,167.5020564414591
19,2020-02-10,0,79.08572458958473,89.16769493956723,False,20,0.05649789751067325,167.5020564414591
20,2020-02-11,0,79.08572458958473,89.16769493956723,False,21,0.06474889674887427,167.5020564414591
21,2020-02-12,0,79.08572458958473,89.16769493956723,False,22,0.07420437712985237,167.5020564414591
22,2020-02-13,0,79.08572458958473,89.16769493956723,False,23,0.08504001168399136,167.5020564414591
23,2020-02-14,0,79.08572458958473,89.16769493956723,False,24,0.09745704602960292,167.5020564414591
24,2020-02-15,0,79.08572458958473,89.16769493956723,False,25,0.11168600552529054,167.5020564414591
