,Report_Date,Slovenia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,65.3599498705112,604.8314210462053,True,1,0.04026544715010815,1178.320860145938
1,2020-01-23,0,65.3599498705112,604.8314210462053,True,2,0.04726101609049514,1178.320860145938
2,2020-01-24,0,65.3599498705112,604.8314210462053,True,3,0.05547191340851176,1178.320860145938
3,2020-01-25,0,65.3599498705112,604.8314210462053,True,4,0.06510925500196668,1178.320860145938
4,2020-01-26,0,65.3599498705112,604.8314210462053,True,5,0.07642082197173777,1178.320860145938
5,2020-01-27,0,65.3599498705112,604.8314210462053,True,6,0.08969742538820007,1178.320860145938
6,2020-01-28,0,65.3599498705112,604.8314210462053,True,7,0.10528037479312419,1178.320860145938
7,2020-01-29,0,65.3599498705112,604.8314210462053,True,8,0.12357024141128217,1178.320860145938
8,2020-01-30,0,65.3599498705112,604.8314210462053,True,9,0.14503713992753517,1178.320860145938
9,2020-01-31,0,65.3599498705112,604.8314210462053,True,10,0.17023279116692466,1178.320860145938
10,2020-02-01,0,65.3599498705112,604.8314210462053,True,11,0.1998046730277664,1178.320860145938
11,2020-02-02,0,65.3599498705112,604.8314210462053,True,12,0.23451261963716735,1178.320860145938
12,2020-02-03,0,65.3599498705112,604.8314210462053,True,13,0.2752482901659714,1178.320860145938
13,2020-02-04,0,65.3599498705112,604.8314210462053,True,14,0.32305800048253563,1178.320860145938
14,2020-02-05,0,65.3599498705112,604.8314210462053,True,15,0.3791694944749491,1178.320860145938
15,2020-02-06,0,65.3599498705112,604.8314210462053,True,16,0.44502332928896654,1178.320860145938
16,2020-02-07,0,65.3599498705112,604.8314210462053,True,17,0.5223096620184622,1178.320860145938
17,2020-02-08,0,65.3599498705112,604.8314210462053,True,18,0.6130113569090878,1178.320860145938
18,2020-02-09,0,65.3599498705112,604.8314210462053,True,19,0.71945448451955,1178.320860145938
19,2020-02-10,0,65.3599498705112,604.8314210462053,True,20,0.8443674604080533,1178.320860145938
20,2020-02-11,0,65.3599498705112,604.8314210462053,True,21,0.9909502738771591,1178.320860145938
21,2020-02-12,0,65.3599498705112,604.8314210462053,True,22,1.1629554903825756,1178.320860145938
22,2020-02-13,0,65.3599498705112,604.8314210462053,True,23,1.3647829777044764,1178.320860145938
23,2020-02-14,0,65.3599498705112,604.8314210462053,True,24,1.6015906090793635,1178.320860145938
24,2020-02-15,0,65.3599498705112,604.8314210462053,True,25,1.8794235389760647,1178.320860145938
25,2020-02-16,0,65.3599498705112,604.8314210462053,True,26,2.205365031031501,1178.320860145938
26,2020-02-17,0,65.3599498705112,604.8314210462053,True,27,2.5877122433770032,1178.320860145938
27,2020-02-18,0,65.3599498705112,604.8314210462053,True,28,3.0361808424318832,1178.320860145938
28,2020-02-19,0,65.3599498705112,604.8314210462053,True,29,3.562142816956441,1178.320860145938
29,2020-02-20,0,65.3599498705112,604.8314210462053,True,30,4.178902389275698,1178.320860145938
30,2020-02-21,0,65.3599498705112,604.8314210462053,True,31,4.902015452109484,1178.320860145938
31,2020-02-22,0,65.3599498705112,604.8314210462053,True,32,5.749658468691691,1178.320860145938
32,2020-02-23,0,65.3599498705112,604.8314210462053,True,33,6.74305321725258,1178.320860145938
33,2020-02-24,0,65.3599498705112,604.8314210462053,True,34,7.906954074454573,1178.320860145938
34,2020-02-25,0,65.3599498705112,604.8314210462053,True,35,9.270204624386485,1178.320860145938
35,2020-02-26,0,65.3599498705112,604.8314210462053,True,36,10.866370121919388,1178.320860145938
36,2020-02-27,0,65.3599498705112,604.8314210462053,True,37,12.734451555422268,1178.320860145938
37,2020-02-28,0,65.3599498705112,604.8314210462053,True,38,14.919685506678913,1178.320860145938
38,2020-02-29,0,65.3599498705112,604.8314210462053,True,39,17.47443138185605,1178.320860145938
39,2020-03-01,0,65.3599498705112,604.8314210462053,True,40,20.45914348143908,1178.320860145938
40,2020-03-02,0,65.3599498705112,604.8314210462053,True,41,23.943419278854112,1178.320860145938
41,2020-03-03,0,65.3599498705112,604.8314210462053,True,42,28.00710656419218,1178.320860145938
42,2020-03-04,0,65.3599498705112,604.8314210462053,True,43,32.7414400520302,1178.320860145938
43,2020-03-05,2,65.3599498705112,604.8314210462053,True,44,38.25016184709299,1178.320860145938
44,2020-03-06,7,65.3599498705112,604.8314210462053,True,45,44.65055900359108,1178.320860145938
45,2020-03-07,7,65.3599498705112,604.8314210462053,True,46,52.07432463645803,1178.320860145938
46,2020-03-08,16,65.3599498705112,604.8314210462053,True,47,60.668116349692326,1178.320860145938
47,2020-03-09,16,65.3599498705112,604.8314210462053,True,48,70.5936475744828,1178.320860145938
48,2020-03-10,31,65.3599498705112,604.8314210462053,True,49,82.02710543887683,1178.320860145938
49,2020-03-11,57,65.3599498705112,604.8314210462053,True,50,95.1576466187252,1178.320860145938
50,2020-03-12,89,65.3599498705112,604.8314210462053,True,51,110.18468654092975,1178.320860145938
51,2020-03-13,141,65.3599498705112,604.8314210462053,True,52,127.31367706608869,1178.320860145938
52,2020-03-14,181,65.3599498705112,604.8314210462053,True,53,146.75007699043923,1178.320860145938
53,2020-03-15,219,65.3599498705112,604.8314210462053,True,54,168.69127552590018,1178.320860145938
