,Report_Date,"Netherlands_bonaire, sint eustatius and saba_cases",fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,87.03588959498342,1.9574269974412992,False,1,0.005955509992063487,0.013578698029073171
1,2020-01-23,0,87.03588959498342,1.9574269974412992,False,2,0.006421122380805027,0.013578698029073171
2,2020-01-24,0,87.03588959498342,1.9574269974412992,False,3,0.006923072703685446,0.013578698029073171
3,2020-01-25,0,87.03588959498342,1.9574269974412992,False,4,0.007464186421791008,0.013578698029073171
4,2020-01-26,0,87.03588959498342,1.9574269974412992,False,5,0.008047506989971089,0.013578698029073171
5,2020-01-27,0,87.03588959498342,1.9574269974412992,False,6,0.008676312399553063,0.013578698029073171
6,2020-01-28,0,87.03588959498342,1.9574269974412992,False,7,0.009354132931419571,0.013578698029073171
7,2020-01-29,0,87.03588959498342,1.9574269974412992,False,8,0.010084770200608596,0.013578698029073171
8,2020-01-30,0,87.03588959498342,1.9574269974412992,False,9,0.01087231757779242,0.013578698029073171
9,2020-01-31,0,87.03588959498342,1.9574269974412992,False,10,0.011721182077178231,0.013578698029073171
10,2020-02-01,0,87.03588959498342,1.9574269974412992,False,11,0.012636107804499459,0.013578698029073171
11,2020-02-02,0,87.03588959498342,1.9574269974412992,False,12,0.01362220106276852,0.013578698029073171
12,2020-02-03,0,87.03588959498342,1.9574269974412992,False,13,0.014684957217262373,0.013578698029073171
13,2020-02-04,0,87.03588959498342,1.9574269974412992,False,14,0.01583028942471863,0.013578698029073171
14,2020-02-05,0,87.03588959498342,1.9574269974412992,False,15,0.017064559334821996,0.013578698029073171
15,2020-02-06,0,87.03588959498342,1.9574269974412992,False,16,0.01839460987462645,0.013578698029073171
16,2020-02-07,0,87.03588959498342,1.9574269974412992,False,17,0.019827800228432408,0.013578698029073171
17,2020-02-08,0,87.03588959498342,1.9574269974412992,False,18,0.021372043126637614,0.013578698029073171
18,2020-02-09,0,87.03588959498342,1.9574269974412992,False,19,0.023035844556990762,0.013578698029073171
19,2020-02-10,0,87.03588959498342,1.9574269974412992,False,20,0.024828346010248855,0.013578698029073171
20,2020-02-11,0,87.03588959498342,1.9574269974412992,False,21,0.026759369369182676,0.013578698029073171
21,2020-02-12,0,87.03588959498342,1.9574269974412992,False,22,0.02883946454485458,0.013578698029073171
