,Report_Date,Madagascar_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,77.47922147747818,91.89212474992988,True,1,0.002132242922713665,151.95823206241073
1,2020-01-23,0,77.47922147747818,91.89212474992988,True,2,0.00247382688757162,151.95823206241073
2,2020-01-24,0,77.47922147747818,91.89212474992988,True,3,0.0028701315325246235,151.95823206241073
3,2020-01-25,0,77.47922147747818,91.89212474992988,True,4,0.0033299226432017986,151.95823206241073
4,2020-01-26,0,77.47922147747818,91.89212474992988,True,5,0.003863370106885914,151.95823206241073
5,2020-01-27,0,77.47922147747818,91.89212474992988,True,6,0.004482272785797072,151.95823206241073
6,2020-01-28,0,77.47922147747818,91.89212474992988,True,7,0.005200319392601896,151.95823206241073
7,2020-01-29,0,77.47922147747818,91.89212474992988,True,8,0.006033391127864789,151.95823206241073
8,2020-01-30,0,77.47922147747818,91.89212474992988,True,9,0.006999912759141763,151.95823206241073
9,2020-01-31,0,77.47922147747818,91.89212474992988,True,10,0.008121259887839448,151.95823206241073
10,2020-02-01,0,77.47922147747818,91.89212474992988,True,11,0.009422231385954832,151.95823206241073
11,2020-02-02,0,77.47922147747818,91.89212474992988,True,12,0.010931597417101006,151.95823206241073
12,2020-02-03,0,77.47922147747818,91.89212474992988,True,13,0.012682735115666303,151.95823206241073
13,2020-02-04,0,77.47922147747818,91.89212474992988,True,14,0.014714365920142613,151.95823206241073
14,2020-02-05,0,77.47922147747818,91.89212474992988,True,15,0.01707141078261506,151.95823206241073
15,2020-02-06,0,77.47922147747818,91.89212474992988,True,16,0.019805982053353027,151.95823206241073
16,2020-02-07,0,77.47922147747818,91.89212474992988,True,17,0.02297853382167279,151.95823206241073
17,2020-02-08,0,77.47922147747818,91.89212474992988,True,18,0.026659195944075665,151.95823206241073
18,2020-02-09,0,77.47922147747818,91.89212474992988,True,19,0.030929320979506802,151.95823206241073
19,2020-02-10,0,77.47922147747818,91.89212474992988,True,20,0.035883277861065724,151.95823206241073
20,2020-02-11,0,77.47922147747818,91.89212474992988,True,21,0.04163053145671994,151.95823206241073
