,Report_Date,Madagascar_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
21,2020-02-12,0,77.47922147747818,91.89212474992988,True,22,0.048298053314350615,151.95823206241073
22,2020-02-13,0,77.47922147747818,91.89212474992988,True,23,0.05603311596863969,151.95823206241073
23,2020-02-14,0,77.47922147747818,91.89212474992988,True,24,0.06500653134400391,151.95823206241073
24,2020-02-15,0,77.47922147747818,91.89212474992988,True,25,0.07541640317047128,151.95823206241073
25,2020-02-16,0,77.47922147747818,91.89212474992988,True,26,0.08749247410674864,151.95823206241073
26,2020-02-17,0,77.47922147747818,91.89212474992988,True,27,0.10150116062294184,151.95823206241073
27,2020-02-18,0,77.47922147747818,91.89212474992988,True,28,0.11775138283778078,151.95823206241073
28,2020-02-19,0,77.47922147747818,91.89212474992988,True,29,0.1366013126506376,151.95823206241073
29,2020-02-20,0,77.47922147747818,91.89212474992988,True,30,0.15846618188828956,151.95823206241073
30,2020-02-21,0,77.47922147747818,91.89212474992988,True,31,0.18382731303807873,151.95823206241073
31,2020-02-22,0,77.47922147747818,91.89212474992988,True,32,0.21324255869821462,151.95823206241073
32,2020-02-23,0,77.47922147747818,91.89212474992988,True,33,0.24735836236147327,151.95823206241073
33,2020-02-24,0,77.47922147747818,91.89212474992988,True,34,0.2869236827427145,151.95823206241073
34,2020-02-25,0,77.47922147747818,91.89212474992988,True,35,0.3328060566795304,151.95823206241073
35,2020-02-26,0,77.47922147747818,91.89212474992988,True,36,0.38601011168731475,151.95823206241073
36,2020-02-27,0,77.47922147747818,91.89212474992988,True,37,0.44769887837806555,151.95823206241073
37,2020-02-28,0,77.47922147747818,91.89212474992988,True,38,0.5192182947546674,151.95823206241073
38,2020-02-29,0,77.47922147747818,91.89212474992988,True,39,0.6021253381156855,151.95823206241073
39,2020-03-01,0,77.47922147747818,91.89212474992988,True,40,0.6982202647003933,151.95823206241073
40,2020-03-02,0,77.47922147747818,91.89212474992988,True,41,0.809583480333719,151.95823206241073
41,2020-03-03,0,77.47922147747818,91.89212474992988,True,42,0.9386176043230419,151.95823206241073
42,2020-03-04,0,77.47922147747818,91.89212474992988,True,43,1.088095319579943,151.95823206241073
43,2020-03-05,0,77.47922147747818,91.89212474992988,True,44,1.2612136185834293,151.95823206241073
44,2020-03-06,0,77.47922147747818,91.89212474992988,True,45,1.461655049369409,151.95823206241073
45,2020-03-07,0,77.47922147747818,91.89212474992988,True,46,1.693656527400652,151.95823206241073
46,2020-03-08,0,77.47922147747818,91.89212474992988,True,47,1.962086193533187,151.95823206241073
47,2020-03-09,0,77.47922147747818,91.89212474992988,True,48,2.272528646480922,151.95823206241073
48,2020-03-10,0,77.47922147747818,91.89212474992988,True,49,2.631378635909912,151.95823206241073
49,2020-03-11,0,77.47922147747818,91.89212474992988,True,50,3.0459429389231945,151.95823206241073
50,2020-03-12,0,77.47922147747818,91.89212474992988,True,51,3.5245496204210984,151.95823206241073
51,2020-03-13,0,77.47922147747818,91.89212474992988,True,52,4.076663151289565,151.95823206241073
52,2020-03-14,0,77.47922147747818,91.89212474992988,True,53,4.7130028751277,151.95823206241073
53,2020-03-15,0,77.47922147747818,91.89212474992988,True,54,5.445661016621935,151.95823206241073
54,2020-03-16,0,77.47922147747818,91.89212474992988,True,55,6.288214754107368,151.95823206241073
55,2020-03-17,0,77.47922147747818,91.89212474992988,True,56,7.255824783604019,151.95823206241073
56,2020-03-18,0,77.47922147747818,91.89212474992988,True,57,8.365310249749696,151.95823206241073
57,2020-03-19,0,77.47922147747818,91.89212474992988,True,58,9.635186918181697,151.95823206241073
58,2020-03-20,3,77.47922147747818,91.89212474992988,True,59,11.085652089369715,151.95823206241073
59,2020-03-21,3,77.47922147747818,91.89212474992988,True,60,12.73849618619387,151.95823206241073
60,2020-03-22,3,77.47922147747818,91.89212474992988,True,61,14.616917518226554,151.95823206241073
61,2020-03-23,12,77.47922147747818,91.89212474992988,True,62,16.74521396688966,151.95823206241073
62,2020-03-24,17,77.47922147747818,91.89212474992988,True,63,19.148324023430572,151.95823206241073
63,2020-03-25,19,77.47922147747818,91.89212474992988,True,64,21.851190784217533,151.95823206241073
64,2020-03-26,23,77.47922147747818,91.89212474992988,True,65,24.87792743119997,151.95823206241073
65,2020-03-27,26,77.47922147747818,91.89212474992988,True,66,28.25077276964181,151.95823206241073
66,2020-03-28,26,77.47922147747818,91.89212474992988,True,67,31.988841783819915,151.95823206241073
67,2020-03-29,39,77.47922147747818,91.89212474992988,True,68,36.10669957861975,151.95823206241073
68,2020-03-30,43,77.47922147747818,91.89212474992988,True,69,40.61281708686666,151.95823206241073
69,2020-03-31,57,77.47922147747818,91.89212474992988,True,70,45.50800144511121,151.95823206241073
70,2020-04-01,57,77.47922147747818,91.89212474992988,True,71,50.78392873742081,151.95823206241073
71,2020-04-02,59,77.47922147747818,91.89212474992988,True,72,56.42193543177721,151.95823206241073
72,2020-04-03,70,77.47922147747818,91.89212474992988,True,73,62.392239264851185,151.95823206241073
73,2020-04-04,70,77.47922147747818,91.89212474992988,True,74,68.6537524951909,151.95823206241073
74,2020-04-05,72,77.47922147747818,91.89212474992988,True,75,75.15461454708698,151.95823206241073
75,2020-04-06,82,77.47922147747818,91.89212474992988,True,76,81.83350620367383,151.95823206241073
76,2020-04-07,88,77.47922147747818,91.89212474992988,True,77,88.62171963307495,151.95823206241073
77,2020-04-08,93,77.47922147747818,91.89212474992988,True,78,95.4458607184021,151.95823206241073
