,Report_Date,Seychelles_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,59.980318701132084,5.424619921240078,True,1,0.00013144822491103066,10.799390477572185
1,2020-01-23,0,59.980318701132084,5.424619921240078,True,2,0.0001592627790783677,10.799390477572185
2,2020-01-24,0,59.980318701132084,5.424619921240078,True,3,0.00019296281145495472,10.799390477572185
3,2020-01-25,0,59.980318701132084,5.424619921240078,True,4,0.00023379362300677536,10.799390477572185
4,2020-01-26,0,59.980318701132084,5.424619921240078,True,5,0.00028326398344731795,10.799390477572185
5,2020-01-27,0,59.980318701132084,5.424619921240078,True,6,0.00034320186268173465,10.799390477572185
6,2020-01-28,0,59.980318701132084,5.424619921240078,True,7,0.00041582194608178,10.799390477572185
7,2020-01-29,0,59.980318701132084,5.424619921240078,True,8,0.0005038074228096523,10.799390477572185
8,2020-01-30,0,59.980318701132084,5.424619921240078,True,9,0.0006104090611317741,10.799390477572185
9,2020-01-31,0,59.980318701132084,5.424619921240078,True,10,0.0007395652194819711,10.799390477572185
10,2020-02-01,0,59.980318701132084,5.424619921240078,True,11,0.0008960472098055979,10.799390477572185
11,2020-02-02,0,59.980318701132084,5.424619921240078,True,12,0.0010856353579321322,10.799390477572185
12,2020-02-03,0,59.980318701132084,5.424619921240078,True,13,0.0013153322273903876,10.799390477572185
13,2020-02-04,0,59.980318701132084,5.424619921240078,True,14,0.001593620827748468,10.799390477572185
14,2020-02-05,0,59.980318701132084,5.424619921240078,True,15,0.0019307772635037534,10.799390477572185
15,2020-02-06,0,59.980318701132084,5.424619921240078,True,16,0.002339249251097334,10.799390477572185
16,2020-02-07,0,59.980318701132084,5.424619921240078,True,17,0.002834114306646351,10.799390477572185
17,2020-02-08,0,59.980318701132084,5.424619921240078,True,18,0.00343363426445841,10.799390477572185
18,2020-02-09,0,59.980318701132084,5.424619921240078,True,19,0.00415992621903734,10.799390477572185
19,2020-02-10,0,59.980318701132084,5.424619921240078,True,20,0.005039774099104166,10.799390477572185
20,2020-02-11,0,59.980318701132084,5.424619921240078,True,21,0.006105610005634248,10.799390477572185
21,2020-02-12,0,59.980318701132084,5.424619921240078,True,22,0.007396700318607224,10.799390477572185
22,2020-02-13,0,59.980318701132084,5.424619921240078,True,23,0.008960578557055204,10.799390477572185
23,2020-02-14,0,59.980318701132084,5.424619921240078,True,24,0.01085477523576283,10.799390477572185
24,2020-02-15,0,59.980318701132084,5.424619921240078,True,25,0.013148904678965222,10.799390477572185
25,2020-02-16,0,59.980318701132084,5.424619921240078,True,26,0.015927180102296767,10.799390477572185
26,2020-02-17,0,59.980318701132084,5.424619921240078,True,27,0.019291441411707303,10.799390477572185
27,2020-02-18,0,59.980318701132084,5.424619921240078,True,28,0.02336479519012645,10.799390477572185
28,2020-02-19,0,59.980318701132084,5.424619921240078,True,29,0.028295983243196526,10.799390477572185
29,2020-02-20,0,59.980318701132084,5.424619921240078,True,30,0.034264614668293586,10.799390477572185
30,2020-02-21,0,59.980318701132084,5.424619921240078,True,31,0.04148741621669642,10.799390477572185
31,2020-02-22,0,59.980318701132084,5.424619921240078,True,32,0.05022567579735959,10.799390477572185
32,2020-02-23,0,59.980318701132084,5.424619921240078,True,33,0.06079407268218528,10.799390477572185
33,2020-02-24,0,59.980318701132084,5.424619921240078,True,34,0.0735711026372041,10.799390477572185
34,2020-02-25,0,59.980318701132084,5.424619921240078,True,35,0.08901131263341013,10.799390477572185
35,2020-02-26,0,59.980318701132084,5.424619921240078,True,36,0.10765955165790662,10.799390477572185
36,2020-02-27,0,59.980318701132084,5.424619921240078,True,37,0.1301674121657253,10.799390477572185
37,2020-02-28,0,59.980318701132084,5.424619921240078,True,38,0.15731196763127991,10.799390477572185
38,2020-02-29,0,59.980318701132084,5.424619921240078,True,39,0.19001678709458375,10.799390477572185
39,2020-03-01,0,59.980318701132084,5.424619921240078,True,40,0.2293750028870133,10.799390477572185
40,2020-03-02,0,59.980318701132084,5.424619921240078,True,41,0.27667389110329316,10.799390477572185
41,2020-03-03,0,59.980318701132084,5.424619921240078,True,42,0.33341995718262674,10.799390477572185
42,2020-03-04,0,59.980318701132084,5.424619921240078,True,43,0.4013628578951933,10.799390477572185
43,2020-03-05,0,59.980318701132084,5.424619921240078,True,44,0.4825155944991689,10.799390477572185
44,2020-03-06,0,59.980318701132084,5.424619921240078,True,45,0.5791672527744648,10.799390477572185
45,2020-03-07,0,59.980318701132084,5.424619921240078,True,46,0.6938831542738069,10.799390477572185
46,2020-03-08,0,59.980318701132084,5.424619921240078,True,47,0.829485702784958,10.799390477572185
47,2020-03-09,0,59.980318701132084,5.424619921240078,True,48,0.9890076670301101,10.799390477572185
48,2020-03-10,0,59.980318701132084,5.424619921240078,True,49,1.175608523376122,10.799390477572185
49,2020-03-11,0,59.980318701132084,5.424619921240078,True,50,1.3924444115204793,10.799390477572185
50,2020-03-12,0,59.980318701132084,5.424619921240078,True,51,1.6424840894956516,10.799390477572185
51,2020-03-13,0,59.980318701132084,5.424619921240078,True,52,1.9282680050183476,10.799390477572185
52,2020-03-14,2,59.980318701132084,5.424619921240078,True,53,2.2516160758445585,10.799390477572185
53,2020-03-15,2,59.980318701132084,5.424619921240078,True,54,2.6133021883133583,10.799390477572185
54,2020-03-16,3,59.980318701132084,5.424619921240078,True,55,3.012728649761877,10.799390477572185
55,2020-03-17,4,59.980318701132084,5.424619921240078,True,56,3.4476488152216813,10.799390477572185
56,2020-03-18,4,59.980318701132084,5.424619921240078,True,57,3.913995838863116,10.799390477572185
57,2020-03-19,6,59.980318701132084,5.424619921240078,True,58,4.405874054571952,10.799390477572185
58,2020-03-20,7,59.980318701132084,5.424619921240078,True,59,4.915752379039236,10.799390477572185
59,2020-03-21,7,59.980318701132084,5.424619921240078,True,60,5.434866278224898,10.799390477572185
60,2020-03-22,7,59.980318701132084,5.424619921240078,True,61,5.953792578315951,10.799390477572185
61,2020-03-23,7,59.980318701132084,5.424619921240078,True,62,6.463121657995915,10.799390477572185
62,2020-03-24,7,59.980318701132084,5.424619921240078,True,63,6.954127602525843,10.799390477572185
63,2020-03-25,7,59.980318701132084,5.424619921240078,True,64,7.419337412121203,10.799390477572185
64,2020-03-26,7,59.980318701132084,5.424619921240078,True,65,7.852925147311282,10.799390477572185
65,2020-03-27,7,59.980318701132084,5.424619921240078,True,66,8.250896998196966,10.799390477572185
66,2020-03-28,8,59.980318701132084,5.424619921240078,True,67,8.61107535233096,10.799390477572185
67,2020-03-29,8,59.980318701132084,5.424619921240078,True,68,8.93292224459633,10.799390477572185
68,2020-03-30,8,59.980318701132084,5.424619921240078,True,69,9.217259027491718,10.799390477572185
69,2020-03-31,10,59.980318701132084,5.424619921240078,True,70,9.465940002594932,10.799390477572185
