,Report_Date,"Tanzania, United Republic of_cases",fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
56,2020-03-18,3,66.10772629951165,13.701760587988048,True,57,4.656589179033709,26.811258658547107
57,2020-03-19,6,66.10772629951165,13.701760587988048,True,58,5.368894963041167,26.811258658547107
58,2020-03-20,6,66.10772629951165,13.701760587988048,True,59,6.160650257592851,26.811258658547107
59,2020-03-21,6,66.10772629951165,13.701760587988048,True,60,7.031904505438061,26.811258658547107
60,2020-03-22,12,66.10772629951165,13.701760587988048,True,61,7.980086808396516,26.811258658547107
61,2020-03-23,12,66.10772629951165,13.701760587988048,True,62,8.999640014146745,26.811258658547107
62,2020-03-24,12,66.10772629951165,13.701760587988048,True,63,10.081841203933351,26.811258658547107
63,2020-03-25,12,66.10772629951165,13.701760587988048,True,64,11.214875922179443,26.811258658547107
64,2020-03-26,13,66.10772629951165,13.701760587988048,True,65,12.38420685354029,26.811258658547107
65,2020-03-27,13,66.10772629951165,13.701760587988048,True,66,13.573235220165778,26.811258658547107
66,2020-03-28,14,66.10772629951165,13.701760587988048,True,67,14.764202669901994,26.811258658547107
67,2020-03-29,14,66.10772629951165,13.701760587988048,True,68,15.939235145411008,26.811258658547107
68,2020-03-30,19,66.10772629951165,13.701760587988048,True,69,17.081401176747246,26.811258658547107
69,2020-03-31,19,66.10772629951165,13.701760587988048,True,70,18.175654023072493,26.811258658547107
70,2020-04-01,20,66.10772629951165,13.701760587988048,True,71,19.20955104065542,26.811258658547107
71,2020-04-02,20,66.10772629951165,13.701760587988048,True,72,20.173687252158768,26.811258658547107
72,2020-04-03,20,66.10772629951165,13.701760587988048,True,73,21.061830820898965,26.811258658547107
73,2020-04-04,20,66.10772629951165,13.701760587988048,True,74,21.87079315360749,26.811258658547107
74,2020-04-05,22,66.10772629951165,13.701760587988048,True,75,22.600096748185905,26.811258658547107
75,2020-04-06,24,66.10772629951165,13.701760587988048,True,76,23.251516588263375,26.811258658547107
76,2020-04-07,24,66.10772629951165,13.701760587988048,True,77,23.82856799285144,26.811258658547107
77,2020-04-08,25,66.10772629951165,13.701760587988048,True,78,24.336000515402663,26.811258658547107
