,Report_Date,Zambia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,70.0486049673956,28.576637001430154,True,1,0.0006736200481260102,54.31181415725232
1,2020-01-23,0,70.0486049673956,28.576637001430154,True,2,0.0007939499005070579,54.31181415725232
2,2020-01-24,0,70.0486049673956,28.576637001430154,True,3,0.0009357741195440342,54.31181415725232
3,2020-01-25,0,70.0486049673956,28.576637001430154,True,4,0.0011029320793237026,54.31181415725232
4,2020-01-26,0,70.0486049673956,28.576637001430154,True,5,0.0012999488986176492,54.31181415725232
5,2020-01-27,0,70.0486049673956,28.576637001430154,True,6,0.0015321578999396076,54.31181415725232
6,2020-01-28,0,70.0486049673956,28.576637001430154,True,7,0.0018058449290491096,54.31181415725232
7,2020-01-29,0,70.0486049673956,28.576637001430154,True,8,0.0021284184341178068,54.31181415725232
8,2020-01-30,0,70.0486049673956,28.576637001430154,True,9,0.002508609898049319,54.31181415725232
9,2020-01-31,0,70.0486049673956,28.576637001430154,True,10,0.0029567100348605792,54.31181415725232
10,2020-02-01,0,70.0486049673956,28.576637001430154,True,11,0.0034848471232481995,54.31181415725232
11,2020-02-02,0,70.0486049673956,28.576637001430154,True,12,0.004107314982868936,54.31181415725232
12,2020-02-03,0,70.0486049673956,28.576637001430154,True,13,0.004840959431201954,54.31181415725232
13,2020-02-04,0,70.0486049673956,28.576637001430154,True,14,0.005705633625932587,54.31181415725232
14,2020-02-05,0,70.0486049673956,28.576637001430154,True,15,0.006724734540264361,54.31181415725232
15,2020-02-06,0,70.0486049673956,28.576637001430154,True,16,0.007925834983860746,54.31181415725232
16,2020-02-07,0,70.0486049673956,28.576637001430154,True,17,0.009341428125462261,54.31181415725232
17,2020-02-08,0,70.0486049673956,28.576637001430154,True,18,0.011009804458755818,54.31181415725232
18,2020-02-09,0,70.0486049673956,28.576637001430154,True,19,0.012976084655071708,54.31181415725232
19,2020-02-10,0,70.0486049673956,28.576637001430154,True,20,0.015293435850674178,54.31181415725232
20,2020-02-11,0,70.0486049673956,28.576637001430154,True,21,0.018024503721305478,54.31181415725232
21,2020-02-12,0,70.0486049673956,28.576637001430154,True,22,0.021243098314849013,54.31181415725232
22,2020-02-13,0,70.0486049673956,28.576637001430154,True,23,0.025036178172371273,54.31181415725232
23,2020-02-14,0,70.0486049673956,28.576637001430154,True,24,0.029506184912396923,54.31181415725232
24,2020-02-15,0,70.0486049673956,28.576637001430154,True,25,0.034773789343531786,54.31181415725232
25,2020-02-16,0,70.0486049673956,28.576637001430154,True,26,0.04098112048278987,54.31181415725232
26,2020-02-17,0,70.0486049673956,28.576637001430154,True,27,0.04829556078132928,54.31181415725232
27,2020-02-18,0,70.0486049673956,28.576637001430154,True,28,0.056914204595472064,54.31181415725232
28,2020-02-19,0,70.0486049673956,28.576637001430154,True,29,0.06706909269069875,54.31181415725232
29,2020-02-20,0,70.0486049673956,28.576637001430154,True,30,0.07903335352152764,54.31181415725232
30,2020-02-21,0,70.0486049673956,28.576637001430154,True,31,0.09312840235356899,54.31181415725232
31,2020-02-22,0,70.0486049673956,28.576637001430154,True,32,0.10973237209085096,54.31181415725232
32,2020-02-23,0,70.0486049673956,28.576637001430154,True,33,0.12928997494773833,54.31181415725232
33,2020-02-24,0,70.0486049673956,28.576637001430154,True,34,0.15232402170690396,54.31181415725232
34,2020-02-25,0,70.0486049673956,28.576637001430154,True,35,0.17944885483453638,54.31181415725232
35,2020-02-26,0,70.0486049673956,28.576637001430154,True,36,0.21138598241894088,54.31181415725232
36,2020-02-27,0,70.0486049673956,28.576637001430154,True,37,0.24898223046830256,54.31181415725232
37,2020-02-28,0,70.0486049673956,28.576637001430154,True,38,0.29323075950548255,54.31181415725232
38,2020-02-29,0,70.0486049673956,28.576637001430154,True,39,0.3452953145397175,54.31181415725232
39,2020-03-01,0,70.0486049673956,28.576637001430154,True,40,0.40653809084019904,54.31181415725232
40,2020-03-02,0,70.0486049673956,28.576637001430154,True,41,0.4785515949953539,54.31181415725232
41,2020-03-03,0,70.0486049673956,28.576637001430154,True,42,0.5631948524318692,54.31181415725232
42,2020-03-04,0,70.0486049673956,28.576637001430154,True,43,0.6626342464326672,54.31181415725232
43,2020-03-05,0,70.0486049673956,28.576637001430154,True,44,0.7793891529921849,54.31181415725232
44,2020-03-06,0,70.0486049673956,28.576637001430154,True,45,0.9163823385655726,54.31181415725232
45,2020-03-07,0,70.0486049673956,28.576637001430154,True,46,1.0769947856656918,54.31181415725232
46,2020-03-08,0,70.0486049673956,28.576637001430154,True,47,1.2651241691892423,54.31181415725232
47,2020-03-09,0,70.0486049673956,28.576637001430154,True,48,1.4852455822389172,54.31181415725232
48,2020-03-10,0,70.0486049673956,28.576637001430154,True,49,1.7424722563647297,54.31181415725232
49,2020-03-11,0,70.0486049673956,28.576637001430154,True,50,2.04261288789648,54.31181415725232
50,2020-03-12,0,70.0486049673956,28.576637001430154,True,51,2.392220725069229,54.31181415725232
51,2020-03-13,0,70.0486049673956,28.576637001430154,True,52,2.7986277639483017,54.31181415725232
