,Report_Date,Belize_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
44,2020-03-06,0,87.3651745761458,14.628717452255117,False,45,0.1595978878872594,0.01312461632861472
45,2020-03-07,0,87.3651745761458,14.628717452255117,False,46,0.18033618660694745,0.01312461632861472
46,2020-03-08,0,87.3651745761458,14.628717452255117,False,47,0.20375036990085985,0.01312461632861472
47,2020-03-09,0,87.3651745761458,14.628717452255117,False,48,0.2301804987568651,0.01312461632861472
48,2020-03-10,0,87.3651745761458,14.628717452255117,False,49,0.2600084138565476,0.01312461632861472
49,2020-03-11,0,87.3651745761458,14.628717452255117,False,50,0.29366247224473824,0.01312461632861472
50,2020-03-12,0,87.3651745761458,14.628717452255117,False,51,0.3316227103738264,0.01312461632861472
51,2020-03-13,0,87.3651745761458,14.628717452255117,False,52,0.37442643953156685,0.01312461632861472
52,2020-03-14,0,87.3651745761458,14.628717452255117,False,53,0.4226742682947724,0.01312461632861472
53,2020-03-15,0,87.3651745761458,14.628717452255117,False,54,0.47703653112278466,0.01312461632861472
54,2020-03-16,0,87.3651745761458,14.628717452255117,False,55,0.5382600815100358,0.01312461632861472
55,2020-03-17,0,87.3651745761458,14.628717452255117,False,56,0.6071753811023982,0.01312461632861472
56,2020-03-18,0,87.3651745761458,14.628717452255117,False,57,0.6847037815571139,0.01312461632861472
57,2020-03-19,0,87.3651745761458,14.628717452255117,False,58,0.7718648523001367,0.01312461632861472
58,2020-03-20,0,87.3651745761458,14.628717452255117,False,59,0.8697835532855226,0.01312461632861472
59,2020-03-21,0,87.3651745761458,14.628717452255117,False,60,0.9796969860513458,0.01312461632861472
60,2020-03-22,0,87.3651745761458,14.628717452255117,False,61,1.1029603777215242,0.01312461632861472
61,2020-03-23,1,87.3651745761458,14.628717452255117,False,62,1.2410518605752625,0.01312461632861472
62,2020-03-24,1,87.3651745761458,14.628717452255117,False,63,1.395575504739238,0.01312461632861472
63,2020-03-25,2,87.3651745761458,14.628717452255117,False,64,1.568261945173169,0.01312461632861472
64,2020-03-26,2,87.3651745761458,14.628717452255117,False,65,1.7609658201308744,0.01312461632861472
65,2020-03-27,2,87.3651745761458,14.628717452255117,False,66,1.9756591131300352,0.01312461632861472
66,2020-03-28,2,87.3651745761458,14.628717452255117,False,67,2.2144193741491813,0.01312461632861472
67,2020-03-29,2,87.3651745761458,14.628717452255117,False,68,2.479411702653474,0.01312461632861472
68,2020-03-30,3,87.3651745761458,14.628717452255117,False,69,2.7728633245294527,0.01312461632861472
69,2020-03-31,3,87.3651745761458,14.628717452255117,False,70,3.097029611789229,0.01312461632861472
70,2020-04-01,3,87.3651745761458,14.628717452255117,False,71,3.4541505075548447,0.01312461632861472
71,2020-04-02,3,87.3651745761458,14.628717452255117,False,72,3.846396562198292,0.01312461632861472
72,2020-04-03,4,87.3651745761458,14.628717452255117,False,73,4.2758041925346255,0.01312461632861472
73,2020-04-04,4,87.3651745761458,14.628717452255117,False,74,4.74420037251486,0.01312461632861472
74,2020-04-05,5,87.3651745761458,14.628717452255117,False,75,5.253117766406676,0.01312461632861472
75,2020-04-06,7,87.3651745761458,14.628717452255117,False,76,5.803702317831325,0.01312461632861472
76,2020-04-07,7,87.3651745761458,14.628717452255117,False,77,6.396616472386114,0.01312461632861472
77,2020-04-08,8,87.3651745761458,14.628717452255117,False,78,7.031942459327682,0.01312461632861472
