,Report_Date,Belize_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,87.3651745761458,14.628717452255117,False,1,0.0007199715712247897,0.01312461632861472
1,2020-01-23,0,87.3651745761458,14.628717452255117,False,2,0.0008141029513845994,0.01312461632861472
2,2020-01-24,0,87.3651745761458,14.628717452255117,False,3,0.0009205409812636385,0.01312461632861472
3,2020-01-25,0,87.3651745761458,14.628717452255117,False,4,0.0010408945130079162,0.01312461632861472
4,2020-01-26,0,87.3651745761458,14.628717452255117,False,5,0.0011769826944539332,0.01312461632861472
5,2020-01-27,0,87.3651745761458,14.628717452255117,False,6,0.0013308624488502102,0.01312461632861472
6,2020-01-28,0,87.3651745761458,14.628717452255117,False,7,0.001504859543071978,0.01312461632861472
7,2020-01-29,0,87.3651745761458,14.628717452255117,False,8,0.0017016037122896102,0.01312461632861472
8,2020-01-30,0,87.3651745761458,14.628717452255117,False,9,0.0019240683698950808,0.01312461632861472
9,2020-01-31,0,87.3651745761458,14.628717452255117,False,10,0.0021756155001946857,0.01312461632861472
10,2020-02-01,0,87.3651745761458,14.628717452255117,False,11,0.002460046408941883,0.01312461632861472
11,2020-02-02,0,87.3651745761458,14.628717452255117,False,12,0.0027816590943362143,0.01312461632861472
12,2020-02-03,0,87.3651745761458,14.628717452255117,False,13,0.003145313099915547,0.01312461632861472
13,2020-02-04,0,87.3651745761458,14.628717452255117,False,14,0.0035565028222350314,0.01312461632861472
14,2020-02-05,0,87.3651745761458,14.628717452255117,False,15,0.004021440371942749,0.01312461632861472
15,2020-02-06,0,87.3651745761458,14.628717452255117,False,16,0.004547149228602398,0.01312461632861472
16,2020-02-07,0,87.3651745761458,14.628717452255117,False,17,0.005141570089357651,0.01312461632861472
17,2020-02-08,0,87.3651745761458,14.628717452255117,False,18,0.005813680491488547,0.01312461632861472
18,2020-02-09,0,87.3651745761458,14.628717452255117,False,19,0.00657362999153243,0.01312461632861472
19,2020-02-10,0,87.3651745761458,14.628717452255117,False,20,0.007432892911655298,0.01312461632861472
20,2020-02-11,0,87.3651745761458,14.628717452255117,False,21,0.008404440920377908,0.01312461632861472
21,2020-02-12,0,87.3651745761458,14.628717452255117,False,22,0.009502938002909333,0.01312461632861472
22,2020-02-13,0,87.3651745761458,14.628717452255117,False,23,0.010744960699869239,0.01312461632861472
23,2020-02-14,0,87.3651745761458,14.628717452255117,False,24,0.012149246856080754,0.01312461632861472
24,2020-02-15,0,87.3651745761458,14.628717452255117,False,25,0.013736976527725925,0.01312461632861472
25,2020-02-16,0,87.3651745761458,14.628717452255117,False,26,0.015532089151157974,0.01312461632861472
26,2020-02-17,0,87.3651745761458,14.628717452255117,False,27,0.017561641585070176,0.01312461632861472
27,2020-02-18,0,87.3651745761458,14.628717452255117,False,28,0.01985621220483436,0.01312461632861472
28,2020-02-19,0,87.3651745761458,14.628717452255117,False,29,0.02245035685918393,0.01312461632861472
29,2020-02-20,0,87.3651745761458,14.628717452255117,False,30,0.025383123200706386,0.01312461632861472
30,2020-02-21,0,87.3651745761458,14.628717452255117,False,31,0.02869863067851318,0.01312461632861472
31,2020-02-22,0,87.3651745761458,14.628717452255117,False,32,0.03244672433945716,0.01312461632861472
32,2020-02-23,0,87.3651745761458,14.628717452255117,False,33,0.036683711528384975,0.01312461632861472
33,2020-02-24,0,87.3651745761458,14.628717452255117,False,34,0.041473191612309994,0.01312461632861472
34,2020-02-25,0,87.3651745761458,14.628717452255117,False,35,0.04688698998087747,0.01312461632861472
35,2020-02-26,0,87.3651745761458,14.628717452255117,False,36,0.053006208796845755,0.01312461632861472
36,2020-02-27,0,87.3651745761458,14.628717452255117,False,37,0.05992240828337994,0.01312461632861472
37,2020-02-28,0,87.3651745761458,14.628717452255117,False,38,0.06773893373353024,0.01312461632861472
38,2020-02-29,0,87.3651745761458,14.628717452255117,False,39,0.07657240489955551,0.01312461632861472
39,2020-03-01,0,87.3651745761458,14.628717452255117,False,40,0.08655438594648404,0.01312461632861472
40,2020-03-02,0,87.3651745761458,14.628717452255117,False,41,0.09783325570627618,0.01312461632861472
41,2020-03-03,0,87.3651745761458,14.628717452255117,False,42,0.11057629950397886,0.01312461632861472
42,2020-03-04,0,87.3651745761458,14.628717452255117,False,43,0.12497204528628668,0.01312461632861472
43,2020-03-05,0,87.3651745761458,14.628717452255117,False,44,0.14123286808524918,0.01312461632861472
