,Report_Date,Benin_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
57,2020-03-19,2,86.83246264907781,57.12125965244509,False,58,2.4445632533294477,7.800148520254466
58,2020-03-20,2,86.83246264907781,57.12125965244509,False,59,2.7827088883682856,7.800148520254466
59,2020-03-21,2,86.83246264907781,57.12125965244509,False,60,3.1663039923347744,7.800148520254466
60,2020-03-22,2,86.83246264907781,57.12125965244509,False,61,3.601069092352497,7.800148520254466
61,2020-03-23,5,86.83246264907781,57.12125965244509,False,62,4.093331825330874,7.800148520254466
62,2020-03-24,6,86.83246264907781,57.12125965244509,False,63,4.650058253870381,7.800148520254466
63,2020-03-25,6,86.83246264907781,57.12125965244509,False,64,5.278875174163916,7.800148520254466
64,2020-03-26,6,86.83246264907781,57.12125965244509,False,65,5.98807940299629,7.800148520254466
65,2020-03-27,6,86.83246264907781,57.12125965244509,False,66,6.786629162394057,7.800148520254466
66,2020-03-28,6,86.83246264907781,57.12125965244509,False,67,7.684111782118826,7.800148520254466
67,2020-03-29,6,86.83246264907781,57.12125965244509,False,68,8.690681084805385,7.800148520254466
68,2020-03-30,6,86.83246264907781,57.12125965244509,False,69,9.816957115993736,7.800148520254466
69,2020-03-31,9,86.83246264907781,57.12125965244509,False,70,11.073880485450076,7.800148520254466
70,2020-04-01,13,86.83246264907781,57.12125965244509,False,71,12.472513698240169,7.800148520254466
71,2020-04-02,13,86.83246264907781,57.12125965244509,False,72,14.02378271889982,7.800148520254466
72,2020-04-03,16,86.83246264907781,57.12125965244509,False,73,15.738153902980537,7.800148520254466
73,2020-04-04,16,86.83246264907781,57.12125965244509,False,74,17.625244616778744,7.800148520254466
74,2020-04-05,22,86.83246264907781,57.12125965244509,False,75,19.69337056106959,7.800148520254466
75,2020-04-06,26,86.83246264907781,57.12125965244509,False,76,21.94903909925955,7.800148520254466
76,2020-04-07,26,86.83246264907781,57.12125965244509,False,77,24.39640562149529,7.800148520254466
77,2020-04-08,26,86.83246264907781,57.12125965244509,False,78,27.03671869148439,7.800148520254466
