,Report_Date,Israel_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
58,2020-03-20,529,75.81892304895284,8668.697754788654,True,59,1251.135469687121,14981.037324046209
59,2020-03-21,712,75.81892304895284,8668.697754788654,True,60,1439.2684720555621,14981.037324046209
60,2020-03-22,883,75.81892304895284,8668.697754788654,True,61,1652.784388238871,14981.037324046209
61,2020-03-23,1071,75.81892304895284,8668.697754788654,True,62,1894.201481603019,14981.037324046209
62,2020-03-24,1238,75.81892304895284,8668.697754788654,True,63,2166.0118688945104,14981.037324046209
63,2020-03-25,2369,75.81892304895284,8668.697754788654,True,64,2470.586193644584,14981.037324046209
64,2020-03-26,2693,75.81892304895284,8668.697754788654,True,65,2810.05571785317,14981.037324046209
65,2020-03-27,3035,75.81892304895284,8668.697754788654,True,66,3186.173243445978,14981.037324046209
66,2020-03-28,3619,75.81892304895284,8668.697754788654,True,67,3600.1571949176605,14981.037324046209
67,2020-03-29,4247,75.81892304895284,8668.697754788654,True,68,4052.5268007574655,14981.037324046209
68,2020-03-30,4695,75.81892304895284,8668.697754788654,True,69,4542.94026152022,14981.037324046209
69,2020-03-31,5358,75.81892304895284,8668.697754788654,True,70,5070.051478147538,14981.037324046209
70,2020-04-01,6092,75.81892304895284,8668.697754788654,True,71,5631.40348505612,14981.037324046209
71,2020-04-02,6857,75.81892304895284,8668.697754788654,True,72,6223.377221489309,14981.037324046209
72,2020-04-03,7428,75.81892304895284,8668.697754788654,True,73,6841.211833881233,14981.037324046209
73,2020-04-04,7851,75.81892304895284,8668.697754788654,True,74,7479.10691437261,14981.037324046209
74,2020-04-05,8430,75.81892304895284,8668.697754788654,True,75,8130.408252501269,14981.037324046209
75,2020-04-06,8904,75.81892304895284,8668.697754788654,True,76,8787.867979888833,14981.037324046209
76,2020-04-07,9248,75.81892304895284,8668.697754788654,True,77,9443.959330848369,14981.037324046209
77,2020-04-08,9404,75.81892304895284,8668.697754788654,True,78,10091.2178465397,14981.037324046209
