,Report_Date,Canada_newfoundland and labrador_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,73.27478154989902,184.89625321342365,True,1,0.004327024206600496,336.51087021551393
1,2020-01-23,0,73.27478154989902,184.89625321342365,True,2,0.005063196244088418,336.51087021551393
2,2020-01-24,0,73.27478154989902,184.89625321342365,True,3,0.005924613845267721,336.51087021551393
3,2020-01-25,0,73.27478154989902,184.89625321342365,True,4,0.006932584401628066,336.51087021551393
4,2020-01-26,0,73.27478154989902,184.89625321342365,True,5,0.008112039949389149,336.51087021551393
5,2020-01-27,0,73.27478154989902,184.89625321342365,True,6,0.009492153664369389,336.51087021551393
6,2020-01-28,0,73.27478154989902,184.89625321342365,True,7,0.011107061175614897,336.51087021551393
7,2020-01-29,0,73.27478154989902,184.89625321342365,True,8,0.012996704505697638,336.51087021551393
8,2020-01-30,0,73.27478154989902,184.89625321342365,True,9,0.01520781946593497,336.51087021551393
9,2020-01-31,0,73.27478154989902,184.89625321342365,True,10,0.017795090865518122,336.51087021551393
10,2020-02-01,0,73.27478154989902,184.89625321342365,True,11,0.020822504020217757,336.51087021551393
11,2020-02-02,0,73.27478154989902,184.89625321342365,True,12,0.02436492586859719,336.51087021551393
12,2020-02-03,0,73.27478154989902,184.89625321342365,True,13,0.028509954637447908,336.51087021551393
13,2020-02-04,0,73.27478154989902,184.89625321342365,True,14,0.03336008357824907,336.51087021551393
14,2020-02-05,0,73.27478154989902,184.89625321342365,True,15,0.039035231979342465,336.51087021551393
15,2020-02-06,0,73.27478154989902,184.89625321342365,True,16,0.04567570562567593,336.51087021551393
16,2020-02-07,0,73.27478154989902,184.89625321342365,True,17,0.05344565933947769,336.51087021551393
17,2020-02-08,0,73.27478154989902,184.89625321342365,True,18,0.06253714643380054,336.51087021551393
18,2020-02-09,0,73.27478154989902,184.89625321342365,True,19,0.0731748541262925,336.51087021551393
19,2020-02-10,0,73.27478154989902,184.89625321342365,True,20,0.08562164051439033,336.51087021551393
20,2020-02-11,0,73.27478154989902,184.89625321342365,True,21,0.10018500797377727,336.51087021551393
21,2020-02-12,0,73.27478154989902,184.89625321342365,True,22,0.11722467022963148,336.51087021551393
22,2020-02-13,0,73.27478154989902,184.89625321342365,True,23,0.1371613963418984,336.51087021551393
23,2020-02-14,0,73.27478154989902,184.89625321342365,True,24,0.16048734497952477,336.51087021551393
24,2020-02-15,0,73.27478154989902,184.89625321342365,True,25,0.1877781372363232,336.51087021551393
25,2020-02-16,0,73.27478154989902,184.89625321342365,True,26,0.2197069565298854,336.51087021551393
26,2020-02-17,0,73.27478154989902,184.89625321342365,True,27,0.25706101055419484,336.51087021551393
27,2020-02-18,0,73.27478154989902,184.89625321342365,True,28,0.3007607436104329,336.51087021551393
28,2020-02-19,0,73.27478154989902,184.89625321342365,True,29,0.3518822487421213,336.51087021551393
29,2020-02-20,0,73.27478154989902,184.89625321342365,True,30,0.41168339878531884,336.51087021551393
30,2020-02-21,0,73.27478154989902,184.89625321342365,True,31,0.4816342945156541,336.51087021551393
31,2020-02-22,0,73.27478154989902,184.89625321342365,True,32,0.563452717236858,336.51087021551393
32,2020-02-23,0,73.27478154989902,184.89625321342365,True,33,0.6591453729181792,336.51087021551393
33,2020-02-24,0,73.27478154989902,184.89625321342365,True,34,0.7710558255178471,336.51087021551393
34,2020-02-25,0,73.27478154989902,184.89625321342365,True,35,0.9019201380484101,336.51087021551393
35,2020-02-26,0,73.27478154989902,184.89625321342365,True,36,1.0549313700370757,336.51087021551393
36,2020-02-27,0,73.27478154989902,184.89625321342365,True,37,1.23381421687112,336.51087021551393
37,2020-02-28,0,73.27478154989902,184.89625321342365,True,38,1.4429112158852966,336.51087021551393
38,2020-02-29,0,73.27478154989902,184.89625321342365,True,39,1.6872820792337098,336.51087021551393
39,2020-03-01,0,73.27478154989902,184.89625321342365,True,40,1.9728178344060372,336.51087021551393
40,2020-03-02,0,73.27478154989902,184.89625321342365,True,41,2.3063715447573094,336.51087021551393
41,2020-03-03,0,73.27478154989902,184.89625321342365,True,42,2.6959074232767457,336.51087021551393
42,2020-03-04,0,73.27478154989902,184.89625321342365,True,43,3.1506701131832,336.51087021551393
43,2020-03-05,0,73.27478154989902,184.89625321342365,True,44,3.681375747879377,336.51087021551393
44,2020-03-06,0,73.27478154989902,184.89625321342365,True,45,4.300426065225313,336.51087021551393
45,2020-03-07,0,73.27478154989902,184.89625321342365,True,46,5.022146264191835,336.51087021551393
46,2020-03-08,0,73.27478154989902,184.89625321342365,True,47,5.863046361434862,336.51087021551393
47,2020-03-09,0,73.27478154989902,184.89625321342365,True,48,6.842104411877622,336.51087021551393
48,2020-03-10,0,73.27478154989902,184.89625321342365,True,49,7.98106795420445,336.51087021551393
49,2020-03-11,0,73.27478154989902,184.89625321342365,True,50,9.30476725504559,336.51087021551393
50,2020-03-12,0,73.27478154989902,184.89625321342365,True,51,10.841430157834008,336.51087021551393
51,2020-03-13,0,73.27478154989902,184.89625321342365,True,52,12.622983387742783,336.51087021551393
52,2020-03-14,0,73.27478154989902,184.89625321342365,True,53,14.685318833550017,336.51087021551393
53,2020-03-15,1,73.27478154989902,184.89625321342365,True,54,17.068495494033495,336.51087021551393
54,2020-03-16,1,73.27478154989902,184.89625321342365,True,55,19.816838448804205,336.51087021551393
55,2020-03-17,3,73.27478154989902,184.89625321342365,True,56,22.97888564086818,336.51087021551393
56,2020-03-18,3,73.27478154989902,184.89625321342365,True,57,26.607122075949363,336.51087021551393
57,2020-03-19,3,73.27478154989902,184.89625321342365,True,58,30.757430451391905,336.51087021551393
58,2020-03-20,4,73.27478154989902,184.89625321342365,True,59,35.48817918196197,336.51087021551393
59,2020-03-21,6,73.27478154989902,184.89625321342365,True,60,40.858866164255794,336.51087021551393
60,2020-03-22,9,73.27478154989902,184.89625321342365,True,61,46.928243246594946,336.51087021551393
61,2020-03-23,24,73.27478154989902,184.89625321342365,True,62,53.75186682971284,336.51087021551393
62,2020-03-24,35,73.27478154989902,184.89625321342365,True,63,61.37905903319816,336.51087021551393
63,2020-03-25,35,73.27478154989902,184.89625321342365,True,64,69.84932509738998,336.51087021551393
64,2020-03-26,82,73.27478154989902,184.89625321342365,True,65,79.1883569803755,336.51087021551393
65,2020-03-27,102,73.27478154989902,184.89625321342365,True,66,89.40385619817438,336.51087021551393
66,2020-03-28,120,73.27478154989902,184.89625321342365,True,67,100.48151936663177,336.51087021551393
67,2020-03-29,135,73.27478154989902,184.89625321342365,True,68,112.38162791389098,336.51087021551393
68,2020-03-30,148,73.27478154989902,184.89625321342365,True,69,125.03674243832515,336.51087021551393
69,2020-03-31,152,73.27478154989902,184.89625321342365,True,70,138.35099352492435,336.51087021551393
70,2020-04-01,175,73.27478154989902,184.89625321342365,True,71,152.2013621136411,336.51087021551393
71,2020-04-02,183,73.27478154989902,184.89625321342365,True,72,166.44114771156535,336.51087021551393
72,2020-04-03,195,73.27478154989902,184.89625321342365,True,73,180.90555034981017,336.51087021551393
73,2020-04-04,195,73.27478154989902,184.89625321342365,True,74,195.41898687134426,336.51087021551393
74,2020-04-05,217,73.27478154989902,184.89625321342365,True,75,209.80348676493364,336.51087021551393
75,2020-04-06,226,73.27478154989902,184.89625321342365,True,76,223.8873315364435,336.51087021551393
76,2020-04-07,228,73.27478154989902,184.89625321342365,True,77,237.51305976138278,336.51087021551393
77,2020-04-08,228,73.27478154989902,184.89625321342365,True,78,250.5440682283248,336.51087021551393
