,Report_Date,Poland_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,80.7649154456066,6532.616596831599,False,1,0.15066772365074949,13065.233193663194
1,2020-01-23,0,80.7649154456066,6532.616596831599,False,2,0.17375108651142265,13065.233193663194
2,2020-01-24,0,80.7649154456066,6532.616596831599,False,3,0.20037092988823121,13065.233193663194
3,2020-01-25,0,80.7649154456066,6532.616596831599,False,4,0.2310690414533303,13065.233193663194
4,2020-01-26,0,80.7649154456066,6532.616596831599,False,5,0.2664702046728336,13065.233193663194
5,2020-01-27,0,80.7649154456066,6532.616596831599,False,6,0.30729491088437993,13065.233193663194
6,2020-01-28,0,80.7649154456066,6532.616596831599,False,7,0.3543740177818433,13065.233193663194
7,2020-01-29,0,80.7649154456066,6532.616596831599,False,8,0.4086656521190098,13065.233193663194
8,2020-01-30,0,80.7649154456066,6532.616596831599,False,9,0.4712746999410894,13065.233193663194
9,2020-01-31,0,80.7649154456066,6532.616596831599,False,10,0.543475280077535,13065.233193663194
10,2020-02-01,0,80.7649154456066,6532.616596831599,False,11,0.6267366570289725,13065.233193663194
11,2020-02-02,0,80.7649154456066,6532.616596831599,False,12,0.7227531189580745,13065.233193663194
12,2020-02-03,0,80.7649154456066,6532.616596831599,False,13,0.8334784266299564,13065.233193663194
13,2020-02-04,0,80.7649154456066,6532.616596831599,False,14,0.961165531426553,13065.233193663194
14,2020-02-05,0,80.7649154456066,6532.616596831599,False,15,1.108412366797534,13065.233193663194
15,2020-02-06,0,80.7649154456066,6532.616596831599,False,16,1.278214639787533,13065.233193663194
16,2020-02-07,0,80.7649154456066,6532.616596831599,False,17,1.47402668997481,13065.233193663194
17,2020-02-08,0,80.7649154456066,6532.616596831599,False,18,1.6998316449878612,13065.233193663194
18,2020-02-09,0,80.7649154456066,6532.616596831599,False,19,1.9602222878339297,13065.233193663194
19,2020-02-10,0,80.7649154456066,6532.616596831599,False,20,2.260494265106484,13065.233193663194
20,2020-02-11,0,80.7649154456066,6532.616596831599,False,21,2.6067535107475877,13065.233193663194
21,2020-02-12,0,80.7649154456066,6532.616596831599,False,22,3.0060400419699578,13065.233193663194
22,2020-02-13,0,80.7649154456066,6532.616596831599,False,23,3.466470607326852,13065.233193663194
23,2020-02-14,0,80.7649154456066,6532.616596831599,False,24,3.9974030375354825,13065.233193663194
24,2020-02-15,0,80.7649154456066,6532.616596831599,False,25,4.60962557399005,13065.233193663194
25,2020-02-16,0,80.7649154456066,6532.616596831599,False,26,5.3155749351664445,13065.233193663194
26,2020-02-17,0,80.7649154456066,6532.616596831599,False,27,6.129587435323236,13065.233193663194
27,2020-02-18,0,80.7649154456066,6532.616596831599,False,28,7.068188101834085,13065.233193663194
28,2020-02-19,0,80.7649154456066,6532.616596831599,False,29,8.150423456706992,13065.233193663194
29,2020-02-20,0,80.7649154456066,6532.616596831599,False,30,9.398244444620733,13065.233193663194
30,2020-02-21,0,80.7649154456066,6532.616596831599,False,31,10.836946914968042,13065.233193663194
31,2020-02-22,0,80.7649154456066,6532.616596831599,False,32,12.49567811009724,13065.233193663194
32,2020-02-23,0,80.7649154456066,6532.616596831599,False,33,14.408018787303646,13065.233193663194
33,2020-02-24,0,80.7649154456066,6532.616596831599,False,34,16.612651918644108,13065.233193663194
34,2020-02-25,0,80.7649154456066,6532.616596831599,False,35,19.15413037941034,13065.233193663194
35,2020-02-26,0,80.7649154456066,6532.616596831599,False,36,22.08375765957663,13065.233193663194
36,2020-02-27,0,80.7649154456066,6532.616596831599,False,37,25.46059741498005,13065.233193663194
37,2020-02-28,0,80.7649154456066,6532.616596831599,False,38,29.352629612157806,13065.233193663194
38,2020-02-29,0,80.7649154456066,6532.616596831599,False,39,33.83807309886925,13065.233193663194
39,2020-03-01,0,80.7649154456066,6532.616596831599,False,40,39.00689662391973,13065.233193663194
40,2020-03-02,0,80.7649154456066,6532.616596831599,False,41,44.96254258838191,13065.233193663194
41,2020-03-03,0,80.7649154456066,6532.616596831599,False,42,51.82389006271811,13065.233193663194
42,2020-03-04,1,80.7649154456066,6532.616596831599,False,43,59.72748574189973,13065.233193663194
43,2020-03-05,1,80.7649154456066,6532.616596831599,False,44,68.83007337674516,13065.233193663194
44,2020-03-06,5,80.7649154456066,6532.616596831599,False,45,79.31145359432573,13065.233193663194
45,2020-03-07,5,80.7649154456066,6532.616596831599,False,46,91.37770660060531,13065.233193663194
46,2020-03-08,11,80.7649154456066,6532.616596831599,False,47,105.26480963492519,13065.233193663194
47,2020-03-09,16,80.7649154456066,6532.616596831599,False,48,121.24267867320611,13065.233193663194
48,2020-03-10,22,80.7649154456066,6532.616596831599,False,49,139.61965903966086,13065.233193663194
49,2020-03-11,31,80.7649154456066,6532.616596831599,False,50,160.74748136165647,13065.233193663194
50,2020-03-12,49,80.7649154456066,6532.616596831599,False,51,185.02668651522444,13065.233193663194
51,2020-03-13,68,80.7649154456066,6532.616596831599,False,52,212.91250439456158,13065.233193663194
52,2020-03-14,103,80.7649154456066,6532.616596831599,False,53,244.92114470761913,13065.233193663194
53,2020-03-15,119,80.7649154456066,6532.616596831599,False,54,281.6364214204258,13065.233193663194
54,2020-03-16,177,80.7649154456066,6532.616596831599,False,55,323.7165834912868,13065.233193663194
55,2020-03-17,238,80.7649154456066,6532.616596831599,False,56,371.90116045383087,13065.233193663194
56,2020-03-18,251,80.7649154456066,6532.616596831599,False,57,427.0175494539727,13065.233193663194
57,2020-03-19,355,80.7649154456066,6532.616596831599,False,58,489.9869679912372,13065.233193663194
58,2020-03-20,425,80.7649154456066,6532.616596831599,False,59,561.82927208826,13065.233193663194
59,2020-03-21,536,80.7649154456066,6532.616596831599,False,60,643.6659926858596,13065.233193663194
60,2020-03-22,634,80.7649154456066,6532.616596831599,False,61,736.7207761733198,13065.233193663194
61,2020-03-23,749,80.7649154456066,6532.616596831599,False,62,842.3162347264919,13065.233193663194
62,2020-03-24,901,80.7649154456066,6532.616596831599,False,63,961.866031206262,13065.233193663194
63,2020-03-25,1051,80.7649154456066,6532.616596831599,False,64,1096.860862620567,13065.233193663194
64,2020-03-26,1221,80.7649154456066,6532.616596831599,False,65,1248.8468966911921,13065.233193663194
65,2020-03-27,1389,80.7649154456066,6532.616596831599,False,66,1419.3952007018702,13065.233193663194
66,2020-03-28,1638,80.7649154456066,6532.616596831599,False,67,1610.0608348862938,13065.233193663194
67,2020-03-29,1862,80.7649154456066,6532.616596831599,False,68,1822.3306269831187,13065.233193663194
68,2020-03-30,2055,80.7649154456066,6532.616596831599,False,69,2057.559264079591,13065.233193663194
69,2020-03-31,2311,80.7649154456066,6532.616596831599,False,70,2316.894283987145,13065.233193663194
70,2020-04-01,2554,80.7649154456066,6532.616596831599,False,71,2601.191840568773,13065.233193663194
71,2020-04-02,2946,80.7649154456066,6532.616596831599,False,72,2910.9267182623853,13065.233193663194
72,2020-04-03,3383,80.7649154456066,6532.616596831599,False,73,3246.101860929929,13065.233193663194
73,2020-04-04,3627,80.7649154456066,6532.616596831599,False,74,3606.164439673501,13065.233193663194
74,2020-04-05,4102,80.7649154456066,6532.616596831599,False,75,3989.9368956035746,13065.233193663194
75,2020-04-06,4413,80.7649154456066,6532.616596831599,False,76,4395.572073094742,13065.233193663194
76,2020-04-07,4848,80.7649154456066,6532.616596831599,False,77,4820.5411278042075,13065.233193663194
77,2020-04-08,5205,80.7649154456066,6532.616596831599,False,78,5261.661080622471,13065.233193663194
