,Report_Date,Mozambique_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,71.21006557714404,8.7780871665393,True,1,0.00020636667771245813,16.46555166677454
1,2020-01-23,0,71.21006557714404,8.7780871665393,True,2,0.00024257914976544593,16.46555166677454
2,2020-01-24,0,71.21006557714404,8.7780871665393,True,3,0.0002851459511498243,16.46555166677454
3,2020-01-25,0,71.21006557714404,8.7780871665393,True,4,0.0003351820588946122,16.46555166677454
4,2020-01-26,0,71.21006557714404,8.7780871665393,True,5,0.00039399807700051095,16.46555166677454
5,2020-01-27,0,71.21006557714404,8.7780871665393,True,6,0.00046313455419662867,16.46555166677454
6,2020-01-28,0,71.21006557714404,8.7780871665393,True,7,0.0005444023196795135,16.46555166677454
7,2020-01-29,0,71.21006557714404,8.7780871665393,True,8,0.0006399298913147042,16.46555166677454
8,2020-01-30,0,71.21006557714404,8.7780871665393,True,9,0.0007522191952291483,16.46555166677454
9,2020-01-31,0,71.21006557714404,8.7780871665393,True,10,0.0008842110523123103,16.46555166677454
10,2020-02-01,0,71.21006557714404,8.7780871665393,True,11,0.0010393621414287368,16.46555166677454
11,2020-02-02,0,71.21006557714404,8.7780871665393,True,12,0.0012217354476212513,16.46555166677454
12,2020-02-03,0,71.21006557714404,8.7780871665393,True,13,0.0014361065538424941,16.46555166677454
13,2020-02-04,0,71.21006557714404,8.7780871665393,True,14,0.0016880885456533234,16.46555166677454
14,2020-02-05,0,71.21006557714404,8.7780871665393,True,15,0.0019842787801982883,16.46555166677454
15,2020-02-06,0,71.21006557714404,8.7780871665393,True,16,0.0023324313356330216,16.46555166677454
16,2020-02-07,0,71.21006557714404,8.7780871665393,True,17,0.00274165961900311,16.46555166677454
17,2020-02-08,0,71.21006557714404,8.7780871665393,True,18,0.0032226743855502484,16.46555166677454
18,2020-02-09,0,71.21006557714404,8.7780871665393,True,19,0.003788063329268941,16.46555166677454
19,2020-02-10,0,71.21006557714404,8.7780871665393,True,20,0.004452619464828868,16.46555166677454
20,2020-02-11,0,71.21006557714404,8.7780871665393,True,21,0.005233726759478128,16.46555166677454
21,2020-02-12,0,71.21006557714404,8.7780871665393,True,22,0.006151812918540583,16.46555166677454
22,2020-02-13,0,71.21006557714404,8.7780871665393,True,23,0.0072308809117410215,16.46555166677454
23,2020-02-14,0,71.21006557714404,8.7780871665393,True,24,0.008499132786042172,16.46555166677454
