,Report_Date,Canada_northwest territories_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
57,2020-03-19,0,87.74389835482165,6.664796063079956,False,58,0.7560920595204776,0.016097079328609838
58,2020-03-20,0,87.74389835482165,6.664796063079956,False,59,0.8263920347525153,0.016097079328609838
59,2020-03-21,0,87.74389835482165,6.664796063079956,False,60,0.9027590646735665,0.016097079328609838
60,2020-03-22,0,87.74389835482165,6.664796063079956,False,61,0.9856268747373779,0.016097079328609838
61,2020-03-23,0,87.74389835482165,6.664796063079956,False,62,1.075443142912156,0.016097079328609838
62,2020-03-24,0,87.74389835482165,6.664796063079956,False,63,1.1726664811462706,0.016097079328609838
63,2020-03-25,0,87.74389835482165,6.664796063079956,False,64,1.27776263049416,0.016097079328609838
64,2020-03-26,1,87.74389835482165,6.664796063079956,False,65,1.3911997900455582,0.016097079328609838
65,2020-03-27,1,87.74389835482165,6.664796063079956,False,66,1.5134430097370017,0.016097079328609838
66,2020-03-28,1,87.74389835482165,6.664796063079956,False,67,1.6449475932839586,0.016097079328609838
67,2020-03-29,1,87.74389835482165,6.664796063079956,False,68,1.7861514809422108,0.016097079328609838
68,2020-03-30,1,87.74389835482165,6.664796063079956,False,69,1.9374666135216572,0.016097079328609838
69,2020-03-31,1,87.74389835482165,6.664796063079956,False,70,2.099269319665058,0.016097079328609838
70,2020-04-01,2,87.74389835482165,6.664796063079956,False,71,2.2718898180170757,0.016097079328609838
71,2020-04-02,2,87.74389835482165,6.664796063079956,False,72,2.455600984011617,0.016097079328609838
72,2020-04-03,2,87.74389835482165,6.664796063079956,False,73,2.650606596177839,0.016097079328609838
73,2020-04-04,4,87.74389835482165,6.664796063079956,False,74,2.857029346621815,0.016097079328609838
74,2020-04-05,4,87.74389835482165,6.664796063079956,False,75,3.0748989710107715,0.016097079328609838
75,2020-04-06,5,87.74389835482165,6.664796063079956,False,76,3.3041409200979395,0.016097079328609838
76,2020-04-07,5,87.74389835482165,6.664796063079956,False,77,3.5445660516360524,0.016097079328609838
77,2020-04-08,5,87.74389835482165,6.664796063079956,False,78,3.795861861741028,0.016097079328609838
