,Report_Date,Liberia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,89.55682820308061,25.847213913057193,False,1,0.0211297695223659,0.4514307709788643
1,2020-01-23,0,89.55682820308061,25.847213913057193,False,2,0.023074937044930393,0.4514307709788643
2,2020-01-24,0,89.55682820308061,25.847213913057193,False,3,0.025199085769008703,0.4514307709788643
3,2020-01-25,0,89.55682820308061,25.847213913057193,False,4,0.027518667521936237,0.4514307709788643
4,2020-01-26,0,89.55682820308061,25.847213913057193,False,5,0.030051643133561616,0.4514307709788643
5,2020-01-27,0,89.55682820308061,25.847213913057193,False,6,0.0328176202221589,0.4514307709788643
6,2020-01-28,0,89.55682820308061,25.847213913057193,False,7,0.035838003441305596,0.4514307709788643
7,2020-01-29,0,89.55682820308061,25.847213913057193,False,8,0.039136158291450965,0.4514307709788643
8,2020-01-30,0,89.55682820308061,25.847213913057193,False,9,0.042737589693150654,0.4514307709788643
9,2020-01-31,0,89.55682820308061,25.847213913057193,False,10,0.046670136619183324,0.4514307709788643
10,2020-02-01,0,89.55682820308061,25.847213913057193,False,11,0.05096418419033444,0.4514307709788643
11,2020-02-02,0,89.55682820308061,25.847213913057193,False,12,0.05565289475484645,0.4514307709788643
12,2020-02-03,0,89.55682820308061,25.847213913057193,False,13,0.06077245959467196,0.4514307709788643
13,2020-02-04,0,89.55682820308061,25.847213913057193,False,14,0.06636237303295067,0.4514307709788643
14,2020-02-05,0,89.55682820308061,25.847213913057193,False,15,0.07246573085671261,0.4514307709788643
15,2020-02-06,0,89.55682820308061,25.847213913057193,False,16,0.07912955511674484,0.4514307709788643
16,2020-02-07,0,89.55682820308061,25.847213913057193,False,17,0.08640514752277353,0.4514307709788643
17,2020-02-08,0,89.55682820308061,25.847213913057193,False,18,0.09434847381637676,0.4514307709788643
18,2020-02-09,0,89.55682820308061,25.847213913057193,False,19,0.10302058167592189,0.4514307709788643
19,2020-02-10,0,89.55682820308061,25.847213913057193,False,20,0.11248805488662737,0.4514307709788643
20,2020-02-11,0,89.55682820308061,25.847213913057193,False,21,0.12282350669358005,0.4514307709788643
21,2020-02-12,0,89.55682820308061,25.847213913057193,False,22,0.13410611544481338,0.4514307709788643
22,2020-02-13,0,89.55682820308061,25.847213913057193,False,23,0.14642220582351,0.4514307709788643
23,2020-02-14,0,89.55682820308061,25.847213913057193,False,24,0.15986587916061099,0.4514307709788643
24,2020-02-15,0,89.55682820308061,25.847213913057193,False,25,0.17453969650847312,0.4514307709788643
25,2020-02-16,0,89.55682820308061,25.847213913057193,False,26,0.19055541833877607,0.4514307709788643
26,2020-02-17,0,89.55682820308061,25.847213913057193,False,27,0.20803480489870524,0.4514307709788643
27,2020-02-18,0,89.55682820308061,25.847213913057193,False,28,0.22711048141241302,0.4514307709788643
28,2020-02-19,0,89.55682820308061,25.847213913057193,False,29,0.2479268724423848,0.4514307709788643
29,2020-02-20,0,89.55682820308061,25.847213913057193,False,30,0.270641209818448,0.4514307709788643
30,2020-02-21,0,89.55682820308061,25.847213913057193,False,31,0.2954246185896943,0.4514307709788643
31,2020-02-22,0,89.55682820308061,25.847213913057193,False,32,0.3224632854431859,0.4514307709788643
32,2020-02-23,0,89.55682820308061,25.847213913057193,False,33,0.3519597139470529,0.4514307709788643
33,2020-02-24,0,89.55682820308061,25.847213913057193,False,34,0.38413407079548956,0.4514307709788643
34,2020-02-25,0,89.55682820308061,25.847213913057193,False,35,0.4192256269367998,0.4514307709788643
35,2020-02-26,0,89.55682820308061,25.847213913057193,False,36,0.45749429702666156,0.4514307709788643
36,2020-02-27,0,89.55682820308061,25.847213913057193,False,37,0.49922228003637514,0.4514307709788643
37,2020-02-28,0,89.55682820308061,25.847213913057193,False,38,0.5447158030242293,0.4514307709788643
38,2020-02-29,0,89.55682820308061,25.847213913057193,False,39,0.5943069690059875,0.4514307709788643
39,2020-03-01,0,89.55682820308061,25.847213913057193,False,40,0.6483557084905457,0.4514307709788643
40,2020-03-02,0,89.55682820308061,25.847213913057193,False,41,0.7072518325252705,0.4514307709788643
41,2020-03-03,0,89.55682820308061,25.847213913057193,False,42,0.7714171829618255,0.4514307709788643
42,2020-03-04,0,89.55682820308061,25.847213913057193,False,43,0.841307873039875,0.4514307709788643
