,Report_Date,Cameroon_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
67,2020-03-29,139,86.79963178353084,1443.7650102404823,False,68,230.75324632826937,2887.5300204809646
68,2020-03-30,139,86.79963178353084,1443.7650102404823,False,69,259.89944925367234,2887.5300204809646
69,2020-03-31,193,86.79963178353084,1443.7650102404823,False,70,292.322015773912,2887.5300204809646
70,2020-04-01,233,86.79963178353084,1443.7650102404823,False,71,328.2839815383729,2887.5300204809646
71,2020-04-02,306,86.79963178353084,1443.7650102404823,False,72,368.0426414560704,2887.5300204809646
72,2020-04-03,509,86.79963178353084,1443.7650102404823,False,73,411.8416197286476,2887.5300204809646
73,2020-04-04,555,86.79963178353084,1443.7650102404823,False,74,459.9014607682875,2887.5300204809646
74,2020-04-05,650,86.79963178353084,1443.7650102404823,False,75,512.4088492367662,2887.5300204809646
75,2020-04-06,658,86.79963178353084,1443.7650102404823,False,76,569.5047137302682,2887.5300204809646
76,2020-04-07,658,86.79963178353084,1443.7650102404823,False,77,631.2716433444078,2887.5300204809646
77,2020-04-08,730,86.79963178353084,1443.7650102404823,False,78,697.7212375728506,2887.5300204809646
