,Report_Date,Cameroon_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,86.79963178353084,1443.7650102404823,False,1,0.04142637775039833,2887.5300204809646
1,2020-01-23,0,86.79963178353084,1443.7650102404823,False,2,0.047176356401957095,2887.5300204809646
2,2020-01-24,0,86.79963178353084,1443.7650102404823,False,3,0.053724416882888454,2887.5300204809646
3,2020-01-25,0,86.79963178353084,1443.7650102404823,False,4,0.061181326432128695,2887.5300204809646
4,2020-01-26,0,86.79963178353084,1443.7650102404823,False,5,0.06967322456796338,2887.5300204809646
5,2020-01-27,0,86.79963178353084,1443.7650102404823,False,6,0.07934375606473935,2887.5300204809646
6,2020-01-28,0,86.79963178353084,1443.7650102404823,False,7,0.09035649977488924,2887.5300204809646
7,2020-01-29,0,86.79963178353084,1443.7650102404823,False,8,0.10289773429597295,2887.5300204809646
8,2020-01-30,0,86.79963178353084,1443.7650102404823,False,9,0.1171795871542142,2887.5300204809646
9,2020-01-31,0,86.79963178353084,1443.7650102404823,False,10,0.13344362062937845,2887.5300204809646
10,2020-02-01,0,86.79963178353084,1443.7650102404823,False,11,0.15196491468760812,2887.5300204809646
11,2020-02-02,0,86.79963178353084,1443.7650102404823,False,12,0.17305671584014135,2887.5300204809646
12,2020-02-03,0,86.79963178353084,1443.7650102404823,False,13,0.19707573024398967,2887.5300204809646
13,2020-02-04,0,86.79963178353084,1443.7650102404823,False,14,0.224428150161171,2887.5300204809646
14,2020-02-05,0,86.79963178353084,1443.7650102404823,False,15,0.255576515172009,2887.5300204809646
15,2020-02-06,0,86.79963178353084,1443.7650102404823,False,16,0.29104752349438545,2887.5300204809646
16,2020-02-07,0,86.79963178353084,1443.7650102404823,False,17,0.33144092461952496,2887.5300204809646
17,2020-02-08,0,86.79963178353084,1443.7650102404823,False,18,0.37743964248963435,2887.5300204809646
18,2020-02-09,0,86.79963178353084,1443.7650102404823,False,19,0.42982129889938553,2887.5300204809646
19,2020-02-10,0,86.79963178353084,1443.7650102404823,False,20,0.48947133002343474,2887.5300204809646
20,2020-02-11,0,86.79963178353084,1443.7650102404823,False,21,0.5573979153170338,2887.5300204809646
21,2020-02-12,0,86.79963178353084,1443.7650102404823,False,22,0.6347489679109102,2887.5300204809646
22,2020-02-13,0,86.79963178353084,1443.7650102404823,False,23,0.722831469477175,2887.5300204809646
23,2020-02-14,0,86.79963178353084,1443.7650102404823,False,24,0.8231334708838647,2887.5300204809646
24,2020-02-15,0,86.79963178353084,1443.7650102404823,False,25,0.9373491233412161,2887.5300204809646
25,2020-02-16,0,86.79963178353084,1443.7650102404823,False,26,1.0674071537913365,2887.5300204809646
26,2020-02-17,0,86.79963178353084,1443.7650102404823,False,27,1.2155032536847223,2887.5300204809646
27,2020-02-18,0,86.79963178353084,1443.7650102404823,False,28,1.384136912765652,2887.5300204809646
28,2020-02-19,0,86.79963178353084,1443.7650102404823,False,29,1.5761532998603631,2887.5300204809646
29,2020-02-20,0,86.79963178353084,1443.7650102404823,False,30,1.79479087179377,2887.5300204809646
30,2020-02-21,0,86.79963178353084,1443.7650102404823,False,31,2.04373548037239,2887.5300204809646
31,2020-02-22,0,86.79963178353084,1443.7650102404823,False,32,2.3271818468246295,2887.5300204809646
32,2020-02-23,0,86.79963178353084,1443.7650102404823,False,33,2.649903384168504,2887.5300204809646
33,2020-02-24,0,86.79963178353084,1443.7650102404823,False,34,3.017331471658832,2887.5300204809646
34,2020-02-25,0,86.79963178353084,1443.7650102404823,False,35,3.4356454226802393,2887.5300204809646
35,2020-02-26,0,86.79963178353084,1443.7650102404823,False,36,3.9118745390215004,2887.5300204809646
36,2020-02-27,0,86.79963178353084,1443.7650102404823,False,37,4.454013811024929,2887.5300204809646
37,2020-02-28,0,86.79963178353084,1443.7650102404823,False,38,5.071155004986749,2887.5300204809646
38,2020-02-29,0,86.79963178353084,1443.7650102404823,False,39,5.773635076277924,2887.5300204809646
39,2020-03-01,0,86.79963178353084,1443.7650102404823,False,40,6.573204058200745,2887.5300204809646
40,2020-03-02,0,86.79963178353084,1443.7650102404823,False,41,7.483214800930243,2887.5300204809646
41,2020-03-03,0,86.79963178353084,1443.7650102404823,False,42,8.518837169099736,2887.5300204809646
42,2020-03-04,0,86.79963178353084,1443.7650102404823,False,43,9.697299546080687,2887.5300204809646
43,2020-03-05,0,86.79963178353084,1443.7650102404823,False,44,11.03816073093292,2887.5300204809646
44,2020-03-06,1,86.79963178353084,1443.7650102404823,False,45,12.56361554055113,2887.5300204809646
45,2020-03-07,1,86.79963178353084,1443.7650102404823,False,46,14.298837631028487,2887.5300204809646
46,2020-03-08,2,86.79963178353084,1443.7650102404823,False,47,16.27236321002425,2887.5300204809646
47,2020-03-09,2,86.79963178353084,1443.7650102404823,False,48,18.51651940090677,2887.5300204809646
48,2020-03-10,2,86.79963178353084,1443.7650102404823,False,49,21.067901006524618,2887.5300204809646
49,2020-03-11,2,86.79963178353084,1443.7650102404823,False,50,23.967899262432574,2887.5300204809646
50,2020-03-12,2,86.79963178353084,1443.7650102404823,False,51,27.26328581061573,2887.5300204809646
51,2020-03-13,2,86.79963178353084,1443.7650102404823,False,52,31.00685449442234,2887.5300204809646
52,2020-03-14,2,86.79963178353084,1443.7650102404823,False,53,35.258122584639814,2887.5300204809646
53,2020-03-15,2,86.79963178353084,1443.7650102404823,False,54,40.08409158534468,2887.5300204809646
54,2020-03-16,4,86.79963178353084,1443.7650102404823,False,55,45.56006570211241,2887.5300204809646
55,2020-03-17,10,86.79963178353084,1443.7650102404823,False,56,51.770523223693594,2887.5300204809646
56,2020-03-18,10,86.79963178353084,1443.7650102404823,False,57,58.81003228313302,2887.5300204809646
57,2020-03-19,13,86.79963178353084,1443.7650102404823,False,58,66.78419751108865,2887.5300204809646
58,2020-03-20,20,86.79963178353084,1443.7650102404823,False,59,75.81061773732046,2887.5300204809646
59,2020-03-21,27,86.79963178353084,1443.7650102404823,False,60,86.01982689058197,2887.5300204809646
60,2020-03-22,40,86.79963178353084,1443.7650102404823,False,61,97.55618035703036,2887.5300204809646
61,2020-03-23,56,86.79963178353084,1443.7650102404823,False,62,110.57863708932788,2887.5300204809646
62,2020-03-24,66,86.79963178353084,1443.7650102404823,False,63,125.26137360964024,2887.5300204809646
63,2020-03-25,75,86.79963178353084,1443.7650102404823,False,64,141.79414977563485,2887.5300204809646
64,2020-03-26,75,86.79963178353084,1443.7650102404823,False,65,160.38232808747276,2887.5300204809646
65,2020-03-27,91,86.79963178353084,1443.7650102404823,False,66,181.24642908563445,2887.5300204809646
66,2020-03-28,91,86.79963178353084,1443.7650102404823,False,67,204.62108621980977,2887.5300204809646
