,Report_Date,Ghana_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,72.89219335090439,206.0403310923509,True,1,0.004825825344714347,377.37052939858796
1,2020-01-23,0,72.89219335090439,206.0403310923509,True,2,0.005651518856121469,377.37052939858796
2,2020-01-24,0,72.89219335090439,206.0403310923509,True,3,0.006618485367679383,377.37052939858796
3,2020-01-25,0,72.89219335090439,206.0403310923509,True,4,0.007750895306218093,377.37052939858796
4,2020-01-26,0,72.89219335090439,206.0403310923509,True,5,0.009077054108788287,377.37052939858796
5,2020-01-27,0,72.89219335090439,206.0403310923509,True,6,0.010630109512540857,377.37052939858796
6,2020-01-28,0,72.89219335090439,206.0403310923509,True,7,0.012448879782715451,377.37052939858796
7,2020-01-29,0,72.89219335090439,206.0403310923509,True,8,0.014578823541657127,377.37052939858796
8,2020-01-30,0,72.89219335090439,206.0403310923509,True,9,0.017073175386185628,377.37052939858796
9,2020-01-31,0,72.89219335090439,206.0403310923509,True,10,0.019994275603976173,377.37052939858796
10,2020-02-01,0,72.89219335090439,206.0403310923509,True,11,0.02341512712282902,377.37052939858796
11,2020-02-02,0,72.89219335090439,206.0403310923509,True,12,0.027421218467471177,377.37052939858796
12,2020-02-03,0,72.89219335090439,206.0403310923509,True,13,0.03211265809387042,377.37052939858796
13,2020-02-04,0,72.89219335090439,206.0403310923509,True,14,0.0376066731803541,377.37052939858796
14,2020-02-05,0,72.89219335090439,206.0403310923509,True,15,0.044040534963340594,377.37052939858796
15,2020-02-06,0,72.89219335090439,206.0403310923509,True,16,0.05157498322813655,377.37052939858796
16,2020-02-07,0,72.89219335090439,206.0403310923509,True,17,0.06039823485099968,377.37052939858796
17,2020-02-08,0,72.89219335090439,206.0403310923509,True,18,0.07073067562534859,377.37052939858796
18,2020-02-09,0,72.89219335090439,206.0403310923509,True,19,0.08283035132458016,377.37052939858796
19,2020-02-10,0,72.89219335090439,206.0403310923509,True,20,0.09699939343818662,377.37052939858796
20,2020-02-11,0,72.89219335090439,206.0403310923509,True,21,0.11359153770422419,377.37052939858796
21,2020-02-12,0,72.89219335090439,206.0403310923509,True,22,0.1330209199488896,377.37052939858796
22,2020-02-13,0,72.89219335090439,206.0403310923509,True,23,0.1557723643996837,377.37052939858796
23,2020-02-14,0,72.89219335090439,206.0403310923509,True,24,0.182413415201489,377.37052939858796
24,2020-02-15,0,72.89219335090439,206.0403310923509,True,25,0.21360840304981007,377.37052939858796
25,2020-02-16,0,72.89219335090439,206.0403310923509,True,26,0.2501348864539406,377.37052939858796
26,2020-02-17,0,72.89219335090439,206.0403310923509,True,27,0.29290286201947047,377.37052939858796
27,2020-02-18,0,72.89219335090439,206.0403310923509,True,28,0.34297720122175773,377.37052939858796
28,2020-02-19,0,72.89219335090439,206.0403310923509,True,29,0.4016038434000881,377.37052939858796
