,Report_Date,China_guizhou_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,1,15.871320519567313,73.30413019034461,True,1,1.5831320346198177,146.60826033597448
1,2020-01-23,3,15.871320519567313,73.30413019034461,True,2,2.136891602480238,146.60826033597448
2,2020-01-24,3,15.871320519567313,73.30413019034461,True,3,2.8805020163753206,146.60826033597448
3,2020-01-25,4,15.871320519567313,73.30413019034461,True,4,3.8759368586688017,146.60826033597448
4,2020-01-26,5,15.871320519567313,73.30413019034461,True,5,5.202918239131291,146.60826033597448
5,2020-01-27,7,15.871320519567313,73.30413019034461,True,6,6.962050418895645,146.60826033597448
6,2020-01-28,9,15.871320519567313,73.30413019034461,True,7,9.276933699892062,146.60826033597448
7,2020-01-29,9,15.871320519567313,73.30413019034461,True,8,12.2937556986301,146.60826033597448
8,2020-01-30,12,15.871320519567313,73.30413019034461,True,9,16.17607862038993,146.60826033597448
9,2020-01-31,29,15.871320519567313,73.30413019034461,True,10,21.091897942180534,146.60826033597448
10,2020-02-01,29,15.871320519567313,73.30413019034461,True,11,27.19018745595112,146.60826033597448
11,2020-02-02,38,15.871320519567313,73.30413019034461,True,12,34.56610375968893,146.60826033597448
12,2020-02-03,46,15.871320519567313,73.30413019034461,True,13,43.21875511870188,146.60826033597448
13,2020-02-04,58,15.871320519567313,73.30413019034461,True,14,53.012540052276066,146.60826033597448
14,2020-02-05,64,15.871320519567313,73.30413019034461,True,15,63.659178709684475,146.60826033597448
15,2020-02-06,71,15.871320519567313,73.30413019034461,True,16,74.73665204985004,146.60826033597448
16,2020-02-07,81,15.871320519567313,73.30413019034461,True,17,85.74905803125564,146.60826033597448
17,2020-02-08,89,15.871320519567313,73.30413019034461,True,18,96.21192361441183,146.60826033597448
18,2020-02-09,99,15.871320519567313,73.30413019034461,True,19,105.73345697354546,146.60826033597448
