,Report_Date,China_guizhou_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
19,2020-02-10,109,15.871320519567313,73.30413019034461,True,20,114.06454744639815,146.60826033597448
20,2020-02-11,127,15.871320519567313,73.30413019034461,True,21,121.107136170029,146.60826033597448
21,2020-02-12,133,15.871320519567313,73.30413019034461,True,22,126.88915252230834,146.60826033597448
22,2020-02-13,135,15.871320519567313,73.30413019034461,True,23,131.52347255360124,146.60826033597448
23,2020-02-14,140,15.871320519567313,73.30413019034461,True,24,135.16685625504763,146.60826033597448
24,2020-02-15,143,15.871320519567313,73.30413019034461,True,25,137.98793980461465,146.60826033597448
25,2020-02-16,144,15.871320519567313,73.30413019034461,True,26,140.14668678985834,146.60826033597448
26,2020-02-17,146,15.871320519567313,73.30413019034461,True,27,141.7837301586728,146.60826033597448
27,2020-02-18,146,15.871320519567313,73.30413019034461,True,28,143.01665653671702,146.60826033597448
28,2020-02-19,146,15.871320519567313,73.30413019034461,True,29,143.9404326401505,146.60826033597448
29,2020-02-20,146,15.871320519567313,73.30413019034461,True,30,144.62989625326804,146.60826033597448
30,2020-02-21,146,15.871320519567313,73.30413019034461,True,31,145.142991262062,146.60826033597448
31,2020-02-22,146,15.871320519567313,73.30413019034461,True,32,145.52401106274638,146.60826033597448
32,2020-02-23,146,15.871320519567313,73.30413019034461,True,33,145.80650005872792,146.60826033597448
33,2020-02-24,146,15.871320519567313,73.30413019034461,True,34,146.0156894110399,146.60826033597448
34,2020-02-25,146,15.871320519567313,73.30413019034461,True,35,146.17046251224477,146.60826033597448
35,2020-02-26,146,15.871320519567313,73.30413019034461,True,36,146.28490008409352,146.60826033597448
36,2020-02-27,146,15.871320519567313,73.30413019034461,True,37,146.36947327111145,146.60826033597448
37,2020-02-28,146,15.871320519567313,73.30413019034461,True,38,146.43195344460452,146.60826033597448
38,2020-02-29,146,15.871320519567313,73.30413019034461,True,39,146.47809981927114,146.60826033597448
39,2020-03-01,146,15.871320519567313,73.30413019034461,True,40,146.51217582035167,146.60826033597448
40,2020-03-02,146,15.871320519567313,73.30413019034461,True,41,146.5373350528534,146.60826033597448
41,2020-03-03,146,15.871320519567313,73.30413019034461,True,42,146.55590882771537,146.60826033597448
42,2020-03-04,146,15.871320519567313,73.30413019034461,True,43,146.56961982430443,146.60826033597448
43,2020-03-05,146,15.871320519567313,73.30413019034461,True,44,146.57974057698235,146.60826033597448
44,2020-03-06,146,15.871320519567313,73.30413019034461,True,45,146.58721087806268,146.60826033597448
45,2020-03-07,146,15.871320519567313,73.30413019034461,True,46,146.59272466204735,146.60826033597448
46,2020-03-08,146,15.871320519567313,73.30413019034461,True,47,146.59679425818942,146.60826033597448
47,2020-03-09,146,15.871320519567313,73.30413019034461,True,48,146.59979788132614,146.60826033597448
48,2020-03-10,146,15.871320519567313,73.30413019034461,True,49,146.60201471995208,146.60826033597448
49,2020-03-11,146,15.871320519567313,73.30413019034461,True,50,146.6036508531906,146.60826033597448
50,2020-03-12,146,15.871320519567313,73.30413019034461,True,51,146.6048583896854,146.60826033597448
51,2020-03-13,146,15.871320519567313,73.30413019034461,True,52,146.6057495988746,146.60826033597448
52,2020-03-14,146,15.871320519567313,73.30413019034461,True,53,146.60640734366638,146.60826033597448
53,2020-03-15,146,15.871320519567313,73.30413019034461,True,54,146.60689278189895,146.60826033597448
54,2020-03-16,146,15.871320519567313,73.30413019034461,True,55,146.6072510512448,146.60826033597448
55,2020-03-17,147,15.871320519567313,73.30413019034461,True,56,146.6075154653804,146.60826033597448
56,2020-03-18,146,15.871320519567313,73.30413019034461,True,57,146.60771061117816,146.60826033597448
57,2020-03-19,146,15.871320519567313,73.30413019034461,True,58,146.60785463468522,146.60826033597448
58,2020-03-20,146,15.871320519567313,73.30413019034461,True,59,146.60796092832945,146.60826033597448
59,2020-03-21,146,15.871320519567313,73.30413019034461,True,60,146.60803937617447,146.60826033597448
60,2020-03-22,146,15.871320519567313,73.30413019034461,True,61,146.60809727297908,146.60826033597448
61,2020-03-23,146,15.871320519567313,73.30413019034461,True,62,146.60814000250426,146.60826033597448
62,2020-03-24,146,15.871320519567313,73.30413019034461,True,63,146.60817153813056,146.60826033597448
63,2020-03-25,146,15.871320519567313,73.30413019034461,True,64,146.60819481233236,146.60826033597448
64,2020-03-26,146,15.871320519567313,73.30413019034461,True,65,146.60821198936299,146.60826033597448
65,2020-03-27,146,15.871320519567313,73.30413019034461,True,66,146.60822466650487,146.60826033597448
66,2020-03-28,146,15.871320519567313,73.30413019034461,True,67,146.6082340225992,146.60826033597448
67,2020-03-29,146,15.871320519567313,73.30413019034461,True,68,146.60824092766484,146.60826033597448
68,2020-03-30,146,15.871320519567313,73.30413019034461,True,69,146.60824602380097,146.60826033597448
69,2020-03-31,146,15.871320519567313,73.30413019034461,True,70,146.60824978489526,146.60826033597448
70,2020-04-01,146,15.871320519567313,73.30413019034461,True,71,146.60825256069043,146.60826033597448
71,2020-04-02,146,15.871320519567313,73.30413019034461,True,72,146.6082546093066,146.60826033597448
72,2020-04-03,146,15.871320519567313,73.30413019034461,True,73,146.60825612124393,146.60826033597448
73,2020-04-04,146,15.871320519567313,73.30413019034461,True,74,146.60825723709686,146.60826033597448
74,2020-04-05,146,15.871320519567313,73.30413019034461,True,75,146.60825806062826,146.60826033597448
75,2020-04-06,146,15.871320519567313,73.30413019034461,True,76,146.60825866841793,146.60826033597448
76,2020-04-07,146,15.871320519567313,73.30413019034461,True,77,146.6082591169841,146.60826033597448
77,2020-04-08,146,15.871320519567313,73.30413019034461,True,78,146.60825944803872,146.60826033597448
