,Report_Date,Venezuela_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,64.54700901454618,93.06015426221123,True,1,0.002224597762226127,183.32465315551374
1,2020-01-23,0,64.54700901454618,93.06015426221123,True,2,0.0026589698053215735,183.32465315551374
2,2020-01-24,0,64.54700901454618,93.06015426221123,True,3,0.0031781553158850982,183.32465315551374
3,2020-01-25,0,64.54700901454618,93.06015426221123,True,4,0.0037987139568145313,183.32465315551374
4,2020-01-26,0,64.54700901454618,93.06015426221123,True,5,0.004540438366557546,183.32465315551374
5,2020-01-27,0,64.54700901454618,93.06015426221123,True,6,0.005426985225226475,183.32465315551374
6,2020-01-28,0,64.54700901454618,93.06015426221123,True,7,0.006486629453837167,183.32465315551374
7,2020-01-29,0,64.54700901454618,93.06015426221123,True,8,0.007753165551352171,183.32465315551374
8,2020-01-30,0,64.54700901454618,93.06015426221123,True,9,0.009266984744911005,183.32465315551374
9,2020-01-31,0,64.54700901454618,93.06015426221123,True,10,0.01107636220427805,183.32465315551374
10,2020-02-01,0,64.54700901454618,93.06015426221123,True,11,0.013238995225807647,183.32465315551374
11,2020-02-02,0,64.54700901454618,93.06015426221123,True,12,0.01582384123041061,183.32465315551374
12,2020-02-03,0,64.54700901454618,93.06015426221123,True,13,0.018913313888833338,183.32465315551374
13,2020-02-04,0,64.54700901454618,93.06015426221123,True,14,0.02260590697590581,183.32465315551374
14,2020-02-05,0,64.54700901454618,93.06015426221123,True,15,0.027019329005989922,183.32465315551374
15,2020-02-06,0,64.54700901454618,93.06015426221123,True,16,0.03229424771892601,183.32465315551374
16,2020-02-07,0,64.54700901454618,93.06015426221123,True,17,0.03859876254486852,183.32465315551374
17,2020-02-08,0,64.54700901454618,93.06015426221123,True,18,0.046133745834988374,183.32465315551374
18,2020-02-09,0,64.54700901454618,93.06015426221123,True,19,0.05513922055384652,183.32465315551374
19,2020-02-10,0,64.54700901454618,93.06015426221123,True,20,0.0659019740439379,183.32465315551374
20,2020-02-11,0,64.54700901454618,93.06015426221123,True,21,0.07876464526504687,183.32465315551374
21,2020-02-12,0,64.54700901454618,93.06015426221123,True,22,0.09413656757744818,183.32465315551374
22,2020-02-13,0,64.54700901454618,93.06015426221123,True,23,0.11250670180614139,183.32465315551374
23,2020-02-14,0,64.54700901454618,93.06015426221123,True,24,0.13445905625005228,183.32465315551374
24,2020-02-15,0,64.54700901454618,93.06015426221123,True,25,0.16069106285880969,183.32465315551374
25,2020-02-16,0,64.54700901454618,93.06015426221123,True,26,0.19203546344912034,183.32465315551374
26,2020-02-17,0,64.54700901454618,93.06015426221123,True,27,0.2294863580580646,183.32465315551374
27,2020-02-18,0,64.54700901454618,93.06015426221123,True,28,0.27423018074190597,183.32465315551374
28,2020-02-19,0,64.54700901454618,93.06015426221123,True,29,0.32768249749732453,183.32465315551374
29,2020-02-20,0,64.54700901454618,93.06015426221123,True,30,0.3915316671844856,183.32465315551374
30,2020-02-21,0,64.54700901454618,93.06015426221123,True,31,0.4677905691658075,183.32465315551374
31,2020-02-22,0,64.54700901454618,93.06015426221123,True,32,0.5588577791886489,183.32465315551374
32,2020-02-23,0,64.54700901454618,93.06015426221123,True,33,0.6675897639040252,183.32465315551374
33,2020-02-24,0,64.54700901454618,93.06015426221123,True,34,0.7973858569343092,183.32465315551374
34,2020-02-25,0,64.54700901454618,93.06015426221123,True,35,0.9522879630613245,183.32465315551374
35,2020-02-26,0,64.54700901454618,93.06015426221123,True,36,1.1370970919551853,183.32465315551374
36,2020-02-27,0,64.54700901454618,93.06015426221123,True,37,1.3575089184061941,183.32465315551374
