,Report_Date,Jamaica_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,72.00692778126263,46.185047048972635,True,1,0.0061004653634239075,82.88635766635151
1,2020-01-23,0,72.00692778126263,46.185047048972635,True,2,0.006985994917125784,82.88635766635151
2,2020-01-24,0,72.00692778126263,46.185047048972635,True,3,0.008000054775316203,82.88635766635151
3,2020-01-25,0,72.00692778126263,46.185047048972635,True,4,0.009161297019353067,82.88635766635151
4,2020-01-26,0,72.00692778126263,46.185047048972635,True,5,0.010491079406899959,82.88635766635151
5,2020-01-27,0,72.00692778126263,46.185047048972635,True,6,0.012013857522010216,82.88635766635151
6,2020-01-28,0,72.00692778126263,46.185047048972635,True,7,0.013757633657239376,82.88635766635151
7,2020-01-29,0,72.00692778126263,46.185047048972635,True,8,0.015754470602556993,82.88635766635151
8,2020-01-30,0,72.00692778126263,46.185047048972635,True,9,0.018041079683600053,82.88635766635151
9,2020-01-31,0,72.00692778126263,46.185047048972635,True,10,0.02065949372321856,82.88635766635151
10,2020-02-01,0,72.00692778126263,46.185047048972635,True,11,0.023657837117238442,82.88635766635151
11,2020-02-02,0,72.00692778126263,46.185047048972635,True,12,0.02709120694245522,82.88635766635151
12,2020-02-03,0,72.00692778126263,46.185047048972635,True,13,0.031022680979445355,82.88635766635151
13,2020-02-04,0,72.00692778126263,46.185047048972635,True,14,0.03552447076522056,82.88635766635151
14,2020-02-05,0,72.00692778126263,46.185047048972635,True,15,0.040679240324577925,82.88635766635151
15,2020-02-06,0,72.00692778126263,46.185047048972635,True,16,0.046581614100957326,82.88635766635151
16,2020-02-07,0,72.00692778126263,46.185047048972635,True,17,0.053339900857626694,82.88635766635151
17,2020-02-08,0,72.00692778126263,46.185047048972635,True,18,0.0610780639909757,82.88635766635151
18,2020-02-09,0,72.00692778126263,46.185047048972635,True,19,0.06993797283506921,82.88635766635151
19,2020-02-10,0,72.00692778126263,46.185047048972635,True,20,0.08008197418767166,82.88635766635151
20,2020-02-11,0,72.00692778126263,46.185047048972635,True,21,0.0916958285006223,82.88635766635151
21,2020-02-12,0,72.00692778126263,46.185047048972635,True,22,0.10499206099849892,82.88635766635151
22,2020-02-13,0,72.00692778126263,46.185047048972635,True,23,0.12021378446202133,82.88635766635151
23,2020-02-14,0,72.00692778126263,46.185047048972635,True,24,0.13763905757230616,82.88635766635151
24,2020-02-15,0,72.00692778126263,46.185047048972635,True,25,0.15758585058211735,82.88635766635151
25,2020-02-16,0,72.00692778126263,46.185047048972635,True,26,0.1804176986644792,82.88635766635151
26,2020-02-17,0,72.00692778126263,46.185047048972635,True,27,0.20655013256242183,82.88635766635151
27,2020-02-18,0,72.00692778126263,46.185047048972635,True,28,0.2364579860598164,82.88635766635151
28,2020-02-19,0,72.00692778126263,46.185047048972635,True,29,0.2706836901878179,82.88635766635151
29,2020-02-20,0,72.00692778126263,46.185047048972635,True,30,0.3098466747701347,82.88635766635151
30,2020-02-21,0,72.00692778126263,46.185047048972635,True,31,0.35465400858083035,82.88635766635151
31,2020-02-22,0,72.00692778126263,46.185047048972635,True,32,0.4059124195836881,82.88635766635151
32,2020-02-23,0,72.00692778126263,46.185047048972635,True,33,0.46454184579445224,82.88635766635151
33,2020-02-24,0,72.00692778126263,46.185047048972635,True,34,0.5315906743591015,82.88635766635151
34,2020-02-25,0,72.00692778126263,46.185047048972635,True,35,0.6082528302531656,82.88635766635151
35,2020-02-26,0,72.00692778126263,46.185047048972635,True,36,0.6958868749479221,82.88635766635151
36,2020-02-27,0,72.00692778126263,46.185047048972635,True,37,0.796037267309261,82.88635766635151
37,2020-02-28,0,72.00692778126263,46.185047048972635,True,38,0.9104579210988455,82.88635766635151
38,2020-02-29,0,72.00692778126263,46.185047048972635,True,39,1.041138162150009,82.88635766635151
39,2020-03-01,0,72.00692778126263,46.185047048972635,True,40,1.1903311390594997,82.88635766635151
40,2020-03-02,0,72.00692778126263,46.185047048972635,True,41,1.3605846684272145,82.88635766635151
41,2020-03-03,0,72.00692778126263,46.185047048972635,True,42,1.5547743923857673,82.88635766635151
42,2020-03-04,0,72.00692778126263,46.185047048972635,True,43,1.7761389841194943,82.88635766635151
43,2020-03-05,0,72.00692778126263,46.185047048972635,True,44,2.028316946622123,82.88635766635151
44,2020-03-06,0,72.00692778126263,46.185047048972635,True,45,2.315384300181976,82.88635766635151
45,2020-03-07,0,72.00692778126263,46.185047048972635,True,46,2.6418921332617753,82.88635766635151
46,2020-03-08,0,72.00692778126263,46.185047048972635,True,47,3.01290258774677,82.88635766635151
47,2020-03-09,0,72.00692778126263,46.185047048972635,True,48,3.434021352461503,82.88635766635151
48,2020-03-10,0,72.00692778126263,46.185047048972635,True,49,3.9114241413455306,82.88635766635151
49,2020-03-11,1,72.00692778126263,46.185047048972635,True,50,4.451873934308627,82.88635766635151
50,2020-03-12,2,72.00692778126263,46.185047048972635,True,51,5.0627249702181025,82.88635766635151
51,2020-03-13,8,72.00692778126263,46.185047048972635,True,52,5.7519086303272635,82.88635766635151
52,2020-03-14,8,72.00692778126263,46.185047048972635,True,53,6.527895488590923,82.88635766635151
53,2020-03-15,10,72.00692778126263,46.185047048972635,True,54,7.399627017079985,82.88635766635151
54,2020-03-16,10,72.00692778126263,46.185047048972635,True,55,8.376409845181557,82.88635766635151
55,2020-03-17,12,72.00692778126263,46.185047048972635,True,56,9.46776525256552,82.88635766635151
56,2020-03-18,13,72.00692778126263,46.185047048972635,True,57,10.683226948459017,82.88635766635151
57,2020-03-19,15,72.00692778126263,46.185047048972635,True,58,12.032081414345132,82.88635766635151
58,2020-03-20,16,72.00692778126263,46.185047048972635,True,59,13.523047442136704,82.88635766635151
59,2020-03-21,16,72.00692778126263,46.185047048972635,True,60,15.16389523835146,82.88635766635151
60,2020-03-22,19,72.00692778126263,46.185047048972635,True,61,16.9610107484723,82.88635766635151
61,2020-03-23,19,72.00692778126263,46.185047048972635,True,62,18.91891766595914,82.88635766635151
62,2020-03-24,21,72.00692778126263,46.185047048972635,True,63,21.039777627520383,82.88635766635151
63,2020-03-25,26,72.00692778126263,46.185047048972635,True,64,23.32289768786217,82.88635766635151
