,Report_Date,Niger_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
26,2020-02-17,0,88.71176233802709,583.3630367850909,False,27,0.4758376195977828,1166.7260735701823
27,2020-02-18,0,88.71176233802709,583.3630367850909,False,28,0.5399541586661086,1166.7260735701823
28,2020-02-19,0,88.71176233802709,583.3630367850909,False,29,0.6127055149057996,1166.7260735701823
29,2020-02-20,0,88.71176233802709,583.3630367850909,False,30,0.6952532665032831,1166.7260735701823
30,2020-02-21,0,88.71176233802709,583.3630367850909,False,31,0.7889148748220861,1166.7260735701823
31,2020-02-22,0,88.71176233802709,583.3630367850909,False,32,0.8951844959026403,1166.7260735701823
32,2020-02-23,0,88.71176233802709,583.3630367850909,False,33,1.0157565393830263,1166.7260735701823
33,2020-02-24,0,88.71176233802709,583.3630367850909,False,34,1.1525523285808013,1166.7260735701823
34,2020-02-25,0,88.71176233802709,583.3630367850909,False,35,1.307750258419245,1166.7260735701823
35,2020-02-26,0,88.71176233802709,583.3630367850909,False,36,1.483819895268158,1166.7260735701823
36,2020-02-27,0,88.71176233802709,583.3630367850909,False,37,1.6835605148205937,1166.7260735701823
37,2020-02-28,0,88.71176233802709,583.3630367850909,False,38,1.9101446309884489,1166.7260735701823
38,2020-02-29,0,88.71176233802709,583.3630367850909,False,39,2.1671671305043034,1166.7260735701823
39,2020-03-01,0,88.71176233802709,583.3630367850909,False,40,2.458700694332602,1166.7260735701823
40,2020-03-02,0,88.71176233802709,583.3630367850909,False,41,2.789358257757777,1166.7260735701823
41,2020-03-03,0,88.71176233802709,583.3630367850909,False,42,3.16436333545015,1166.7260735701823
42,2020-03-04,0,88.71176233802709,583.3630367850909,False,43,3.5896291148026704,1166.7260735701823
43,2020-03-05,0,88.71176233802709,583.3630367850909,False,44,4.071847298700621,1166.7260735701823
44,2020-03-06,0,88.71176233802709,583.3630367850909,False,45,4.618587755195245,1166.7260735701823
45,2020-03-07,0,88.71176233802709,583.3630367850909,False,46,5.238410102880803,1166.7260735701823
46,2020-03-08,0,88.71176233802709,583.3630367850909,False,47,5.9409884224339615,1166.7260735701823
47,2020-03-09,0,88.71176233802709,583.3630367850909,False,48,6.737250330454768,1166.7260735701823
48,2020-03-10,0,88.71176233802709,583.3630367850909,False,49,7.639531673088664,1166.7260735701823
49,2020-03-11,0,88.71176233802709,583.3630367850909,False,50,8.661748082979143,1166.7260735701823
50,2020-03-12,0,88.71176233802709,583.3630367850909,False,51,9.81958457978856,1166.7260735701823
51,2020-03-13,0,88.71176233802709,583.3630367850909,False,52,11.130704263823855,1166.7260735701823
52,2020-03-14,0,88.71176233802709,583.3630367850909,False,53,12.614976931512611,1166.7260735701823
53,2020-03-15,0,88.71176233802709,583.3630367850909,False,54,14.294728102318102,1166.7260735701823
54,2020-03-16,0,88.71176233802709,583.3630367850909,False,55,16.195008454418417,1166.7260735701823
55,2020-03-17,0,88.71176233802709,583.3630367850909,False,56,18.34388297904521,1166.7260735701823
56,2020-03-18,0,88.71176233802709,583.3630367850909,False,57,20.77273823075239,1166.7260735701823
57,2020-03-19,0,88.71176233802709,583.3630367850909,False,58,23.5166048147878,1166.7260735701823
58,2020-03-20,1,88.71176233802709,583.3630367850909,False,59,26.614490647068877,1166.7260735701823
59,2020-03-21,1,88.71176233802709,583.3630367850909,False,60,30.10971847460879,1166.7260735701823
60,2020-03-22,2,88.71176233802709,583.3630367850909,False,61,34.05025857911345,1166.7260735701823
61,2020-03-23,3,88.71176233802709,583.3630367850909,False,62,38.4890444309572,1166.7260735701823
62,2020-03-24,3,88.71176233802709,583.3630367850909,False,63,43.48425525357335,1166.7260735701823
63,2020-03-25,7,88.71176233802709,583.3630367850909,False,64,49.099544963400696,1166.7260735701823
64,2020-03-26,10,88.71176233802709,583.3630367850909,False,65,55.40419177632204,1166.7260735701823
65,2020-03-27,10,88.71176233802709,583.3630367850909,False,66,62.47313699698097,1166.7260735701823
66,2020-03-28,10,88.71176233802709,583.3630367850909,False,67,70.38687531549786,1166.7260735701823
67,2020-03-29,18,88.71176233802709,583.3630367850909,False,68,79.23115265469009,1166.7260735701823
68,2020-03-30,27,88.71176233802709,583.3630367850909,False,69,89.09642175823677,1166.7260735701823
69,2020-03-31,27,88.71176233802709,583.3630367850909,False,70,100.07700104118845,1166.7260735701823
70,2020-04-01,74,88.71176233802709,583.3630367850909,False,71,112.26987976791507,1166.7260735701823
71,2020-04-02,98,88.71176233802709,583.3630367850909,False,72,125.77311369745475,1166.7260735701823
72,2020-04-03,120,88.71176233802709,583.3630367850909,False,73,140.68376152321215,1166.7260735701823
73,2020-04-04,144,88.71176233802709,583.3630367850909,False,74,157.0953254826204,1166.7260735701823
74,2020-04-05,184,88.71176233802709,583.3630367850909,False,75,175.09468115312455,1166.7260735701823
75,2020-04-06,253,88.71176233802709,583.3630367850909,False,76,194.75851309065334,1166.7260735701823
76,2020-04-07,278,88.71176233802709,583.3630367850909,False,77,216.14931526051836,1166.7260735701823
77,2020-04-08,342,88.71176233802709,583.3630367850909,False,78,239.31106753116995,1166.7260735701823
