,Report_Date,Togo_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,78.71058980907647,69.0211478568405,False,1,0.003938041088797337,70.46417417466598
1,2020-01-23,0,78.71058980907647,69.0211478568405,False,2,0.0045056876909603,70.46417417466598
2,2020-01-24,0,78.71058980907647,69.0211478568405,False,3,0.0051551543209023614,70.46417417466598
3,2020-01-25,0,78.71058980907647,69.0211478568405,False,4,0.005898233493235261,70.46417417466598
4,2020-01-26,0,78.71058980907647,69.0211478568405,False,5,0.006748417056131872,70.46417417466598
5,2020-01-27,0,78.71058980907647,69.0211478568405,False,6,0.007721140979724793,70.46417417466598
6,2020-01-28,0,78.71058980907647,69.0211478568405,False,7,0.008834065378306166,70.46417417466598
7,2020-01-29,0,78.71058980907647,69.0211478568405,False,8,0.010107394829113563,70.46417417466598
8,2020-01-30,0,78.71058980907647,69.0211478568405,False,9,0.011564244775298564,70.46417417466598
9,2020-01-31,0,78.71058980907647,69.0211478568405,False,10,0.013231060628428638,70.46417417466598
10,2020-02-01,0,78.71058980907647,69.0211478568405,False,11,0.015138097130933085,70.46417417466598
11,2020-02-02,0,78.71058980907647,69.0211478568405,False,12,0.01731996661755887,70.46417417466598
12,2020-02-03,0,78.71058980907647,69.0211478568405,False,13,0.019816266045596758,70.46417417466598
13,2020-02-04,0,78.71058980907647,69.0211478568405,False,14,0.022672294067226182,70.46417417466598
14,2020-02-05,0,78.71058980907647,69.0211478568405,False,15,0.025939871017340993,70.46417417466598
15,2020-02-06,0,78.71058980907647,69.0211478568405,False,16,0.02967827651315458,70.46417417466598
16,2020-02-07,0,78.71058980907647,69.0211478568405,False,17,0.03395532143750001,70.46417417466598
17,2020-02-08,0,78.71058980907647,69.0211478568405,False,18,0.038848573439355494,70.46417417466598
18,2020-02-09,0,78.71058980907647,69.0211478568405,False,19,0.04444675776990506,70.46417417466598
19,2020-02-10,0,78.71058980907647,69.0211478568405,False,20,0.05085135832166844,70.46417417466598
20,2020-02-11,0,78.71058980907647,69.0211478568405,False,21,0.05817844719750684,70.46417417466598
21,2020-02-12,0,78.71058980907647,69.0211478568405,False,22,0.06656077505569702,70.46417417466598
22,2020-02-13,0,78.71058980907647,69.0211478568405,False,23,0.07615015891127389,70.46417417466598
23,2020-02-14,0,78.71058980907647,69.0211478568405,False,24,0.08712020908125123,70.46417417466598
24,2020-02-15,0,78.71058980907647,69.0211478568405,False,25,0.09966944260469127,70.46417417466598
25,2020-02-16,0,78.71058980907647,69.0211478568405,False,26,0.11402483681339048,70.46417417466598
26,2020-02-17,0,78.71058980907647,69.0211478568405,False,27,0.1304458838421635,70.46417417466598
27,2020-02-18,0,78.71058980907647,69.0211478568405,False,28,0.14922921481568646,70.46417417466598
28,2020-02-19,0,78.71058980907647,69.0211478568405,False,29,0.17071387129417304,70.46417417466598
29,2020-02-20,0,78.71058980907647,69.0211478568405,False,30,0.19528731135706928,70.46417417466598
30,2020-02-21,0,78.71058980907647,69.0211478568405,False,31,0.22339224849222686,70.46417417466598
31,2020-02-22,0,78.71058980907647,69.0211478568405,False,32,0.2555344332542413,70.46417417466598
32,2020-02-23,0,78.71058980907647,69.0211478568405,False,33,0.29229150044165286,70.46417417466598
33,2020-02-24,0,78.71058980907647,69.0211478568405,False,34,0.334323018249954,70.46417417466598
34,2020-02-25,0,78.71058980907647,69.0211478568405,False,35,0.3823818903462113,70.46417417466598
35,2020-02-26,0,78.71058980907647,69.0211478568405,False,36,0.43732727684378486,70.46417417466598
36,2020-02-27,0,78.71058980907647,69.0211478568405,False,37,0.5001392153607856,70.46417417466598
37,2020-02-28,0,78.71058980907647,69.0211478568405,False,38,0.5719351381730863,70.46417417466598
38,2020-02-29,0,78.71058980907647,69.0211478568405,False,39,0.6539884951342285,70.46417417466598
39,2020-03-01,0,78.71058980907647,69.0211478568405,False,40,0.747749703431906,70.46417417466598
40,2020-03-02,0,78.71058980907647,69.0211478568405,False,41,0.8548696528827485,70.46417417466598
41,2020-03-03,0,78.71058980907647,69.0211478568405,False,42,0.9772259973167762,70.46417417466598
42,2020-03-04,0,78.71058980907647,69.0211478568405,False,43,1.1169524560000264,70.46417417466598
43,2020-03-05,0,78.71058980907647,69.0211478568405,False,44,1.2764713305019757,70.46417417466598
44,2020-03-06,1,78.71058980907647,69.0211478568405,False,45,1.4585294074417834,70.46417417466598
45,2020-03-07,1,78.71058980907647,69.0211478568405,False,46,1.6662373604361422,70.46417417466598
46,2020-03-08,1,78.71058980907647,69.0211478568405,False,47,1.9031126781732095,70.46417417466598
47,2020-03-09,1,78.71058980907647,69.0211478568405,False,48,2.1731260210442747,70.46417417466598
48,2020-03-10,1,78.71058980907647,69.0211478568405,False,49,2.480750735528645,70.46417417466598
49,2020-03-11,1,78.71058980907647,69.0211478568405,False,50,2.8310150209642315,70.46417417466598
50,2020-03-12,1,78.71058980907647,69.0211478568405,False,51,3.2295559330002472,70.46417417466598
51,2020-03-13,1,78.71058980907647,69.0211478568405,False,52,3.6826740059635017,70.46417417466598
52,2020-03-14,1,78.71058980907647,69.0211478568405,False,53,4.1973867659044375,70.46417417466598
53,2020-03-15,1,78.71058980907647,69.0211478568405,False,54,4.781478771282968,70.46417417466598
54,2020-03-16,1,78.71058980907647,69.0211478568405,False,55,5.443545046270993,70.46417417466598
55,2020-03-17,1,78.71058980907647,69.0211478568405,False,56,6.193023856369198,70.46417417466598
56,2020-03-18,1,78.71058980907647,69.0211478568405,False,57,7.04021372325267,70.46417417466598
