,Report_Date,Iraq_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
29,2020-02-20,0,76.43698824727684,1074.9721163625443,True,30,5.442449557765691,1753.927975533703
30,2020-02-21,0,76.43698824727684,1074.9721163625443,True,31,6.187811461327968,1753.927975533703
31,2020-02-22,0,76.43698824727684,1074.9721163625443,True,32,7.03491833533498,1753.927975533703
32,2020-02-23,0,76.43698824727684,1074.9721163625443,True,33,7.997560887480489,1753.927975533703
33,2020-02-24,1,76.43698824727684,1074.9721163625443,True,34,9.091370450076482,1753.927975533703
34,2020-02-25,1,76.43698824727684,1074.9721163625443,True,35,10.334056291297259,1753.927975533703
35,2020-02-26,5,76.43698824727684,1074.9721163625443,True,36,11.745671070867306,1753.927975533703
36,2020-02-27,7,76.43698824727684,1074.9721163625443,True,37,13.348907045451162,1753.927975533703
37,2020-02-28,7,76.43698824727684,1074.9721163625443,True,38,15.169425638034609,1753.927975533703
38,2020-02-29,13,76.43698824727684,1074.9721163625443,True,39,17.23622290313269,1753.927975533703
39,2020-03-01,19,76.43698824727684,1074.9721163625443,True,40,19.582033210281644,1753.927975533703
40,2020-03-02,26,76.43698824727684,1074.9721163625443,True,41,22.243773086861857,1753.927975533703
41,2020-03-03,32,76.43698824727684,1074.9721163625443,True,42,25.263026551154525,1753.927975533703
42,2020-03-04,35,76.43698824727684,1074.9721163625443,True,43,28.68657235732567,1753.927975533703
43,2020-03-05,35,76.43698824727684,1074.9721163625443,True,44,32.566952279804426,1753.927975533703
44,2020-03-06,40,76.43698824727684,1074.9721163625443,True,45,36.963077782000205,1753.927975533703
45,2020-03-07,54,76.43698824727684,1074.9721163625443,True,46,41.94087002188359,1753.927975533703
46,2020-03-08,60,76.43698824727684,1074.9721163625443,True,47,47.57392500503667,1753.927975533703
47,2020-03-09,60,76.43698824727684,1074.9721163625443,True,48,53.944191649266735,1753.927975533703
48,2020-03-10,71,76.43698824727684,1074.9721163625443,True,49,61.14264540915793,1753.927975533703
49,2020-03-11,71,76.43698824727684,1074.9721163625443,True,50,69.26993376091659,1753.927975533703
50,2020-03-12,71,76.43698824727684,1074.9721163625443,True,51,78.43696212420909,1753.927975533703
51,2020-03-13,101,76.43698824727684,1074.9721163625443,True,52,88.76537960275787,1753.927975533703
52,2020-03-14,110,76.43698824727684,1074.9721163625443,True,53,100.38791325176193,1753.927975533703
53,2020-03-15,116,76.43698824727684,1074.9721163625443,True,54,113.4484875639822,1753.927975533703
54,2020-03-16,124,76.43698824727684,1074.9721163625443,True,55,128.1020528602106,1753.927975533703
55,2020-03-17,154,76.43698824727684,1074.9721163625443,True,56,144.51403293232494,1753.927975533703
56,2020-03-18,164,76.43698824727684,1074.9721163625443,True,57,162.8592896851035,1753.927975533703
57,2020-03-19,192,76.43698824727684,1074.9721163625443,True,58,183.32049223713287,1753.927975533703
58,2020-03-20,208,76.43698824727684,1074.9721163625443,True,59,206.08577215528004,1753.927975533703
59,2020-03-21,214,76.43698824727684,1074.9721163625443,True,60,231.34554804030887,1753.927975533703
60,2020-03-22,233,76.43698824727684,1074.9721163625443,True,61,259.28841497780377,1753.927975533703
61,2020-03-23,266,76.43698824727684,1074.9721163625443,True,62,290.0960212396957,1753.927975533703
62,2020-03-24,316,76.43698824727684,1074.9721163625443,True,63,323.9368998736651,1753.927975533703
63,2020-03-25,346,76.43698824727684,1074.9721163625443,True,64,360.95928956396375,1753.927975533703
64,2020-03-26,382,76.43698824727684,1074.9721163625443,True,65,401.2830688436352,1753.927975533703
65,2020-03-27,458,76.43698824727684,1074.9721163625443,True,66,444.9910389827199,1753.927975533703
66,2020-03-28,506,76.43698824727684,1074.9721163625443,True,67,492.11991813422514,1753.927975533703
67,2020-03-29,547,76.43698824727684,1074.9721163625443,True,68,542.6515418684845,1753.927975533703
68,2020-03-30,630,76.43698824727684,1074.9721163625443,True,69,596.5048867661925,1753.927975533703
69,2020-03-31,694,76.43698824727684,1074.9721163625443,True,70,653.5296231528299,1753.927975533703
70,2020-04-01,728,76.43698824727684,1074.9721163625443,True,71,713.5019367504466,1753.927975533703
71,2020-04-02,772,76.43698824727684,1074.9721163625443,True,72,776.1233149830896,1753.927975533703
72,2020-04-03,820,76.43698824727684,1074.9721163625443,True,73,841.0228568345209,1753.927975533703
73,2020-04-04,878,76.43698824727684,1074.9721163625443,True,74,907.7634330472056,1753.927975533703
74,2020-04-05,961,76.43698824727684,1074.9721163625443,True,75,975.8517104917562,1753.927975533703
75,2020-04-06,1031,76.43698824727684,1074.9721163625443,True,76,1044.7516932291635,1753.927975533703
76,2020-04-07,1122,76.43698824727684,1074.9721163625443,True,77,1113.901070479803,1753.927975533703
77,2020-04-08,1202,76.43698824727684,1074.9721163625443,True,78,1182.729352787222,1753.927975533703
