,Report_Date,Canada_yukon_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,73.97428480951388,5.74827560202273,True,1,0.0001343239824480637,10.331968881116445
1,2020-01-23,0,73.97428480951388,5.74827560202273,True,2,0.00015694365425968676,10.331968881116445
2,2020-01-24,0,73.97428480951388,5.74827560202273,True,3,0.0001833723360673714,10.331968881116445
3,2020-01-25,0,73.97428480951388,5.74827560202273,True,4,0.00021425141893346053,10.331968881116445
4,2020-01-26,0,73.97428480951388,5.74827560202273,True,5,0.00025033028829139087,10.331968881116445
5,2020-01-27,0,73.97428480951388,5.74827560202273,True,6,0.0002924845045653944,10.331968881116445
6,2020-01-28,0,73.97428480951388,5.74827560202273,True,7,0.0003417370433782554,10.331968881116445
7,2020-01-29,0,73.97428480951388,5.74827560202273,True,8,0.00039928310984598615,10.331968881116445
8,2020-01-30,0,73.97428480951388,5.74827560202273,True,9,0.00046651912783209716,10.331968881116445
9,2020-01-31,0,73.97428480951388,5.74827560202273,True,10,0.0005450766058557085,10.331968881116445
10,2020-02-01,0,73.97428480951388,5.74827560202273,True,11,0.0006368616990144695,10.331968881116445
11,2020-02-02,0,73.97428480951388,5.74827560202273,True,12,0.0007441014235832966,10.331968881116445
12,2020-02-03,0,73.97428480951388,5.74827560202273,True,13,0.0008693976411232868,10.331968881116445
13,2020-02-04,0,73.97428480951388,5.74827560202273,True,14,0.001015790115743264,10.331968881116445
14,2020-02-05,0,73.97428480951388,5.74827560202273,True,15,0.001186830165961189,10.331968881116445
15,2020-02-06,0,73.97428480951388,5.74827560202273,True,16,0.0013866666864656876,10.331968881116445
16,2020-02-07,0,73.97428480951388,5.74827560202273,True,17,0.0016201466108201827,10.331968881116445
17,2020-02-08,0,73.97428480951388,5.74827560202273,True,18,0.0018929322305245707,10.331968881116445
18,2020-02-09,0,73.97428480951388,5.74827560202273,True,19,0.0022116381866144792,10.331968881116445
19,2020-02-10,0,73.97428480951388,5.74827560202273,True,20,0.0025839914160501907,10.331968881116445
20,2020-02-11,0,73.97428480951388,5.74827560202273,True,21,0.003019017876730372,10.331968881116445
21,2020-02-12,0,73.97428480951388,5.74827560202273,True,22,0.0035272605036943162,10.331968881116445
22,2020-02-13,0,73.97428480951388,5.74827560202273,True,23,0.004121033578152059,10.331968881116445
23,2020-02-14,0,73.97428480951388,5.74827560202273,True,24,0.004814719535295546,10.331968881116445
24,2020-02-15,0,73.97428480951388,5.74827560202273,True,25,0.005625115213069339,10.331968881116445
25,2020-02-16,0,73.97428480951388,5.74827560202273,True,26,0.006571835670710304,10.331968881116445
26,2020-02-17,0,73.97428480951388,5.74827560202273,True,27,0.007677785003171499,10.331968881116445
27,2020-02-18,0,73.97428480951388,5.74827560202273,True,28,0.008969705067390097,10.331968881116445
28,2020-02-19,0,73.97428480951388,5.74827560202273,True,29,0.010478814741823507,10.331968881116445
29,2020-02-20,0,73.97428480951388,5.74827560202273,True,30,0.012241554285391854,10.331968881116445
30,2020-02-21,0,73.97428480951388,5.74827560202273,True,31,0.014300451569025128,10.331968881116445
31,2020-02-22,0,73.97428480951388,5.74827560202273,True,32,0.0167051294433123,10.331968881116445
32,2020-02-23,0,73.97428480951388,5.74827560202273,True,33,0.0195134762954935,10.331968881116445
33,2020-02-24,0,73.97428480951388,5.74827560202273,True,34,0.02279300494612658,10.331968881116445
34,2020-02-25,0,73.97428480951388,5.74827560202273,True,35,0.02662242843464628,10.331968881116445
35,2020-02-26,0,73.97428480951388,5.74827560202273,True,36,0.031093484917483625,10.331968881116445
36,2020-02-27,0,73.97428480951388,5.74827560202273,True,37,0.03631304779549718,10.331968881116445
37,2020-02-28,0,73.97428480951388,5.74827560202273,True,38,0.04240556119788184,10.331968881116445
38,2020-02-29,0,73.97428480951388,5.74827560202273,True,39,0.049515844913297316,10.331968881116445
39,2020-03-01,0,73.97428480951388,5.74827560202273,True,40,0.0578123165240252,10.331968881116445
40,2020-03-02,0,73.97428480951388,5.74827560202273,True,41,0.06749068149389158,10.331968881116445
41,2020-03-03,0,73.97428480951388,5.74827560202273,True,42,0.07877814375186531,10.331968881116445
42,2020-03-04,0,73.97428480951388,5.74827560202273,True,43,0.0919381891515106,10.331968881116445
43,2020-03-05,0,73.97428480951388,5.74827560202273,True,44,0.10727599104049976,10.331968881116445
44,2020-03-06,0,73.97428480951388,5.74827560202273,True,45,0.12514447964994777,10.331968881116445
45,2020-03-07,0,73.97428480951388,5.74827560202273,True,46,0.14595110325939498,10.331968881116445
46,2020-03-08,0,73.97428480951388,5.74827560202273,True,47,0.170165286698823,10.331968881116445
47,2020-03-09,0,73.97428480951388,5.74827560202273,True,48,0.19832655864013754,10.331968881116445
48,2020-03-10,0,73.97428480951388,5.74827560202273,True,49,0.2310532694855953,10.331968881116445
49,2020-03-11,0,73.97428480951388,5.74827560202273,True,50,0.26905175187666,10.331968881116445
50,2020-03-12,0,73.97428480951388,5.74827560202273,True,51,0.31312568060756646,10.331968881116445
51,2020-03-13,0,73.97428480951388,5.74827560202273,True,52,0.3641852622542175,10.331968881116445
52,2020-03-14,0,73.97428480951388,5.74827560202273,True,53,0.423255721424677,10.331968881116445
53,2020-03-15,0,73.97428480951388,5.74827560202273,True,54,0.4914843455851891,10.331968881116445
54,2020-03-16,0,73.97428480951388,5.74827560202273,True,55,0.5701451020131413,10.331968881116445
55,2020-03-17,0,73.97428480951388,5.74827560202273,True,56,0.6606395518698909,10.331968881116445
