,Report_Date,Canada_yukon_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
56,2020-03-18,0,73.97428480951388,5.74827560202273,True,57,0.7644924696555125,10.331968881116445
57,2020-03-19,0,73.97428480951388,5.74827560202273,True,58,0.8833402566049002,10.331968881116445
58,2020-03-20,0,73.97428480951388,5.74827560202273,True,59,1.0189099575931353,10.331968881116445
59,2020-03-21,0,73.97428480951388,5.74827560202273,True,60,1.172986520134762,10.331968881116445
60,2020-03-22,0,73.97428480951388,5.74827560202273,True,61,1.3473659652450614,10.331968881116445
61,2020-03-23,0,73.97428480951388,5.74827560202273,True,62,1.5437924927733961,10.331968881116445
62,2020-03-24,0,73.97428480951388,5.74827560202273,True,63,1.7638783528143456,10.331968881116445
63,2020-03-25,0,73.97428480951388,5.74827560202273,True,64,2.0090067057766676,10.331968881116445
64,2020-03-26,3,73.97428480951388,5.74827560202273,True,65,2.280219743378357,10.331968881116445
65,2020-03-27,3,73.97428480951388,5.74827560202273,True,66,2.578097022429922,10.331968881116445
66,2020-03-28,4,73.97428480951388,5.74827560202273,True,67,2.9026320746997794,10.331968881116445
67,2020-03-29,4,73.97428480951388,5.74827560202273,True,68,3.2531184813335225,10.331968881116445
68,2020-03-30,4,73.97428480951388,5.74827560202273,True,69,3.6280590947174796,10.331968881116445
69,2020-03-31,5,73.97428480951388,5.74827560202273,True,70,4.02511315636662,10.331968881116445
70,2020-04-01,5,73.97428480951388,5.74827560202273,True,71,4.441094918562488,10.331968881116445
71,2020-04-02,6,73.97428480951388,5.74827560202273,True,72,4.872033531377396,10.331968881116445
72,2020-04-03,6,73.97428480951388,5.74827560202273,True,73,5.3132974614062976,10.331968881116445
73,2020-04-04,6,73.97428480951388,5.74827560202273,True,74,5.759778351749118,10.331968881116445
74,2020-04-05,6,73.97428480951388,5.74827560202273,True,75,6.20612049336429,10.331968881116445
75,2020-04-06,6,73.97428480951388,5.74827560202273,True,76,6.646974811590182,10.331968881116445
76,2020-04-07,7,73.97428480951388,5.74827560202273,True,77,7.077252187687661,10.331968881116445
77,2020-04-08,7,73.97428480951388,5.74827560202273,True,78,7.492351047589934,10.331968881116445
