,Report_Date,Sweden_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,77.09848430978292,7860.951697947653,True,1,1.1806555860993033,12512.002138789014
1,2020-01-23,0,77.09848430978292,7860.951697947653,True,2,1.3375696732848323,12512.002138789014
2,2020-01-24,0,77.09848430978292,7860.951697947653,True,3,1.5153362916443969,12512.002138789014
3,2020-01-25,0,77.09848430978292,7860.951697947653,True,4,1.7167259932177044,12512.002138789014
4,2020-01-26,0,77.09848430978292,7860.951697947653,True,5,1.9448772753310373,12512.002138789014
5,2020-01-27,0,77.09848430978292,7860.951697947653,True,6,2.2033454000696193,12512.002138789014
6,2020-01-28,0,77.09848430978292,7860.951697947653,True,7,2.4961576782035992,12512.002138789014
7,2020-01-29,0,77.09848430978292,7860.951697947653,True,8,2.827876069880246,12512.002138789014
8,2020-01-30,0,77.09848430978292,7860.951697947653,True,9,3.2036680657237553,12512.002138789014
9,2020-01-31,1,77.09848430978292,7860.951697947653,True,10,3.629386937556864,12512.002138789014
10,2020-02-01,1,77.09848430978292,7860.951697947653,True,11,4.1116625895123695,12512.002138789014
11,2020-02-02,1,77.09848430978292,7860.951697947653,True,12,4.658004399761574,12512.002138789014
12,2020-02-03,1,77.09848430978292,7860.951697947653,True,13,5.27691762257397,12512.002138789014
13,2020-02-04,1,77.09848430978292,7860.951697947653,True,14,5.9780351222716535,12512.002138789014
14,2020-02-05,1,77.09848430978292,7860.951697947653,True,15,6.772266437404391,12512.002138789014
15,2020-02-06,1,77.09848430978292,7860.951697947653,True,16,7.671966427919512,12512.002138789014
16,2020-02-07,1,77.09848430978292,7860.951697947653,True,17,8.69112604322502,12512.002138789014
17,2020-02-08,1,77.09848430978292,7860.951697947653,True,18,9.845588068039692,12512.002138789014
18,2020-02-09,1,77.09848430978292,7860.951697947653,True,19,11.153291059163548,12512.002138789014
19,2020-02-10,1,77.09848430978292,7860.951697947653,True,20,12.63454508329436,12512.002138789014
20,2020-02-11,1,77.09848430978292,7860.951697947653,True,21,14.31234330733401,12512.002138789014
21,2020-02-12,1,77.09848430978292,7860.951697947653,True,22,16.212713981811646,12512.002138789014
22,2020-02-13,1,77.09848430978292,7860.951697947653,True,23,18.36511789845835,12512.002138789014
23,2020-02-14,1,77.09848430978292,7860.951697947653,True,24,20.802896997581765,12512.002138789014
24,2020-02-15,1,77.09848430978292,7860.951697947653,True,25,23.56378045203985,12512.002138789014
25,2020-02-16,1,77.09848430978292,7860.951697947653,True,26,26.690455263612822,12512.002138789014
26,2020-02-17,1,77.09848430978292,7860.951697947653,True,27,30.231209174230198,12512.002138789014
27,2020-02-18,1,77.09848430978292,7860.951697947653,True,28,34.24065451648867,12512.002138789014
28,2020-02-19,1,77.09848430978292,7860.951697947653,True,29,38.78054249987755,12512.002138789014
29,2020-02-20,1,77.09848430978292,7860.951697947653,True,30,43.92067834173531,12512.002138789014
30,2020-02-21,1,77.09848430978292,7860.951697947653,True,31,49.73994859036687,12512.002138789014
