,Report_Date,Luxembourg_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
22,2020-02-13,0,68.46774068208047,1877.426978276809,True,23,1.7947688786501288,3619.261399118055
23,2020-02-14,0,68.46774068208047,1877.426978276809,True,24,2.123232785286526,3619.261399118055
24,2020-02-15,0,68.46774068208047,1877.426978276809,True,25,2.511769235999873,3619.261399118055
25,2020-02-16,0,68.46774068208047,1877.426978276809,True,26,2.971348789733468,3619.261399118055
26,2020-02-17,0,68.46774068208047,1877.426978276809,True,27,3.514939053075155,3619.261399118055
27,2020-02-18,0,68.46774068208047,1877.426978276809,True,28,4.157865655077366,3619.261399118055
28,2020-02-19,0,68.46774068208047,1877.426978276809,True,29,4.918237446274774,3619.261399118055
29,2020-02-20,0,68.46774068208047,1877.426978276809,True,30,5.817446938431171,3619.261399118055
30,2020-02-21,0,68.46774068208047,1877.426978276809,True,31,6.880758725362486,3619.261399118055
31,2020-02-22,0,68.46774068208047,1877.426978276809,True,32,8.138000549874254,3619.261399118055
32,2020-02-23,0,68.46774068208047,1877.426978276809,True,33,9.624373799966854,3619.261399118055
33,2020-02-24,0,68.46774068208047,1877.426978276809,True,34,11.38140250356188,3619.261399118055
34,2020-02-25,0,68.46774068208047,1877.426978276809,True,35,13.45804229240895,3619.261399118055
35,2020-02-26,0,68.46774068208047,1877.426978276809,True,36,15.911973229716638,3619.261399118055
36,2020-02-27,0,68.46774068208047,1877.426978276809,True,37,18.811102691705624,3619.261399118055
37,2020-02-28,0,68.46774068208047,1877.426978276809,True,38,22.23530642810889,3619.261399118055
38,2020-02-29,1,68.46774068208047,1877.426978276809,True,39,26.27843715420333,3619.261399118055
39,2020-03-01,1,68.46774068208047,1877.426978276809,True,40,31.050630045279103,3619.261399118055
40,2020-03-02,1,68.46774068208047,1877.426978276809,True,41,36.680932602954144,3619.261399118055
41,2020-03-03,1,68.46774068208047,1877.426978276809,True,42,43.320281556800424,3619.261399118055
42,2020-03-04,1,68.46774068208047,1877.426978276809,True,43,51.14484041859084,3619.261399118055
43,2020-03-05,1,68.46774068208047,1877.426978276809,True,44,60.35969624832563,3619.261399118055
44,2020-03-06,2,68.46774068208047,1877.426978276809,True,45,71.20289083049678,3619.261399118055
45,2020-03-07,2,68.46774068208047,1877.426978276809,True,46,83.94972692540293,3619.261399118055
46,2020-03-08,3,68.46774068208047,1877.426978276809,True,47,98.91724109923102,3619.261399118055
47,2020-03-09,3,68.46774068208047,1877.426978276809,True,48,116.4686669198731,3619.261399118055
48,2020-03-10,5,68.46774068208047,1877.426978276809,True,49,137.01762194537426,3619.261399118055
49,2020-03-11,7,68.46774068208047,1877.426978276809,True,50,161.03163532709462,3619.261399118055
50,2020-03-12,19,68.46774068208047,1877.426978276809,True,51,189.0344880297664,3619.261399118055
51,2020-03-13,34,68.46774068208047,1877.426978276809,True,52,221.6066661330801,3619.261399118055
52,2020-03-14,51,68.46774068208047,1877.426978276809,True,53,259.3830370896144,3619.261399118055
53,2020-03-15,59,68.46774068208047,1877.426978276809,True,54,303.0466666185618,3619.261399118055
54,2020-03-16,77,68.46774068208047,1877.426978276809,True,55,353.31753161479963,3619.261399118055
55,2020-03-17,140,68.46774068208047,1877.426978276809,True,56,410.9348017081749,3619.261399118055
56,2020-03-18,203,68.46774068208047,1877.426978276809,True,57,476.6314289365711,3619.261399118055
57,2020-03-19,335,68.46774068208047,1877.426978276809,True,58,551.100089165853,3619.261399118055
58,2020-03-20,484,68.46774068208047,1877.426978276809,True,59,634.9501545277799,3619.261399118055
59,2020-03-21,670,68.46774068208047,1877.426978276809,True,60,728.6564194598396,3619.261399118055
60,2020-03-22,798,68.46774068208047,1877.426978276809,True,61,832.5017730474227,3619.261399118055
61,2020-03-23,875,68.46774068208047,1877.426978276809,True,62,946.5178191880656,3619.261399118055
62,2020-03-24,1099,68.46774068208047,1877.426978276809,True,63,1070.4293511001451,3619.261399118055
63,2020-03-25,1333,68.46774068208047,1877.426978276809,True,64,1203.6101725716285,3619.261399118055
64,2020-03-26,1453,68.46774068208047,1877.426978276809,True,65,1345.0584800707518,3619.261399118055
65,2020-03-27,1605,68.46774068208047,1877.426978276809,True,66,1493.3993310495152,3619.261399118055
66,2020-03-28,1831,68.46774068208047,1877.426978276809,True,67,1646.9192813980028,3619.261399118055
67,2020-03-29,1950,68.46774068208047,1877.426978276809,True,68,1803.6341593016898,3619.261399118055
68,2020-03-30,1988,68.46774068208047,1877.426978276809,True,69,1961.3857859691072,3619.261399118055
69,2020-03-31,2178,68.46774068208047,1877.426978276809,True,70,2117.9583710347447,3619.261399118055
70,2020-04-01,2319,68.46774068208047,1877.426978276809,True,71,2271.201599009256,3619.261399118055
71,2020-04-02,2487,68.46774068208047,1877.426978276809,True,72,2419.1461181747177,3619.261399118055
72,2020-04-03,2612,68.46774068208047,1877.426978276809,True,73,2560.098623478035,3619.261399118055
73,2020-04-04,2729,68.46774068208047,1877.426978276809,True,74,2692.707561305645,3619.261399118055
74,2020-04-05,2804,68.46774068208047,1877.426978276809,True,75,2815.9956108274164,3619.261399118055
75,2020-04-06,2843,68.46774068208047,1877.426978276809,True,76,2929.36021579229,3619.261399118055
76,2020-04-07,2970,68.46774068208047,1877.426978276809,True,77,3032.5474614210434,3619.261399118055
77,2020-04-08,3034,68.46774068208047,1877.426978276809,True,78,3125.6069171755653,3619.261399118055
